tau,gamma,ftp
1e-07,0.9167525311034763,3.257493548206979e-11
1.0884019160690054e-07,0.9169502718009225,3.255921076823853e-11
1.1846187309026848e-07,0.9174323314282246,3.255091843008107e-11
1.2893412965257157e-07,0.9179556099522991,3.2546635478091294e-11
1.4033215376054846e-07,0.9181218544088444,3.253504845006037e-11
1.5273778503907124e-07,0.9186273253884772,3.253714490789043e-11
1.6624009789266136e-07,0.9191990230840056,3.2537603194878696e-11
1.8093604107387167e-07,0.9199060082152936,3.253682540392576e-11
1.969311337907422e-07,0.9210707424945946,3.254865133871678e-11
2.143402233514859e-07,0.9219822282206814,3.255145455245592e-11
2.3328830978641583e-07,0.9229039389105181,3.2557303414801585e-11
2.539114433680347e-07,0.9238316806471507,3.25682539968451e-11
2.7635770147361577e-07,0.9242552632555339,3.256679358425158e-11
3.007882518043102e-07,0.9248071059135707,3.257328699823711e-11
3.273785095948577e-07,0.9253295578023258,3.257822760174755e-11
3.563193971228584e-07,0.9258235793121236,3.257527519308996e-11
3.8781871456107196e-07,0.9270683670772794,3.2583186367432216e-11
4.221026320156903e-07,0.9287290274651365,3.258281892975198e-11
4.5941731346364764e-07,0.9310042998967983,3.258084206584191e-11
5.00030684249109e-07,0.9339795898951341,3.2587500291641736e-11
5.442343548300272e-07,0.9366837148423188,3.258309763848569e-11
5.923457145875806e-07,0.9382400292557923,3.258520851714664e-11
6.44710210732387e-07,0.9337211794290691,3.259110418079459e-11
7.017038286703837e-07,0.9104511742332907,3.258760883832991e-11
7.637357916378027e-07,0.8498496888860381,3.2594559803684194e-11
8.312514989890632e-07,0.7425774630578492,3.259633957859221e-11
9.047357242349293e-07,0.6184487659649711,3.2592412039700524e-11
9.847160957933784e-07,0.5455095235093946,3.259934507776635e-11
1.0717668854455034e-06,0.5735132951598773,3.259725122820482e-11
1.1665131316981962e-06,0.6834502466196589,3.2597641506821605e-11
1.2696351276599729e-06,0.8050669108402968,3.2603514530742076e-11
1.3818733056536336e-06,0.8745675990039556,3.259637367115296e-11
1.5040335536380252e-06,0.8614272076406901,3.259664908390367e-11
1.6369930016117019e-06,0.764719000730049,3.259672678594063e-11
1.7817063195457325e-06,0.6268205824366152,3.2589414200525355e-11
1.939212572065831e-06,0.5355650715710293,3.259390394451914e-11
2.1106426791015547e-06,0.5643239769839682,3.2591435784017975e-11
2.297227536071156e-06,0.7038197038125251,3.2587373116496753e-11
2.5003068519063265e-06,0.8743834468542838,3.259316374219734e-11
2.7213387683753086e-06,1.0050295541815217,3.25887969132908e-11
2.9619103297725534e-06,1.0808662797199249,3.259069535731055e-11
3.2237488781490268e-06,1.1214792980289479,3.2596975199673995e-11
3.508734455902715e-06,1.1479593993145585,3.2593617965914125e-11
3.8189133047818546e-06,1.1721386250656223,3.260149606510973e-11
4.156512558225988e-06,1.1970134110090365,3.260718628655177e-11
4.523956232538058e-06,1.2227652950973105,3.2609520906785946e-11
4.923882631706742e-06,1.248943473047456,3.262589108988495e-11
5.359163290848514e-06,1.2747786593152706,3.263649677675621e-11
5.832923594286212e-06,1.3028458528233922,3.2651584810241765e-11
6.348565216305224e-06,1.333704724678543,3.267464954488125e-11
6.909790545715645e-06,1.3565334116718004,3.2684608010609924e-11
7.520629269592407e-06,1.3473582541182056,3.2697681596361595e-11
8.185467307069021e-06,1.285827528146712,3.270335780354655e-11
8.909078300934142e-06,1.1963411385049545,3.269298616948794e-11
9.69665789314552e-06,1.1591452446222539,3.269060313269318e-11
1.055386103036523e-05,1.2477009921989923,3.26825667808047e-11
1.1486842567375548e-05,1.4566637766905501,3.2673365945680626e-11
1.250230145991456e-05,1.7089073338604643,3.267252531943021e-11
1.3607528864243332e-05,1.9336098046873238,3.265799079673539e-11
1.481046048880677e-05,2.1164001089254576,3.264841433068239e-11
1.6119733573881587e-05,2.277397974383517,3.264950079534067e-11
1.7544748908334598e-05,2.4394748067485077,3.265096461798412e-11
1.9095738328781007e-05,2.617213612956518,3.2674452890256314e-11
2.078383818579755e-05,2.816074476784554,3.270469101240682e-11
2.2621169304690265e-05,3.042442843079769,3.2731542444628635e-11
2.4620924014946305e-05,3.3042339153172384,3.276147809016291e-11
2.6797460873256894e-05,3.608558343698451,3.276920833575551e-11
2.916640776023707e-05,3.9670505130808995,3.277517939474579e-11
3.174477409109193e-05,4.3910477316687535,3.28068270194781e-11
3.455107294592218e-05,4.895322779010349,3.2855490975718086e-11
3.760545399658176e-05,5.502342909432177,3.292761606634721e-11
4.092984818452442e-05,6.23466142110673,3.299316462246704e-11
4.4548125188449885e-05,7.122153423847169,3.3029275760475465e-11
4.848626481239088e-05,8.19984262634179,3.3059616405213414e-11
5.277254352483543e-05,9.512267245875373,3.307637554624894e-11
5.743773748826587e-05,11.136934120820259,3.3090328210219966e-11
6.251534353689725e-05,13.176869127945114,3.311974587495184e-11
6.804181968927093e-05,15.773456853558427,3.314602793937109e-11
7.405684692262442e-05,19.151629599325613,3.318355054024099e-11
8.060361408861346e-05,23.829348674800556,3.3230812503248195e-11
8.772912801613357e-05,31.780414446126375,3.327003594096314e-11
9.548455102782303e-05,50.92576491922461,3.332114368646914e-11
0.00010392556829367131,107.40400012273197,3.337146364386805e-11
0.00011311278765939226,262.777160258498,3.341659056681667e-11
0.00012311217482038908,605.6802075374417,3.347490062586792e-11
0.00013399552696593398,1179.5181753078175,3.3526417020883576e-11
0.00014584098829439863,1913.7662003922082,3.3580622731743976e-11
0.00015873361110102104,2776.2181249497603,3.364587955982669e-11
0.0001727659664669038,4207.495982766436,3.370239515790537e-11
0.00018803880893409166,7356.434894940617,3.376881445491902e-11
0.0002046617999391992,13444.781725631114,3.3838848323741086e-11
0.00022275429519995587,23180.729477078392,3.3900511565882e-11
0.00024244620170823307,41230.99175642479,3.397440801095598e-11
0.00026387891048289345,92713.44823978972,3.4043095046939685e-11
0.0002872063117797831,246568.74690817972,3.410862041572675e-11
0.0003125959000482281,613271.0901765777,3.418596564483772e-11
0.00034022997656780714,1285407.3477168446,3.4253834240639495e-11
0.0003703069584005145,2262265.9166364963,3.4326831273752036e-11
0.00040304280305680546,3427793.307910874,3.440657010245088e-11
0.00043867255910485034,4526662.687247973,3.4475766769411745e-11
0.00047745205385661313,5124132.488579129,3.455646111838464e-11
0.0005196597302486203,4814488.211455948,3.4637869631118354e-11
0.0005655986461065008,3675681.315102242,3.471524232443001e-11
0.0006155986501483515,2339981.990618785,3.480910806500038e-11
0.0006700187503509591,1440509.6205832278,3.489979241849783e-11
0.0007292496916841451,1117678.0272435367,3.499623925954304e-11
0.0007937167617217558,1109256.9819638224,3.5108186684984635e-11
0.0008638828442740454,1134456.6381583505,3.521484724666667e-11
0.0009402517429670142,1095923.1716233757,3.5335769271305274e-11
0.0010233717986325214,1021959.5889327759,3.546656924474301e-11
0.0011138398264826206,952420.7648844438,3.559472633272256e-11
0.0012123054013376529,896970.2524233252,3.574259745254931e-11
0.0013194755216767086,846644.5350523464,3.589310382777342e-11
0.0014361196859990803,794411.8965263866,3.604753355919164e-11
0.0015630754179458174,740588.923861361,3.622232629408906e-11
0.0017012542798525892,686887.5690208061,3.639523507450298e-11
0.0018516484179121578,634679.1553338715,3.6581482669015453e-11
0.002015337685941735,584549.5240457585,3.6784466561191776e-11
0.00219349739890506,536097.0212347752,3.6985876493775686e-11
0.002387406771860647,489857.01311039017,3.7209022027911495e-11
0.0025984581049292525,446371.70781716186,3.7442847197593206e-11
0.002828166780230035,405700.98586470424,3.768134665870279e-11
0.00307818214256508,368306.6062580098,3.794679138116594e-11
0.0033502993419772366,334184.3343468329,3.821799122688295e-11
0.0036464722232127525,303214.7172570363,3.850379289179716e-11
0.003968827354637166,275526.9502062337,3.8815113949762787e-11
0.004319679297334174,250846.04401148335,3.912922935036851e-11
0.004701547224022139,228995.69041609028,3.946864487191321e-11
0.00511717300711461,209815.179013253,3.983091375184512e-11
0.005569540905800136,192924.76646463847,4.020326396706157e-11
0.006061898993497585,178154.41782533078,4.061183329600827e-11
0.006597782479539547,165244.23571870543,4.1038845092350095e-11
0.007181039092537356,153912.21710384657,4.1487172591222004e-11
0.007815856707684091,144044.25018661644,4.19783042276309e-11
0.008506793416364171,135397.18908709413,4.2489490204745894e-11
0.009258810253973964,127820.7096492662,4.304019494936136e-11
0.010077306820944617,121219.42236497818,4.36363732097809e-11
0.010968160052731402,115403.4685489111,4.425924689455645e-11
0.011937766417144382,110321.61566110089,4.493987889104263e-11
0.012993087842004172,105881.43937420529,4.5669406459997525e-11
0.014141701702890239,101963.92639050659,4.644517596568225e-11
0.015391855229902085,98554.62680474124,4.729780718234625e-11
0.01675252472408217,95545.1104063351,4.820634723555255e-11
0.018233480008684425,92878.48426552402,4.918958512644604e-11
0.01984535457805803,90542.86785095627,5.026974722215014e-11
0.021599721947827215,88438.99782494591,5.142928066571073e-11
0.023509178754572892,86561.4190045955,5.2707961553869996e-11
0.025587435201685892,84877.28322642692,5.4112092376959395e-11
0.0278494135008065,83313.3631903042,5.5638463177785987e-11
0.030311355015675823,81892.74813099744,5.73320757073388e-11
0.032990936877709424,80562.93436803536,5.917481100759038e-11
0.03590739891061055,79292.13316045018,6.117272277569643e-11
0.03908168177536272,78106.26447470508,6.333958635876062e-11
