tau,gamma,ftp
1e-07,1.547925731572566e-05,2.432998540488153e-05
1.1097524964120721e-07,7.929164327588317e-05,0.0001248438140970902
1.2315506032928263e-07,0.00027472871784095206,0.00043433967129010136
1.3667163564620074e-07,0.0006595813614227913,0.001052605323960779
1.5167168884709241e-07,0.0011529181926285884,0.001875940247403183
1.6831803533309585e-07,0.0015915872461359209,0.0026789580582972433
1.867913599020781e-07,0.0019020275216382516,0.0033595439114433062
2.0729217795953698e-07,0.002097319145721201,0.003931205887235241
2.300430119772917e-07,0.0022064416275683935,0.004426221777872326
2.5529080682395163e-07,0.002250448747004503,0.004853119605103831
2.833096101839324e-07,0.0022447445381581707,0.0052081179778109285
3.1440354715915e-07,0.0022171595652587567,0.005502000528854914
3.489101213406774e-07,0.0021858156219969013,0.005738290064146351
3.872038781812557e-07,0.002153474671377131,0.005929906760013376
4.2970047043208437e-07,0.00211901345120601,0.006078488110095784
4.768611697714474e-07,0.0021089904464402847,0.0061932008266523085
5.291978735958437e-07,0.002168008211135326,0.006277938553982611
5.872786613189477e-07,0.002322487313427252,0.006337927640143559
6.517339604882421e-07,0.0025741340365571888,0.006379679380094003
7.232633896483533e-07,0.002909881155669061,0.00640419604858379
8.026433522257174e-07,0.003302635075410192,0.0064194062916350875
8.907354638610439e-07,0.003730617484057017,0.006423368784558469
9.884959046625586e-07,0.004192824968432465,0.006423970224517472
1.096985797892384e-06,0.004694681370614444,0.006418486756303164
1.217382727739662e-06,0.005256631216815119,0.0064130652574964
1.3509935211980278e-06,0.005896228740483215,0.006405981117736113
1.499268432786047e-06,0.006638024368564515,0.00640008755076729
1.6638168860761274e-06,0.0074983637088790476,0.006395516635806985
1.8464249428955464e-06,0.008498046876852192,0.006391470928584897
2.049074689815846e-06,0.009649000258243242,0.006390588508345007
2.2739657523579273e-06,0.010960758422529665,0.006389299749386138
2.523539170434766e-06,0.012436168786369656,0.006392326674430998
2.800503894183631e-06,0.014067390907384054,0.006394915267053557
3.107866187782014e-06,0.015856592341755037,0.006402485664220589
3.4489622604057595e-06,0.017775231231973384,0.006410906385207533
3.827494478516315e-06,0.01980438719696214,0.006424432675913678
4.247571552536894e-06,0.021879621167594822,0.0064408739883913164
4.713753134116729e-06,0.023971262559959284,0.006461708332595593
5.2310993080562585e-06,0.026022218273486542,0.006487136320933232
5.805225516094895e-06,0.027983302677216472,0.006515095932423699
6.44236350872137e-06,0.029796962169990986,0.006547866080542927
7.149428986597577e-06,0.031394827151361895,0.006580275290643253
7.934096665797492e-06,0.03275978029266468,0.0066159621610957405
8.804883581643465e-06,0.03379619201393719,0.006648296638952053
9.771241535346501e-06,0.03444123760355327,0.006681115480602519
1.0843659686896109e-05,0.034695712102939376,0.0067084459873217655
1.2033778407775906e-05,0.034906839258323184,0.006732206483562025
1.3354515629298974e-05,0.03509407337456884,0.006748369166963682
1.48202070579886e-05,0.03388571630941367,0.006755579990109363
1.6446761779946626e-05,0.030117522811493103,0.006752929717415124
1.8251834943190462e-05,0.02865168504645265,0.006735376550348381
2.0255019392306664e-05,0.04126696248219338,0.006704435283855006
2.2478058335487252e-05,0.07345115158930209,0.006652097172437166
2.4945081352303165e-05,0.11533755730491141,0.006580974461008079
2.7682866303920665e-05,0.15464779430667683,0.006482412727892534
3.072112998861759e-05,0.18860368183730183,0.00635846785212947
3.409285069746814e-05,0.21933133023309725,0.00620267955830248
3.783462617131933e-05,0.2486389250889633,0.006014654385185711
4.1987070844439056e-05,0.2761186229841953,0.005792026876815546
4.659525668664687e-05,0.3008964564729233,0.0055321996286631925
5.170920242896755e-05,0.3224141344047458,0.005238765839429903
5.7384416483024044e-05,0.34302197698808534,0.0049091080347540405
6.368249944718586e-05,0.36627224932746544,0.004551848361707095
7.067181273927492e-05,0.3818106604626838,0.004168330326591205
7.842822061337681e-05,0.3603778184467157,0.0037719608152555245
8.703591361485166e-05,0.29715483574439644,0.00337237107986255
9.658832241158708e-05,0.2674644612755992,0.0029849935912961032
0.00010718913192051276,0.3559838852399946,0.002628966614301495
0.00011895340673703195,0.5130718385389642,0.002326490162503898
0.0001320088400831418,0.5922642088996986,0.0021051086345742222
0.00014649713983072864,0.5422065562729261,0.001974214423767273
0.0001625755666443795,0.4377759986569031,0.0019298920689006034
0.00018041864093920718,0.348224294592602,0.0019694379692553983
0.00020022003718155845,0.28378509978401134,0.0020986817276961293
0.0002221946860939524,0.23223641597544514,0.002317129895689628
