tau,gamma,ftp
1.591549430918952e-05,2.9528076983227734e-06,0.0
1.7662259541255198e-05,3.977677670653232e-06,0.0
1.9600736618185897e-05,4.855880470804094e-06,0.0
2.1751966393547314e-05,5.610365235605798e-06,0.0
2.413929900711063e-05,6.2907670267903576e-06,0.0
2.6788647334778475e-05,6.9221552892905606e-06,0.0
2.9728768255272957e-05,7.5109590176986375e-06,0.0
3.2991574786545125e-05,8.036506970299309e-06,0.0
3.6612482479934024e-05,8.491459577942443e-06,0.0
4.063079383195004e-05,8.888776142732224e-06,0.0
4.509012488621078e-05,9.229511412487085e-06,0.0
5.003887865600451e-05,9.513768631181689e-06,0.0
5.553077050616176e-05,9.727004189298668e-06,0.0
6.162541119689888e-05,9.88843819378561e-06,0.0
6.8388953918179e-05,1.0011274829276713e-05,0.0
7.58948123377093e-05,1.0123635783736531e-05,0.0
8.422445745649845e-05,1.0249678121870304e-05,0.0
9.346830192130152e-05,1.04256696463395e-05,0.0
0.00010372668139256164,1.0695901754764928e-05,0.0
0.00011511094361993492,1.1086179422519138e-05,0.0
0.00012774465704657205,1.1611574563765104e-05,0.0
0.00014176495206073733,1.2285343956644544e-05,0.0
0.000157324009453141,1.3153796592336403e-05,0.0
0.00017459071223617964,1.424971176033794e-05,0.0
0.00019375247875446207,1.5596390579760623e-05,0.0
0.00021501729698379126,1.718343832932721e-05,0.0
0.000238615982099538,1.9019142403322833e-05,0.0
0.00026480468181878063,2.107398640710475e-05,0.0
0.00029386765670999624,2.3296266035579734e-05,0.0
0.0003261203656486838,2.5576760337970482e-05,2.183e-320
0.0003619128899094446,2.7851919202066878e-05,6.4738728316167e-310
0.0004016337330607136,3.0148767820211996e-05,1.2754325289407413e-299
0.0004457140379074267,3.250931313603424e-05,1.6691269758444272e-289
0.0004946322662536717,3.50468396592306e-05,1.4509746504118004e-279
0.0005489193922809729,3.781386983479463e-05,8.378549426819689e-270
0.0006091646659128072,4.08562813463383e-05,3.213781962454563e-260
0.000676022008722763,4.411189224223062e-05,8.188465881774348e-251
0.0007502171118095899,4.7538534506890196e-05,1.3858851482934835e-241
0.000832555312681747,5.10224787983435e-05,1.558082678968383e-232
0.0009239303366497012,5.450480642370686e-05,1.163569477626127e-223
0.001025333997607852,5.795154224124133e-05,5.772084805821958e-215
0.0011378669635014834,6.131457093055145e-05,1.9020049730770135e-206
0.0012627507033305954,6.461277545998035e-05,4.163218022576909e-198
0.001401340745367228,6.779351726627626e-05,6.053202792421161e-190
0.0015551413904952352,7.09369776957901e-05,5.846283271744951e-182
0.0017258220403758285,7.401786793889978e-05,3.7507062081233053e-174
0.0019152353176700497,7.710808498420157e-05,1.5983975384390588e-166
0.0021254371750009057,8.017189514776744e-05,4.524755522852141e-159
0.0023587092109242772,8.32372858208054e-05,8.50832356692546e-152
0.0026175834351333653,8.62925507492124e-05,1.0627507943196455e-144
0.0029048697517061396,8.932837027853863e-05,8.817743083482455e-138
0.0032236864587078013,9.23845657109633e-05,4.859840384379069e-131
0.0035774940952007744,9.539822005837203e-05,1.7792014845833535e-124
0.003970133003048507,9.840056562054288e-05,4.3267999989742835e-118
0.004405865011221037,0.00010128016075019796,6.989515487960274e-112
0.004889419695057148,0.00010412152648903247,7.500079798773658e-106
0.005426045712596023,0.00010686041951227205,5.345929889477744e-100
0.006021567775199451,0.00010954284924814154,2.531157649387058e-94
0.006682449870842077,0.00011208992075149862,7.960744655724146e-89
0.007415865426315524,0.00011449892850813942,1.6631321329236798e-83
0.00822977516990963,0.00011678255814550717,2.3080136717057267e-78
0.009133013539717296,0.00011890453383087901,2.12759304323532e-73
0.010135384575466514,0.0001209331350674529,1.3027986747783165e-68
0.011247768334720375,0.00012278231759302115,5.299130521470739e-64
0.01248223898852059,0.00012455038474891124,1.431760863975421e-59
0.013852195878322824,0.0001261386655786009,2.5696555947679163e-55
0.015372508956757769,0.0001276485732158113,3.0635002094530665e-51
0.017059680190878855,0.00012900715078702544,2.4260484583195107e-47
0.018932022679819385,0.00013025937158705504,1.2762024996647437e-43
0.02100985943105953,0.00013135886213646572,4.459418942888515e-40
0.02331574395288503,0.0001322796903976004,1.0350838299941795e-36
0.02587470505741884,0.00013304835317418798,1.5959208431608456e-33
0.028714518531396595,0.00013358541581836726,1.6345031363969765e-30
0.031866008623488075,0.000133972539332082,1.1119846651561405e-27
0.03536338262060451,0.0001340792912275662,5.025167750870366e-25
0.03924460214479114,0.0001339697227971375,1.508486045862796e-22
0.04355179520088053,0.00013348624578857964,3.007956791743627e-20
0.04833171344740447,0.00013268366340589516,3.984216462996756e-18
0.053636239654129975,0.00013147693722789715,3.505572327893732e-16
0.05952295085432691,0.00012987221974004127,2.0489369824413544e-14
0.06605574330440238,0.0001278479340054453,7.955621988008791e-13
0.07330552603441555,0.0001253339167640507,2.0523451070226134e-11
