freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0023107761055887+0j),(0.001201543464775301+0j),(0.9956012567227606+0.002592501496927661j),(1.0096241970647268+0.0005653006593542278j)
(794328.2347242822+0j),(1.0023926179483487+0j),(0.0008143070968057246+0j),(0.9951878350030366+0.002918200773774266j),(1.0102786268447927-0.0007524401488443414j)
(630957.344480193+0j),(1.0024837516787692+0j),(0.0005068848416519773+0j),(0.9947046179945092+0.0032288050593491796j),(1.0110178512830434-0.001831354690066411j)
(501187.2336272725+0j),(1.0025788186672306+0j),(0.0002665503151229998+0j),(0.994160966527887+0.00351456157428524j),(1.0118143492723617-0.002699412619989991j)
(398107.17055349686+0j),(1.0026717967103755+0j),(8.09817125594446e-05+0j),(0.9935669367619606+0.0037705376136887366j),(1.0126411276737837-0.0033896388602488673j)
(316227.7660168379+0j),(1.0027570896749773+0j),(-6.237461669625691e-05+0j),(0.9929310614133013+0.003995254438820534j),(1.0134770727842306-0.003938325964735499j)
(251188.6431509582+0j),(1.0028303698771073+0j),(-0.00017640657888277854+0j),(0.9922594653394577+0.004188641068938754j),(1.0143089363196371-0.00438160372687055j)
(199526.2314968879+0j),(1.0028890869333564+0j),(-0.00027415505983249247+0j),(0.9915561614711043+0.004350234870989595j),(1.015130644933615-0.004752598775377811j)
(158489.3192461114+0j),(1.0029327050474761+0j),(-0.00036856504634964207+0j),(0.9908241827315704+0.004477962089521917j),(1.0159414241511824-0.005080148502473266j)
(125892.5411794166+0j),(1.0029627578647384+0j),(-0.00047223345103477243+0j),(0.9900670117085079+0.0045679145696642075j),(1.0167439316687112-0.005388816912078634j)
(100000+0j),(1.0029827570281897+0j),(-0.0005971387654550573+0j),(0.9892895950282999+0.004615134117527281j),(1.017542936622225-0.0056996071995791524j)
(79432.82347242821+0j),(1.002997936549779+0j),(-0.0007544249579544962+0j),(0.98849850116954+0.004614544485442376j),(1.0183445649188818-0.006030900565376834j)
(63095.7344480193+0j),(1.0030148269040982+0j),(-0.0009542870600965567+0j),(0.9877014191868271+0.004561633677982405j),(1.0191558842930937-0.006399219083751779j)
(50118.72336272724+0j),(1.00304072095279+0j),(-0.0012060889539486069+0j),(0.9869065407793072+0.004452529276712689j),(1.0199845741441467-0.006819924191372159j)
(39810.71705534969+0j),(1.0030831477188835+0j),(-0.0015187347482400204+0j),(0.9861221449009223+0.004283769868497263j),(1.0208385508098052-0.007307879869447096j)
(31622.776601683792+0j),(1.0031494586024827+0j),(-0.001901296533277958+0j),(0.9853563307090406+0.0040520613970192135j),(1.0217256162112-0.007878449459685716j)
(25118.864315095827+0j),(1.00324657229153+0j),(-0.002363819504270357+0j),(0.9846167120369476+0.003754004062092466j),(1.0226533293218494-0.008548698355562878j)
(19952.623149688792+0j),(1.003380887886989+0j),(-0.0029182556417667515+0j),(0.9839100047907884+0.003385631552579472j),(1.023629233857983-0.00933870814176464j)
(15848.93192461114+0j),(1.0035583968874386+0j),(-0.0035795521882248894+0j),(0.9832416462597666+0.0029415876435590635j),(1.024661356030022-0.01027277084852668j)
(12589.254117941662+0j),(1.0037850614440034+0j),(-0.004366861979166605+0j),(0.9826156996437507+0.0024139919455618323j),(1.0257587817785379-0.011380553960382617j)
(10000+0j),(1.0040675167771562+0j),(-0.005304804812073227+0j),(0.9820352235966708+0.001791073074082537j),(1.0269322980971605-0.01269844243614325j)
(7943.282347242814+0j),(1.0044140877497671+0j),(-0.006424667796904876+0j),(0.9815030965890714+0.001055899137228753j),(1.0281953168015607-0.014271120359295486j)
(6309.57344480193+0j),(1.0048360369508549+0j),(-0.007765466168946511+0j),(0.9810231588845197+0.00018529484584181626j),(1.0295653009517407-0.01615329144601154j)
(5011.8723362727205+0j),(1.0053489543492353+0j),(-0.009374878276589671+0j),(0.9806015757607502-0.000851069286978507j),(1.031065722967941-0.018411227010462494j)
(3981.0717055349687+0j),(1.0059742554054412+0j),(-0.011310097760222362+0j),(0.9802484243192473-0.0020913735466752126j),(1.0327283891918262-0.02112395273804238j)
