freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9904984876424959+0j),(0.005616097651175397+0j),(0.9704637905635224+0.006910448026101459j),(1.0100665646520322+0.007000017271784457j)
(794328.2347242822+0j),(0.9906674510451232+0j),(0.004147241135462993+0j),(0.9693822960340869+0.007691905409360181j),(1.011627603233231+0.0025758146072356004j)
(630957.344480193+0j),(0.9908583053757222+0j),(0.002974474640434633+0j),(0.9681237499891736+0.00843310105644115j),(1.0134078139451888-0.0010476180939344177j)
(501187.2336272725+0j),(0.9910601327926913+0j),(0.0020449241340336514+0j),(0.9667173516019086+0.009106747844154401j),(1.0153448798176536-0.003981680708905411j)
(398107.17055349686+0j),(0.9912596103607638+0j),(0.0013122072235336331+0j),(0.9651947556159923+0.00970065387962719j),(1.0173724703043001-0.0063383211978543606j)
(316227.7660168379+0j),(0.9914432048581207+0j),(0.0007332862875742744+0j),(0.9635833428251188+0.010214288957202118j),(1.0194326586919211-0.008231859521882715j)
(251188.6431509582+0j),(0.991599073137913+0j),(0.000266862328224378+0j),(0.9619033198215982+0.010653160099693897j),(1.0214825694885077-0.009775285638181114j)
(199526.2314968879+0j),(0.991718346344753+0j),(-0.0001273764242464663+0j),(0.9601679398292867+0.011024236494214155j),(1.023495753729322-0.01107598058491649j)
(158489.3192461114+0j),(0.9917958844622614+0j),(-0.0004892275041214675+0j),(0.958385436709515+0.01133254026370753j),(1.0254600819204402-0.012232887437084436j)
(125892.5411794166+0j),(0.9918307275904921+0j),(-0.0008582966889816789+0j),(0.9565618253210568+0.011579547877514466j),(1.0273738128794734-0.013336025005477923j)
(100000+0j),(0.9918263468012677+0j),(-0.0012742324406523752+0j),(0.9547040323483049+0.011763103715907101j),(1.0292414182597849-0.014468593872768653j)
(79432.82347242821+0j),(0.9917905986485956+0j),(-0.0017767342198112082+0j),(0.9528222957162716+0.011879582394699816j),(1.031070776075708-0.015711289252656902j)
(63095.7344480193+0j),(0.9917351797219937+0j),(-0.0024055090308842436+0j),(0.9509303653773611+0.011927369187984628j),(1.0328726263953367-0.017146985177175576j)
(50118.72336272724+0j),(0.9916744528769936+0j),(-0.0032006198932528467+0j),(0.9490429814913471+0.011909433823065363j),(1.034661677959288-0.01886476065770885j)
(39810.71705534969+0j),(0.9916237390356976+0j),(-0.004203592837004176+0j),(0.9471719852660316+0.011833544642710874j),(1.0364575846752448-0.02096208017798126j)
(31622.776601683792+0j),(0.9915973738041572+0j),(-0.005459659886438411+0j),(0.9453233457360808+0.011709834378486174j),(1.0382841198532955-0.023546639474596738j)
(25118.864315095827+0j),(0.9916069173746599+0j),(-0.007021588353217611+0j),(0.9434963160445949+0.01154680069130565j),(1.0401661864237175-0.026741013664376645j)
(19952.623149688792+0j),(0.9916599524846574+0j),(-0.008954710707576698+0j),(0.9416840522572704+0.011349251725535485j),(1.0421260744827845-0.030689862595205942j)
(15848.93192461114+0j),(0.9917599743350123+0j),(-0.011343478008436311+0j),(0.9398743083343863+0.011116222978960085j),(1.0441816345353856-0.035572808940516384j)
(12589.254117941662+0j),(0.9919078761705533+0j),(-0.01429933144560138+0j),(0.9380496011977763+0.010839290137515507j),(1.046348896555809-0.041620631075501256j)
(10000+0j),(0.9921053798481948+0j),(-0.017969621074983132+0j),(0.9361871556183919+0.010499892462451157j),(1.0486501623733122-0.049132974828239875j)
(7943.282347242814+0j),(0.9923605799560176+0j),(-0.022547204987114596+0j),(0.934259065480255+0.010065859592662475j),(1.0511269781783357-0.05849579961953734j)
(6309.57344480193+0j),(0.9926958203815743+0j),(-0.028280771802204504+0j),(0.9322329627443878+0.009486804227180323j),(1.0538571483884867-0.070198596556555j)
(5011.8723362727205+0j),(0.9931585681432553+0j),(-0.03548611889604347+0j),(0.9300737293454092+0.008688126468819668j),(1.0569765915042846-0.08485269118082812j)
(3981.0717055349687+0j),(0.993836749193001+0j),(-0.044558467860620385+0j),(0.9277471270606007+0.007563689541989716j),(1.0607095094725978-0.10321143049373645j)
(3162.2776601683795+0j),(0.9948809773563791+0j),(-0.05598518894413772+0j),(0.9252261366819607+0.005967662577369552j),(1.065412686581179-0.12619047265282513j)
(2511.8864315095802+0j),(0.9965370676282599+0j),(-0.07035686034751495+0j),(0.9225005218790626+0.003706010653996422j),(1.0716410218595602-0.15488220616520984j)
(1995.2623149688789+0j),(0.9991929847360214+0j),(-0.0883720935216683+0j),(0.9195904474890311+0.0005276139819901525j),(1.0802411372078293-0.1905523036985353j)
(1584.8931924611124+0j),(1.003444316358366+0j),(-0.11082739684305506+0j),(0.9165666158703568-0.003885299986657531j),(1.092476544847876-0.23459810611975465j)
(1258.9254117941662+0j),(1.01017983062306+0j),(-0.13857697997053933+0j),(0.9135826116120825-0.009926126114645795j),(1.1101783096434334-0.2884385851553509j)
(1000+0j),(1.020680436138984+0j),(-0.17243936976774615+0j),(0.9109286856539104-0.018064769304166887j),(1.135894838742882-0.3532972881119718j)
(794.3282347242813+0j),(1.0367063070143754+0j),(-0.21302211972469268+0j),(0.9091148759748591-0.028819557524613522j),(1.1729791443895636-0.4298426149645671j)
(630.957344480193+0j),(1.0605154449440397+0j),(-0.26044376070944053+0j),(0.9089746460147584-0.0426613825619829j),(1.2255052990857047-0.5176824722311385j)
(501.187233627272+0j),(1.094721422649764+0j),(-0.313972041532408+0j),(0.9117374808254307-0.059805828186959856j),(1.297873034199577-0.6147939940799134j)
(398.10717055349687+0j),(1.1418923300899328+0j),(-0.37168265180006976+0j),(0.9189589968701176-0.07989130454903266j),(1.393995310188387-0.7171016500330556j)
(316.227766016838+0j),(1.2038723694259006+0j),(-0.4303463733239796+0j),(0.932178145674679-0.1016589933321278j),(1.516128545206569-0.8185351194700814j)
(251.18864315095797+0j),(1.2809953494889874+0j),(-0.485779798703417+0j),(0.95228766860466-0.12289202405277037j),(1.6636910313945004-0.9118677620195127j)
(199.5262314968879+0j),(1.3715621823696458+0j),(-0.5337331935530538+0j),(0.9788680273242198-0.1408686973548382j),(1.8326660919163524-0.9903377541126451j)
(158.48931924611125+0j),(1.4719713909439318+0j),(-0.5710578768528484+0j),(1.0099456517152545-0.15330010347305056j),(2.016135509490627-1.0495515153730928j)
(125.89254117941664+0j),(1.577603691825172+0j),(-0.5966245395612074+0j),(1.042503427508336-0.1593025334430113j),(2.205991788185682-1.088800980381393j)
(100+0j),(1.684126342125013+0j),(-0.6115168753297962+0j),(1.0735879338285976-0.15979918375232502j),(2.395185272777246-1.111083134232952j)
(79.43282347242804+0j),(1.788637257822427+0j),(-0.6184044631037977+0j),(1.1014207464457892-0.15706934500485892j),(2.5795216563746504-1.1217853172340546j)
(63.09573444801929+0j),(1.8901923190049872+0j),(-0.6204135278127003+0j),(1.125923374990026-0.15370622820894603j),(2.758328037689303-1.1266739134934731j)
