freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9995702272225756+0j),(0.000894872330590709+0j),(0.9954499646894045+0.0023784570079955214j),(1.003878598508323+0.00042656502065643864j)
(794328.2347242822+0j),(0.9996627816785966+0j),(0.0005347335353137362+0j),(0.9950583419827921+0.002689998717364422j),(1.0045423506429532-0.0008882740987095417j)
(630957.344480193+0j),(0.9997650903587717+0j),(0.0002438542759136719+0j),(0.9945987604410375+0.0029838663538151048j),(1.0052923678630976-0.001967450589257359j)
(501187.2336272725+0j),(0.9998713488886685+0j),(9.910204791309309e-06+0j),(0.9940789912779108+0.0032494271778246812j),(1.0061004941161251-0.0028386456119647973j)
(398107.17055349686+0j),(0.9999758095152919+0j),(-0.00018006454839720402+0j),(0.9935081613518768+0.0034793315418581534j),(1.0069393890111085-0.003535428827272474j)
(316227.7660168379+0j),(1.0000743432579362+0j),(-0.00033982500663541485+0j),(0.9928954798825589+0.003668561520961453j),(1.0077884490782365-0.004095168804075996j)
(251188.6431509582+0j),(1.0001654774092104+0j),(-0.0004832355714233826+0j),(0.9922499942933712+0.0038134596593830464j),(1.0086360679053974-0.004554913805455905j)
(199526.2314968879+0j),(1.0002506510823383+0j),(-0.0006232475514485122+0j),(0.9915808552417275+0.003911241182916857j),(1.0094787144366297-0.004947823409506612j)
(158489.3192461114+0j),(1.0003337618588017+0j),(-0.0007710132297953212+0j),(0.9908975485451644+0.0039600851615275885j),(1.0103184443082012-0.005301414327985134j)
(125892.5411794166+0j),(1.0004202888977465+0j),(-0.0009354387356189066+0j),(0.9902097573408114+0.003959466985574938j),(1.0111603850822082-0.005637604334747784j)
(100000+0j),(1.0005162921918982+0j),(-0.0011231918582813609+0j),(0.9895267719070018+0.003910391927346461j),(1.0120109450757184-0.005973579308451785j)
(79432.82347242821+0j),(1.0006274841174547+0j),(-0.0013391444878134559+0j),(0.9888566680586984+0.0038152196989988275j),(1.012876671269689-0.006322952338759158j)
(63095.7344480193+0j),(1.0007584972106618+0j),(-0.0015871641997613484+0j),(0.9882056309806004+0.003676963915203597j),(1.013763420716953-0.006696957520039277j)
(50118.72336272724+0j),(1.0009124636144795+0j),(-0.0018711632516422057+0j),(0.9875776315820357+0.0034983876441434143j),(1.0146757704843565-0.007105722186011231j)
(39810.71705534969+0j),(1.0010910000680784+0j),(-0.002196324859824013+0j),(0.9869743979155644+0.0032809937780362876j),(1.0156168251616235-0.007559918118593474j)
(31622.776601683792+0j),(1.0012946221165586+0j),(-0.0025702971687993318+0j),(0.9863956301183487+0.0030239230047330685j),(1.016588523882603-0.008072287478985049j)
(25118.864315095827+0j),(1.0015235279205794+0j),(-0.003004205261576024+0j),(0.9858396318405345+0.0027227513288318444j),(1.017592403705771-0.008659071225352453j)
(19952.623149688792+0j),(1.0017786217353144+0j),(-0.003513339227978074+0j),(0.9853045500987593+0.0023684670628527776j),(1.018630706474726-0.009341138745497477j)
(15848.93192461114+0j),(1.0020625969137136+0j),(-0.004117482190367179+0j),(0.9847900598092282+0.0019471024939431935j),(1.0197076447322095-0.010144595938322235j)
(12589.254117941662+0j),(1.002380887617137+0j),(-0.004840910851850387+0j),(0.9842989667402708+0.0014402136765878642j),(1.0208305597166092-0.01110104626744278j)
(10000+0j),(1.0027423285146155+0j),(-0.005712218065191049+0j),(0.9838381902251679+0.0008260029295631193j),(1.0220107428892642-0.012247623675641571j)
(7943.282347242814+0j),(1.003159411223951+0j),(-0.006764167653086402+0j),(0.9834188436202448+8.049926006917433e-05j),(1.0232638438544452-0.013627107291457599j)
(6309.57344480193+0j),(1.0036481245713664+0j),(-0.008033849041281647+0j),(0.9830554595465909-0.0008216426482051006j),(1.0246099355677452-0.015288401409842856j)
(5011.8723362727205+0j),(1.0042275594567807+0j),(-0.009563460468925377+0j),(0.9827647143672303-0.001907269703935238j),(1.0260734381229621-0.017287598268996063j)
(3981.0717055349687+0j),(1.0049196549463375+0j),(-0.011401883195745827+0j),(0.9825641668681611-0.003205926319082097j),(1.0276832038782069-0.019689766166321798j)
