freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0033857515814415+0j),(0.001636079911959075+0j),(0.9926683546452733+0.002733486665066673j),(1.0144304655378378+0.0018612374829473648j)
(794328.2347242822+0j),(1.0034719087975228+0j),(0.0011281541510436966+0j),(0.9922253704367532+0.0030709140787197877j),(1.0151581449430436+9.849792540343912e-05j)
(630957.344480193+0j),(1.0035740758976848+0j),(0.0007164851551495315+0j),(0.9917119549055323+0.003387234356487194j),(1.0159929873430615-0.0013520132583719714j)
(501187.2336272725+0j),(1.003689710221525+0j),(0.0003859217118790661+0j),(0.9911406641271454+0.00367290456153219j),(1.016909230949647-0.002527531531707362j)
(398107.17055349686+0j),(1.0038152220504135+0j),(0.0001238969519821669+0j),(0.9905248446069129+0.003924469507610646j),(1.0178793009455906-0.00346636368503718j)
(316227.7660168379+0j),(1.0039466989607246+0j),(-8.05604566106541e-05+0j),(0.989876214656187+0.004143014469278034j),(1.0188792477244488-0.004208015414785492j)
(251188.6431509582+0j),(1.0040805553955794+0j),(-0.00023723270103297205+0j),(0.98920409340821+0.004332249101111901j),(1.0198916948888823-0.0047909689534712235j)
(199526.2314968879+0j),(1.0042138838849357+0j),(-0.0003547381530014887+0j),(0.9885156356861995+0.004497181148904024j),(1.0209061671037634-0.005249955564837908j)
(158489.3192461114+0j),(1.0043444303677205+0j),(-0.00044028818570754076+0j),(0.9878162877394182+0.0046437300184716404j),(1.0219174382257172-0.00561387133866678j)
(125892.5411794166+0j),(1.004470276558272+0j),(-0.000499688363830571+0j),(0.9871100161475832+0.004778919002849784j),(1.022922974782508-0.005905564791305164j)
(100000+0j),(1.0045894071495705+0j),(-0.0005386890117399742+0j),(0.9863990922064263+0.004909604747716958j),(1.0239205906791644-0.006144388418159841j)
(79432.82347242821+0j),(1.004699347200383+0j),(-0.000561333311624988+0j),(0.9856834274301264+0.005044780501681225j),(1.0249070479866678-0.006345264324170322j)
(63095.7344480193+0j),(1.004797011605336+0j),(-0.0005725720376587205+0j),(0.9849598963716583+0.005192320204201748j),(1.025877789331948-0.006523662894041304j)
(50118.72336272724+0j),(1.0048788560155346+0j),(-0.0005788473892623079+0j),(0.9842224409680046+0.005357198693285091j),(1.0268275637235136-0.006696818782406504j)
(39810.71705534969+0j),(1.0049413511292484+0j),(-0.0005855151518459208+0j),(0.9834634763693577+0.0055437673291213446j),(1.0277515204655747-0.006880751441449579j)
