freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0009528459511514+0j),(-0.00041608452059764675+0j),(0.9899611474948002+0.0008578917898043141j),(1.0130970183550454-0.000498066962393278j)
(794328.2347242822+0j),(1.0013600828671188+0j),(-0.0015017782990745469+0j),(0.989754185695001+0.000830371005884187j),(1.0142382933122085-0.003080257740016125j)
(630957.344480193+0j),(1.00186023919779+0j),(-0.0025046044816374124+0j),(0.9895332100414097+0.0007543999642885274j),(1.015590675381298-0.0053571303033366525j)
(501187.2336272725+0j),(1.0024518258797055+0j),(-0.0034395621766765876+0j),(0.9893130560564114+0.0006223956068229946j),(1.0171312690066958-0.007366360667437439j)
(398107.17055349686+0j),(1.003129424864813+0j),(-0.004321124986999483+0j),(0.989107784063032+0.0004318579412919476j),(1.0188306827846898-0.009147886074487537j)
(316227.7660168379+0j),(1.0038858263288974+0j),(-0.005165563628358582+0j),(0.9889282989311893+0.0001832562084113632j),(1.0206596801838919-0.010746404684197845j)
(251188.6431509582+0j),(1.004714273152763+0j),(-0.005992055812312585+0j),(0.9887817171507047-0.000122841684441269j),(1.0225939501782222-0.01221120458017478j)
(199526.2314968879+0j),(1.005610433594141+0j),(-0.0068228741704122325+0j),(0.9886723019241095-0.00048823050601181896j),(1.0246171530363375-0.013594899439436025j)
(158489.3192461114+0j),(1.0065739438643881+0j),(-0.007682947868585199+0j),(0.9886033252197243-0.0009186075737043797j),(1.0267227081426522-0.01495166267187083j)
(125892.5411794166+0j),(1.007609503472571+0j),(-0.008599063438933236+0j),(0.9885792753346938-0.0014239884701672757j),(1.0289144978313993-0.01633526490430438j)
(100000+0j),(1.0087275717373005+0j),(-0.009598804240527177+0j),(0.9886079749620841-0.0020180637120968234j),(1.0312066894005882-0.017797279231748862j)
(79432.82347242821+0j),(1.009944685029752+0j),(-0.010709305690577983+0j),(0.9887021728489849-0.002716568655509913j),(1.0336230675233276-0.01938559201295864j)
(63095.7344480193+0j),(1.01128330153424+0j),(-0.011955872409268656+0j),(0.9888801461129311-0.003535083628479814j),(1.0361961028815314-0.021143161578029406j)
(50118.72336272724+0j),(1.0127709890008532+0j),(-0.01336052021405067+0j),(0.9891650089612529-0.0044866768987957325j),(1.0389656224851866-0.023106640767625274j)
(39810.71705534969+0j),(1.014438838598386+0j),(-0.014940891117784278+0j),(0.9895828192695845-0.005580233972757945j),(1.0419768247514194-0.025305329449255905j)
(31622.776601683792+0j),(1.0163192288754177+0j),(-0.016709921687839146+0j),(0.9901600497904789-0.006820227357051456j),(1.045277501630504-0.027760694670969296j)
(25118.864315095827+0j),(1.018443318774268+0j),(-0.018676500859319142+0j),(0.9909212462967888-0.00820746110038979j),(1.0489145200925234-0.030486534473612967j)
(19952.623149688792+0j),(1.020838743723693+0j),(-0.020847264133382684+0j),(0.9918874439514236-0.009740828003516678j),(1.0529298654881722-0.033490891012247406j)
(15848.93192461114+0j),(1.023527930452516+0j),(-0.02322951993606961+0j),(0.9930752672766823-0.011419344296637778j),(1.0573568795154586-0.03677993962642348j)
(12589.254117941662+0j),(1.026527394235274+0j),(-0.025835090811234425+0j),(0.9944962948048526-0.013244390471049857j),(1.0622177156359778-0.04036420394952976j)
(10000+0j),(1.0298484388349902+0j),(-0.028684840533890383+0j),(0.9961567263720389-0.015222700615820362j),(1.0675233808542952-0.04426669827681884j)
(7943.282347242814+0j),(1.0334997489259794+0j),(-0.031813423647561095+0j),(0.998058215251803-0.017370460876019612j),(1.0732776691887516-0.048531739242138314j)
(6309.57344480193+0j),(1.0374922022028876+0j),(-0.035273349072329485+0j),(1.0002010642794588-0.019717820721900727j),(1.079485373186539-0.05323214882744862j)
(5011.8723362727205+0j),(1.0418456488997605+0j),(-0.039137118852027315+0j),(1.0025902696227313-0.022312044286198977j),(1.0861635480395948-0.05847252631857025j)
(3981.0717055349687+0j),(1.0465965631737222+0j),(-0.043496373402795774+0j),(1.0052432806237552-0.02521733211621306j),(1.0933533094379693-0.06438745675906346j)
(3162.2776601683795+0j),(1.0518048879108397+0j),(-0.048457782502974646+0j),(1.0081970937652596-0.028510723860712857j),(1.1011296185591948-0.07113523475382638j)
(2511.8864315095802+0j),(1.0575585216777794+0j),(-0.054136452397043365+0j),(1.011512736317686-0.03227527942643196j),(1.109607500850675-0.07888868974659391j)
(1995.2623149688789+0j),(1.0639746147103883+0j),(-0.060648261701259115+0j),(1.015276713787078-0.036592188663211664j),(1.1189440181580113-0.08782477594075724j)
(1584.8931924611124+0j),(1.0711976186480272+0j),(-0.06810261832264564+0j),(1.0195995887097222-0.04153257503476262j),(1.1293356804137673-0.09811467727442241j)
(1258.9254117941662+0j),(1.0793945731482901+0j),(-0.07659697428564667+0j),(1.0246110915137405-0.04714959703464664j),(1.1410116124169194-0.1099166427164107j)
(1000+0j),(1.0887485942906927+0j),(-0.08621431240798305+0j),(1.030451071845756-0.05347294622469208j),(1.1542241518575878-0.12337390720568094j)
(794.3282347242813+0j),(1.09945222691582+0j),(-0.09702458290219138+0j),(1.0372578029304371-0.06050901331913308j),(1.1692401795401421-0.1386191865310109j)
(630.957344480193+0j),(1.1117031512037021+0j),(-0.10909033645094438+0j),(1.045158121814096-0.06824838667634897j),(1.1863375513551315-0.15578526514623003j)
(501.187233627272+0j),(1.1257052606624125+0j),(-0.12247541919528321+0j),(1.0542644824288427-0.07667849887647815j),(1.2058108318566383-0.175018701864741j)
(398.10717055349687+0j),(1.1416779569838271+0j),(-0.13725379252050607+0j),(1.0646814082889728-0.08579631888331307j),(1.2279891695506562-0.1964916405756275j)
(316.227766016838+0j),(1.1598754977611465+0j),(-0.15351360961392835+0j),(1.0765205337797572-0.09561602581860405j),(1.253267651212342-0.22040539123505826j)
(251.18864315095797+0j),(1.1806162334120576+0j),(-0.17134975612543107+0j),(1.0899221742080065-0.10616818193777969j),(1.2821521400992342-0.24697736839653456j)
(199.5262314968879+0j),(1.2043180282331112+0j),(-0.190836449020496+0j),(1.1050817653167233-0.11748685000326416j),(1.3153138001631297-0.27639920133189827j)
(158.48931924611125+0j),(1.2315304711799655+0j),(-0.21197137615068878+0j),(1.122277984064084-0.12957865949940728j),(1.353640161115981-0.308751782184595j)
(125.89254117941664+0j),(1.2629470828499598+0j),(-0.23458638024554274+0j),(1.141893369857033-0.14236643777848937j),(1.3982566602180682-0.34386869033763345j)
(100+0j),(1.2993737125065938+0j),(-0.2582288721663534+0j),(1.1644094014738224-0.15560424160818548j),(1.4504822658028944-0.38115494991475934j)
(79.43282347242804+0j),(1.3416266035628155+0j),(-0.28203427291123284+0j),(1.190350445034741-0.16877296377371254j),(1.511681028621167-0.4193924308241884j)
(63.09573444801929+0j),(1.3903416128057062+0j),(-0.30463165156984434+0j),(1.2201512690696297-0.18098731383715344j),(1.582985537676511-0.4565927531816486j)
(50.11872336272725+0j),(1.4457020983840367+0j),(-0.3241447058858651+0j),(1.2539417846455003-0.19097150541994706j),(1.6649048411137115-0.4899816341980635j)
(39.81071705534969+0j),(1.507137887163033+0j),(-0.3383525476039879+0j),(1.2912886089037667-0.19717428256234237j),(1.7568837620910718-0.5161982884542395j)
(31.622776601683796+0j),(1.5730979793642033+0j),(-0.34504232867547535+0j),(1.3309939622900704-0.19806626490670678j),(1.8569383625988554-0.5317595016077612j)
(25.118864315095767+0j),(1.6410270840031984+0j),(-0.34251273274238125+0j),(1.3710885171465432-0.1925808203241272j),(1.9615380234821327-0.5337628363879625j)
(19.95262314968879+0j),(1.707646455566901+0j),(-0.3300912252613285+0j),(1.4091180494148012-0.1805502928183713j),(2.0659033275858145-0.5206785177323004j)
(15.848931924611108+0j),(1.7695323283253084+0j),(-0.30845794554096884+0j),(1.4426951973801263-0.16292126590340203j),(2.1647761179930614-0.4929415102840299j)
(12.589254117941664+0j),(1.8238286139296886+0j),(-0.2795945024644372+0j),(1.470116898470425-0.14158623175771673j),(2.253479916076416-0.45302868488794534j)
(10+0j),(1.8688204907037573+0j),(-0.24632879390598877+0j),(1.4907595093384258-0.11886169760869908j),(2.3288673895522756-0.4049031255472434j)
(7.943282347242805+0j),(1.9041376450251188+0j),(-0.21165369900446268+0j),(1.505066037191927-0.09685734088317896j),(2.3897625885578853-0.35304311801401567j)
(6.30957344480193+0j),(1.9305476133481387+0j),(-0.17810692368644987+0j),(1.514182699847706-0.07703458022512359j),(2.4367831911664024-0.3014822206376557j)
(5.011872336272715+0j),(1.9495013928184328+0j),(-0.14742684163066425+0j),(1.5194845191002597-0.06009688882048542j),(2.471746928613312-0.25320646594258045j)
(3.981071705534969+0j),(1.962661893194591+0j),(-0.12051902012866764+0j),(1.5222158878125187-0.046141606388031456j),(2.496990242222118-0.20999702948726323j)
(3.1622776601683795+0j),(1.971570575706291+0j),(-0.09762625288915168+0j),(1.5233278100431338-0.034906290004500275j),(2.514838017663896-0.17259490469883404j)
(2.5118864315095766+0j),(1.9774872345372376+0j),(-0.07856316453055698+0j),(1.5234686402228501-0.025980820660371228j),(2.5273022958363223-0.14100237227272713j)
(1.9952623149688788+0j),(1.9813598981386504+0j),(-0.06292214857804534+0j),(1.5230472651174725-0.018939404447765838j),(2.535974798087645-0.11478232508396402j)
(1.584893192461111+0j),(1.9838634896766745+0j),(-0.050216529092157826+0j),(1.5223088199060268-0.01340234597207621j),(2.5420394746205877-0.09328980274008643j)
(1.2589254117941662+0j),(1.9854610284696528+0j),(-0.039964283048150924+0j),(1.5213959087942561-0.009054519550361819j),(2.546339646024008-0.07582395625871692j)
(1+0j),(1.9864626540598767+0j),(-0.03172911675813237+0j),(1.520390118432689-0.005643312228530717j),(2.549457960732002-0.061714515144219675j)
(0.7943282347242805+0j),(1.9870732434142497+0j),(-0.025135525305054647+0j),(1.5193376783686163-0.002969440030711182j),(2.5517886534326752-0.05036321667092683j)
(0.6309573444801929+0j),(1.9874274356775765+0j),(-0.019869823171854154+0j),(1.5182646094033525-0.0008767189696531621j),(2.553595118979514-0.041257771816650315j)
(0.5011872336272715+0j),(1.9876139717316477+0j),(-0.015674561091485607+0j),(1.5171853980526857+0.0007570265605312856j),(2.555052579620317-0.0339707411751992j)
(0.3981071705534969+0j),(1.987691938903538+0j),(-0.012340527922412657+0j),(1.5161078389665186+0.0020272431815331394j),(2.5562782105472333-0.02815109005792695j)
(0.31622776601683794+0j),(1.987701290286632+0j),(-0.009698532042355941+0j),(1.5150358712238654+0.0030081334808546153j),(2.55735156617725-0.0235129021266988j)
(0.2511886431509577+0j),(1.9876695227390444+0j),(-0.007611959614017626+0j),(1.5139715644345804+0.003756859754755575j),(2.5583278134760308-0.019823795055558778j)
(0.1995262314968879+0j),(1.987615863230364+0j),(-0.005970433307880798+0j),(1.512916638494358+0.004317113394098491j),(2.5592458383373335-0.016894448758611666j)
(0.1584893192461111+0j),(1.9875538474947247+0j),(-0.004684587088088289+0j),(1.5118733700472888+0.004722363496632171j),(2.560132961839623-0.014569938262598j)
(0.12589254117941662+0j),(1.987492872976934+0j),(-0.0036818891875604496+0j),(1.5108447542635999+0.004998582538688547j),(2.56100770473081-0.012723013610517147j)
(0.1+0j),(1.987439154665604+0j),(-0.002903402372797112+0j),(1.5098341766452175+0.0051661260736981j),(2.5618816329182117-0.011248972002316327j)
(0.07943282347242805+0j),(1.9873964006030063+0j),(-0.002301303997810749+0j),(1.5088451390519624+0.00524076787671909j),(2.5627607823146774-0.010061593553680304j)
(0.0630957344480193+0j),(1.9873663884334345+0j),(-0.0018369460878975364+0j),(1.5078814327625962+0.005234304794275713j),(2.563646689318602-0.009089740171610171j)
(0.05011872336272714+0j),(1.9873494870399449+0j),(-0.0014792543465579247+0j),(1.50694765592718+0.0051553070321910125j),(2.564536935136128-0.008274605044014387j)
(0.039810717055349686+0j),(1.9873450824272436+0j),(-0.00120334575585513+0j),(1.5060496086795498+0.005010192341095258j),(2.5654253549770667-0.007567722537051071j)
(0.031622776601683784+0j),(1.9873518606292921+0j),(-0.0009893505219633171+0j),(1.5051942546080594+0.0048043069087353295j),(2.5663022319442983-0.006929743967267657j)
(0.02511886431509577+0j),(1.9873679499679615+0j),(-0.0008214683403839813+0j),(1.5043894614249906+0.004542639038685803j),(2.5671545844841024-0.006329678439687022j)
(0.019952623149688792+0j),(1.9873909888375374+0j),(-0.0006872874727902338+0j),(1.5036439827225572+0.004230323880874499j),(2.567966458056685-0.005744596187939015j)
(0.01584893192461111+0j),(1.9874182286995095+0j),(-0.0005773505347743118+0j),(1.5029676626032096+0.0038735518052332094j),(2.568719481893805-0.005160108707200803j)
(0.01258925411794166+0j),(1.9874467715253528+0j),(-0.000484869475504873+0j),(1.5023710516673725+0.0034812025624649558j),(2.5693945034163117-0.004571436696189729j)
(0.01+0j),(1.987473956115067+0j),(-0.0004054218128221436+0j),(1.5018635363763069+0.0030663936753970262j),(2.569974875147753-0.003983898630320617j)
