freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9974545817808387+0j),(0.00246344071156792+0j),(0.9881648367163702+0.005334952646553224j),(1.0057360372283555+0.0017814433162650295j)
(794328.2347242822+0j),(0.997671740038427+0j),(0.0015352700086349333+0j),(0.9873498413074715+0.005940185028224028j),(1.0070454046740205-0.0012105119295976242j)
(630957.344480193+0j),(0.997923165618692+0j),(0.000782500195961321+0j),(0.9864233751209844+0.006521369576479633j),(1.0085391665136094-0.003713935076860342j)
(501187.2336272725+0j),(0.9981990436047118+0j),(0.00017894410279575054+0j),(0.9854119499072828+0.0070706296785289j),(1.010169198127209-0.005796107803969876j)
(398107.17055349686+0j),(0.9984866087360728+0j),(-0.0002968926702257372+0j),(0.984339149634274+0.007597701600577015j),(1.0118848597840797-0.007524202274832347j)
(316227.7660168379+0j),(0.9987718381405674+0j),(-0.0006681326162292139+0j),(0.9832201210622236+0.008119341523490984j),(1.0136413946674776-0.008975864716511026j)
(251188.6431509582+0j),(0.9990408680399968+0j),(-0.0009586046340239619+0j),(0.9820600271982884+0.008657267514638797j),(1.0154040312180905-0.010230761855898728j)
(199526.2314968879+0j),(0.9992810233740094+0j),(-0.0011937056370127904+0j),(0.9808554854859252+0.009232345661397662j),(1.017149006395777-0.01136928034815978j)
(158489.3192461114+0j),(0.9994815490534361+0j),(-0.001400981870505288+0j),(0.9795974717853501+0.009862199122777075j),(1.0188627562546375-0.012471552071562884j)
(125892.5411794166+0j),(0.9996341915620003+0j),(-0.001610705360646416+0j),(0.9782745202242668+0.010560009916919763j),(1.0205399318000377-0.013616754883571315j)
(100000+0j),(0.9997337516691582+0j),(-0.0018569113271531784+0j),(0.9768756020690719+0.011335129295080015j),(1.0221809106805868-0.014886014168581542j)
(79432.82347242821+0j),(0.9997786100532242+0j),(-0.00217660767643928+0j),(0.9753926113564426+0.012195545166410759j),(1.0237895449117442-0.01636290880136978j)
(63095.7344480193+0j),(0.9997710928376236+0j),(-0.0026110700427674463+0j),(0.973822645494523+0.013149456540492016j),(1.0253714298832146-0.018139097832394965j)
(50118.72336272724+0j),(0.9997175109894761+0j),(-0.003206176656592352+0j),(0.9721699042792995+0.014208142898464376j),(1.026932597733985-0.02031959869654839j)
(39810.71705534969+0j),(0.9996278078793269+0j),(-0.0040111272212356355+0j),(0.9704463699254966+0.01539432590301378j),(1.0284788868610402-0.023025887200230518j)
(31622.776601683792+0j),(0.9995149026637405+0j),(-0.005083239580101362+0j),(0.9686704128192026+0.016743386490728825j),(1.0300166686337384-0.026410301365186174j)
(25118.864315095827+0j),(0.9993938915333097+0j),(-0.006488046904682271+0j),(0.9668634002600793+0.018311651516922364j),(1.0315551074422746-0.03066135410483589j)
(19952.623149688792+0j),(0.9992812365461408+0j),(-0.008302237172820994+0j),(0.9650453860142871+0.020179762886799478j),(1.0331091529423393-0.03601292285088099j)
(15848.93192461114+0j),(0.9991940932474787+0j),(-0.0106181829628949+0j),(0.9632310027816928+0.022455510086754747j),(1.0347024424303966-0.042755165443132966j)
(12589.254117941662+0j),(0.9991501074486286+0j),(-0.013549685514309772+0j),(0.9614257482929892+0.025277271114669708j),(1.036370392949462-0.05124799562944425j)
(10000+0j),(0.9991681929716713+0j),(-0.01723948749218043+0j),(0.9596219230407789+0.028818276968855583j),(1.0381647574336477-0.06193869578038372j)
(7943.282347242814+0j),(0.9992708443206391+0j),(-0.021868573319726903+0j),(0.9577935163610554+0.033291518178284955j),(1.0401611779030304-0.07538424796279963j)
(6309.57344480193+0j),(0.9994885769964118+0j),(-0.027667351338935497+0j),(0.9558901124298617+0.03895493638904954j),(1.042471438302821-0.09227909672028702j)
(5011.8723362727205+0j),(0.9998673424832955+0j),(-0.034928887145205964+0j),(0.9538300177789231+0.0461175004642244j),(1.045263085424025-0.11348935626099065j)
(3981.0717055349687+0j),(1.0004803161567466+0j),(-0.04402434979689454+0j),(0.9514914986110267+0.055147464095531507j),(1.0487911311678666-0.1400942174765624j)
(3162.2776601683795+0j),(1.0014463226583774+0j),(-0.05542053219641463+0j),(0.9486991032484272+0.06648323184508965j),(1.0534492669807267-0.17343361955655776j)
(2511.8864315095802+0j),(1.0029583915217581+0j),(-0.06969849837185634+0j),(0.9452009640485172+0.08064487537657047j),(1.0598508451309019-0.21515782430374883j)
(1995.2623149688789+0j),(1.0053275087409586+0j),(-0.08757063001160457+0j),(0.9406333467616841+0.0982413511701491j),(1.0689526986106501-0.2672689691649228j)
(1584.8931924611124+0j),(1.0090482968259107+0j),(-0.10988987989851012+0j),(0.9344703647265019+0.11996546135831583j),(1.0822375521457912-0.33213539509792583j)
(1258.9254117941662+0j),(1.0148943175802982+0j),(-0.13763872305396024+0j),(0.9259598028721715+0.14656526649967933j),(1.1019712463105895-0.4124431498340325j)
(1000+0j),(1.0240486385634495+0j),(-0.171874501475114+0j),(0.9140520434938881+0.178776808992113j),(1.131542093902827-0.5110216481453256j)
(794.3282347242813+0j),(1.0382646043731405+0j),(-0.21359169997894598+0j),(0.8973416338207452+0.2172010605217468j),(1.1758556502881043-0.6304426945246222j)
(630.957344480193+0j),(1.0600218738307279+0j),(-0.26344424209544337+0j),(0.8740618431580559+0.26211676211581j),(1.241674710816708-0.7722608080423898j)
(501.187233627272+0j),(1.092580854905347+0j),(-0.32127031727384225+0j),(0.8421918413022922+0.3132547062353497j),(1.3376417177358375-0.9357896401292721j)
(398.10717055349687+0j),(1.139746306018243+0j),(-0.3854222562814399+0j),(0.7997217957107623+0.369622556080357j),(1.4735278771601714-1.1164938395281494j)
(316.227766016838+0j),(1.2050871401038579+0j),(-0.45208548386178476+0j),(0.7450299137495613+0.4295224257340642j),(1.6581838840312078-1.3045227533859902j)
(251.18864315095797+0j),(1.2904846645841195+0j),(-0.5150713965922481+0j),(0.67717219546352+0.49084200536657363j),(1.896069747845854-1.4845409600545498j)
(199.5262314968879+0j),(1.3943726273843695+0j),(-0.5667600119121778+0j),(0.5958370616523772+0.5514582852239579j),(2.183398328126483-1.6382528251197233j)
(158.48931924611125+0j),(1.5107353244993722+0j),(-0.600482973591876+0j),(0.5009817968521617+0.609368415617191j),(2.5063302918410466-1.749939556905736j)
(125.89254117941664+0j),(1.6300890868679334+0j),(-0.6135194894531286+0j),(0.39258100237736937+0.6623471992335712j),(2.8436473530990893-1.8128630264934658j)
(100+0j),(1.7426012720769735+0j),(-0.6088941839048809+0j),(0.2709127659495236+0.7074680376858489j),(3.173738109870343-1.8326108718775684j)
(79.43282347242804+0j),(1.8418594244170416+0j),(-0.5945854790412737+0j),(0.13728440978747103+0.7410448112091417j),(3.482372528633665-1.8248435297952157j)
(63.09573444801929+0j),(1.9272386551307832+0j),(-0.5804329174246066+0j),(-0.005288895079984535+0.7592050017092495j),(3.7670728604601336-1.8086095554046422j)
(50.11872336272725+0j),(2.0038173274800597+0j),(-0.5743472074023427+0j),(-0.1518708724320884+0.7589119473272972j),(4.036396420070497-1.7987985427749735j)
(39.81071705534969+0j),(2.080155558700313+0j),(-0.579421641882677+0j),(-0.2960816472524542+0.7390874452091207j),(4.305221528147586-1.8008057706253828j)
(31.622776601683796+0j),(2.1649164725586454+0j),(-0.592825628950886+0j),(-0.43128977555383763+0.7013649706589193j),(4.588144549018365-1.8088011264221193j)
(25.118864315095767+0j),(2.2634170857036944+0j),(-0.6067656733787488+0j),(-0.5521911164178603+0.6499902308965589j),(4.893011764368576-1.8078861374459594j)
(19.95262314968879+0j),(2.375261424518868+0j),(-0.6113404023196547+0j),(-0.6560933365443313+0.5906993307343006j),(5.216635496573732-1.779714924390314j)
(15.848931924611108+0j),(2.4941545457926595+0j),(-0.598406019420348+0j),(-0.7432010529003675+0.5289819867639611j),(5.544682948805291-1.7099158751982884j)
(12.589254117941664+0j),(2.6102569928066437+0j),(-0.5647671724262939+0j),(-0.8156850897930515+0.4686281182824685j),(5.856388988582899-1.5941527078019035j)
(10+0j),(2.7139931059612814+0j),(-0.5130317401203432+0j),(-0.8761368083601777+0.41137492568748546j),(6.132039144446329-1.4396785245590904j)
(7.943282347242805+0j),(2.799223678527194+0j),(-0.449838639783897+0j),(-0.926456170710706+0.3576572214842951j),(6.359247120570119-1.2617868886556436j)
(6.30957344480193+0j),(2.8642804836977844+0j),(-0.38285481747566963+0j),(-0.9677282855164925+0.30763078074777417j),(6.535084946847028-1.0777724764553387j)
(5.011872336272715+0j),(2.9109985814718153+0j),(-0.3183570293525443+0j),(-1.0007296677006887+0.2616799007384323j),(6.664198595292371-0.9019202400012092j)
(3.981071705534969+0j),(2.9429586545818944+0j),(-0.26024692478688866+0j),(-1.0263828164532995+0.22033035257151695j),(6.7551873605368975-0.7433064279952795j)
(3.1622776601683795+0j),(2.9640146274231043+0j),(-0.21023131404914325+0j),(-1.0458521367046663+0.18396205626833945j),(6.81741271070261-0.6060330029316388j)
