freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9973415119130942+0j),(0.0006652919591675136+0j),(0.9906580754815328+0.001968480652952564j),(1.004189875406539+0.00024563069823161244j)
(794328.2347242822+0j),(0.9975110024540802+0j),(-3.685573619491788e-05+0j),(0.9902952524822949+0.002116990555800273j),(1.0049660883493172-0.0016379295109744888j)
(630957.344480193+0j),(0.9977140701904509+0j),(-0.0006720457497390374+0j),(0.9898811507811544+0.0022237877411088207j),(1.0058739453041532-0.0032855819136225787j)
(501187.2336272725+0j),(0.9979481272599557+0j),(-0.0012609839474109915+0j),(0.9894302146441428+0.0022756342439723813j),(1.0068921227871952-0.004734224964939897j)
(398107.17055349686+0j),(0.998209856650063+0j),(-0.0018243240546646157+0j),(0.9889575215812346+0.0022649059505649052j),(1.0079960570419904-0.006024403183966771j)
(316227.7660168379+0j),(0.9984966005010578+0j),(-0.0023837182189653857+0j),(0.988476066916179+0.002187698470223799j),(1.0091635826564915-0.00720173844408566j)
(251188.6431509582+0j),(0.9988073946135211+0j),(-0.002962165061075405+0j),(0.9879958675617342+0.002041151409835373j),(1.0103785954726607-0.008315932468699518j)
(199526.2314968879+0j),(0.9991434816654151+0j),(-0.00358407373554349+0j),(0.98752450709432+0.0018212242529997125j),(1.0116326711362562-0.009418991684641081j)
(158489.3192461114+0j),(0.9995084023338692+0j),(-0.004275424196321121+0j),(0.9870682772783058+0.0015215042988267302j),(1.012925069939193-0.010563832225137713j)
(125892.5411794166+0j),(0.9999078799530986+0j),(-0.005064228096828386+0j),(0.9866332232354585+0.0011327430881228496j),(1.0142616676516072-0.011803632986997364j)
(100000+0j),(1.0003497071200185+0j),(-0.005981312614792625+0j),(0.9862257174142204+0.0006427795623246523j),(1.0156535220462923-0.013192451352495055j)
(79432.82347242821+0j),(1.0008437843672728+0j),(-0.007061426803021897+0j),(0.9858525049444627+3.6347029903989186e-05j),(1.01711579123907-0.014786905674999636j)
(63095.7344480193+0j),(1.0014024058172706+0j),(-0.008344599324929383+0j),(0.9855204951461589-0.0007056782736706514j),(1.0186673708435838-0.016648547888105623j)
(50118.72336272724+0j),(1.0020408572777748+0j),(-0.009877695323169417+0j),(0.985236769562431-0.0016076601120770162j),(1.020331273174215-0.018846564957026454j)
(39810.71705534969+0j),(1.00277838335313+0j),(-0.011716119900449878+0j),(0.9850091871100306-0.002701013923864174j),(1.0221357402997435-0.02146070365034413j)
(31622.776601683792+0j),(1.0036395674793008+0j),(-0.013925584395013828+0j),(0.9848477147425689-0.004026070556850069j),(1.0241161854538476-0.024584285560946495j)
(25118.864315095827+0j),(1.0046561327378265+0j),(-0.016583850594687553+0j),(0.9847663845706474-0.005633660068863759j),(1.0263180562484993-0.028327075262038634j)
(19952.623149688792+0j),(1.005869130357641+0j),(-0.019782385701589432+0j),(0.9847856259512012-0.007586220584871792j),(1.0288005584239202-0.03281766483977584j)
(15848.93192461114+0j),(1.0073314829130462+0j),(-0.023627926446765965+0j),(0.9849346601929561-0.009958424999225658j),(1.0316409528145216-0.03820512600802462j)
(12589.254117941662+0j),(1.0091109100130595+0j),(-0.02824399831161773+0j),(0.9852537207550978-0.01283754830948735j),(1.0349390631316584-0.04465996357263541j)
(10000+0j),(1.0112933700296798+0j),(-0.03377244935089721+0j),(0.985796094255507-0.01632394887355953j),(1.0388218292418772-0.05237467229081456j)
(7943.282347242814+0j),(1.0139872989808214+0j),(-0.04037502629202784+0j),(0.9866303113163728-0.020532006748787718j),(1.0434480941985669-0.061564310817339755j)
(6309.57344480193+0j),(1.0173291381857608+0j),(-0.048234905496301744+0j),(0.987843118680411-0.025591632083902464j),(1.0490142700044685-0.07246742175646488j)
(5011.8723362727205+0j),(1.0214908972164414+0j),(-0.05755780739548278+0j),(0.9895440226489668-0.03165005167954692j),(1.0557621438273062-0.0853473072639728j)
(3981.0717055349687+0j),(1.026690695139492+0j),(-0.06857178436903175+0j),(0.9918721616073104-0.038873136322231175j),(1.0639907213848645-0.10049273615841062j)
(3162.2776601683795+0j),(1.033207215916047+0j),(-0.08152395675163081+0j),(0.9950060998805174-0.047445171645815666j),(1.074074135922055-0.11821549557646166j)
(2511.8864315095802+0j),(1.0413986224570457+0j),(-0.0966713648134693+0j),(0.9991771131565899-0.057565681399956325j),(1.0864866220563476-0.1388401509747304j)
(1995.2623149688789+0j),(1.0517253484843905+0j),(-0.11426173605619269+0j),(1.0046867993281148-0.06944112076397155j),(1.1018331954752423-0.1626797269405554j)
(1584.8931924611124+0j),(1.0647737570880322+0j),(-0.13449871765352156+0j),(1.0119295896446354-0.08326721706710258j),(1.120881182427392-0.18999021107753283j)
