freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0046484223441834+0j),(0.008955261473213927+0j),(0.9858783590367899+0.00722699298823515j),(1.0225396168272913+0.018548790431663534j)
(794328.2347242822+0j),(1.0047651291619129+0j),(0.006650979359833251+0j),(0.9846699600729812+0.008002645926242419j),(1.0241376581583548+0.011343409850395j)
(630957.344480193+0j),(1.0049066644818554+0j),(0.0047482452741873914+0j),(0.9832661854920105+0.008696294747971078j),(1.025990345803952+0.0054129375276384265j)
(501187.2336272725+0j),(1.0050715373127823+0j),(0.0031559840330619192+0j),(0.9817065657276475+0.009269111433072266j),(1.0280462573598539+0.0005398752316834229j)
(398107.17055349686+0j),(1.0052570334419941+0j),(0.0017981211412451917+0j),(0.980036148316097+0.009701370028951021j),(1.0302467260916541-0.003469956296200622j)
(316227.7660168379+0j),(1.0054601116813375+0j),(0.0006089491180258724+0j),(0.9782956783435401+0.009989489524740686j),(1.032538357414549-0.006796048652246625j)
(251188.6431509582+0j),(1.0056784733348165+0j),(-0.00047037860578728885+0j),(0.9765159258563157+0.010138995876886056j),(1.034881232905893-0.0096047994873567j)
(199526.2314968879+0j),(1.0059115816729816+0j),(-0.0014944121572953073+0j),(0.9747168669816527+0.010156936168404044j),(1.0372516868954598-0.012048128790220767j)
(158489.3192461114+0j),(1.0061614611494851+0j),(-0.0025152767875258808+0j),(0.9729103398440752+0.0100461971922542j),(1.0396407013337226-0.01426257491051532j)
(125892.5411794166+0j),(1.006433211872889+0j),(-0.0035841437683643016+0j),(0.9711039960158592+0.00980274752402963j),(1.0420502509646354-0.01637072735968387j)
(100000+0j),(1.0067352604748643+0j),(-0.004752565014770864+0j),(0.9693047154022498+0.009415152781469274j),(1.0444900628115108-0.01848516273545399j)
(79432.82347242821+0j),(1.0070794079628387+0j),(-0.006073855772213888+0j),(0.967520716696104+0.008865110072326458j),(1.0469761851509212-0.020713299846787575j)
(63095.7344480193+0j),(1.0074807663362102+0j),(-0.0076047338091941+0j),(0.9657626614819562+0.00812796825718394j),(1.0495311010069452-0.023161778441730202j)
(50118.72336272724+0j),(1.007957733724549+0j),(-0.009407389701000603+0j),(0.964044244409627+0.007173026400610369j),(1.052184164422131-0.02594009167085652j)
(39810.71705534969+0j),(1.0085322451527146+0j),(-0.011552100820453902+0j),(0.9623821780000866+0.005963669615263822j),(1.0549717318191254-0.029164213314922482j)
(31622.776601683792+0j),(1.0092306123216481+0j),(-0.014120424177642851+0j),(0.9607953422795248+0.00445679418947983j),(1.0579377166784847-0.032961529375274926j)
(25118.864315095827+0j),(1.010085250234519+0j),(-0.01720880003649307+0j),(0.959303710389298+0.002600412824544017j),(1.0611358305867415-0.03747658375693108j)
(19952.623149688792+0j),(1.0111374544322356+0j),(-0.020932273472992917+0j),(0.9579284295535873+0.0003296489852468793j),(1.0646340680602175-0.042876723180306824j)
(15848.93192461114+0j),(1.0124412556800788+0j),(-0.025428119064495658+0j),(0.9566940187471984-0.0024380493555419542j),(1.0685210312646907-0.049356530223251566j)
(12589.254117941662+0j),(1.014068414113028+0j),(-0.03085927514288693+0j),(0.9556324849276927-0.005807200856752378j),(1.0729134981988344-0.057141111462860814j)
(10000+0j),(1.0161148398901365+0j),(-0.03741741429678365+0j),(0.9547885827974596-0.00990740280668467j),(1.077965327017693-0.06648821820073716j)
(7943.282347242814+0j),(1.0187089287579385+0j),(-0.04532530162000087+0j),(0.954225769688875-0.014895904430222864j),(1.0838784636344199-0.07768883679594296j)
(6309.57344480193+0j),(1.0220222749789745+0j),(-0.054837487460819435+0j),(0.9540329879134518-0.02095969810785406j),(1.0909163831712303-0.09106459503266862j)
(5011.8723362727205+0j),(1.0262829650056364+0j),(-0.06623802369544685+0j),(0.95433309975531-0.028317634497584374j),(1.0994189567066697-0.10696015245986407j)
(3981.0717055349687+0j),(1.031791170202629+0j),(-0.07983334744546633+0j),(0.9552947462939776-0.03722192684699633j),(1.1098170894614807-0.12572978617447012j)
(3162.2776601683795+0j),(1.0389358921846155+0j),(-0.09593807677472184+0j),(0.9571496487694279-0.04795639887588393j),(1.1226461759088646-0.147717787638857j)
(2511.8864315095802+0j),(1.0482103243751657+0j),(-0.11485142133550721+0j),(0.9602153819917126-0.060826278220020964j),(1.1385576988551707-0.17323107502700885j)
(1995.2623149688789+0j),(1.06022154054123+0j),(-0.13682275294761848+0j),(0.9649193940886678-0.07613375945976235j),(1.158326141272609-0.202500973423761j)
(1584.8931924611124+0j),(1.0756887676218307+0j),(-0.1620070380549762+0j),(0.9718157984711633-0.0941365947848217j),(1.1828443873117795-0.2356323955134553j)
(1258.9254117941662+0j),(1.09542433368187+0j),(-0.19041406067912953+0j),(0.981585125936949-0.11499259724829441j),(1.2130981626343178-0.2725438478343759j)
(1000+0j),(1.1202930976503385+0j),(-0.22185869097854444+0j),(0.9950096410396989-0.13869814513701756j),(1.250111874661141-0.31290865839343507j)
(794.3282347242813+0j),(1.1511495172656796+0j),(-0.2559218166076303+0j),(1.0129210536739741-0.16503156644966435j),(1.2948647784170508-0.3561128235739424j)
(630.957344480193+0j),(1.18875589051418+0j),(-0.291932406082932+0j),(1.0361214066540625-0.19351353121362924j),(1.3481854004178675-0.4012451214465209j)
(501.187233627272+0j),(1.2336901730666927+0j),(-0.32898018245678357+0j),(1.0652826127038175-0.22339817793706154j),(1.4106400320077415-0.44713000097000977j)
(398.10717055349687+0j),(1.2862565743829655+0j),(-0.36596527008999363+0j),(1.1008387524804601-0.2537086803801642j),(1.4824347068130455-0.49240550497659696j)
(316.227766016838+0j),(1.3464162219062727+0j),(-0.4016854483729683+0j),(1.1428959794517028-0.28332274621275993j),(1.5633500772890883-0.5356407922570899j)
(251.18864315095797+0j),(1.4137567586032476+0j),(-0.43495252027078024+0j),(1.1911872823417675-0.31109591360686434j),(1.6527277107003733-0.575479640128624j)
(199.5262314968879+0j),(1.4875151670761761+0j),(-0.46471819236537903+0j),(1.2450868901755652-0.3359953571206329j),(1.749520526353351-0.6107848221930203j)
(158.48931924611125+0j),(1.566655862840552+0j),(-0.4901824937800846+0j),(1.3036812392762047-0.3572157214171127j),(1.8524034488579106-0.6407511589355797j)
(125.89254117941664+0j),(1.6499910766162298+0j),(-0.5108594300450391+0j),(1.3658832360565702-0.3742560665968318j),(1.9599226009064936-0.6649635866627748j)
(100+0j),(1.7363194881730017+0j),(-0.5265838084759324+0j),(1.4305720280256389-0.3869421043971763j),(2.070657368848326-0.6833912903505666j)
(79.43282347242804+0j),(1.824553508440319+0j),(-0.5374555461371078+0j),(1.4967321192124807-0.3953823272957502j),(2.1833712834332335-0.6963144573006186j)
(63.09573444801929+0j),(1.9138050157038937+0j),(-0.543732317389862+0j),(1.5635561633953614-0.3998606249063662j),(2.297119933236779-0.7041857669073313j)
(50.11872336272725+0j),(2.0034066498269323+0j),(-0.5456970780607915+0j),(1.6304778961579913-0.4006910279492917j),(2.4112790851688866-0.7074503545311228j)
(39.81071705534969+0j),(2.0928628076550657+0j),(-0.5435374755574042+0j),(1.6971211129887336-0.39807924065255335j),(2.525474158663506-0.7063737844052295j)
(31.622776601683796+0j),(2.181745819609671+0j),(-0.5372725301322409+0j),(1.763180085285916-0.3920381921634888j),(2.639427052598154-0.7009331307489907j)
(25.118864315095767+0j),(2.2695691293415026+0j),(-0.5267483920018754+0j),(1.828272062657386-0.38238786780372547j),(2.752765742649606-0.6908076140202541j)
(19.95262314968879+0j),(2.3556753703337554+0j),(-0.5117058767638879+0j),(1.8918118575675376-0.36884172150827343j),(2.864854262136551-0.6754749597449122j)
(15.848931924611108+0j),(2.4391736859177557+0j),(-0.4919040669860894+0j),(1.952950981892911-0.35115609027883354j),(2.9746955763013743-0.6543885060819437j)
(12.589254117941664+0j),(2.5189498211735835+0j),(-0.4672693184490558+0j),(2.010606848782062-0.32930189760794437j),(3.0809389210273967-0.6271854262921114j)
(10+0j),(2.5937552673355277+0j),(-0.43802946041415886+0j),(2.0635860378729816-0.30360864908056523j),(3.1819900624717006-0.5938675375244069j)
(7.943282347242805+0j),(2.662359792179956+0j),(-0.4047928780641141+0j),(2.110778702863578-0.2748302793484151j),(3.276191749059808-0.5549109593077588j)
(6.30957344480193+0j),(2.7237312886660083+0j),(-0.36854483621992273+0j),(2.1513722103732924-0.24409841394403142j),(3.362031607450996-0.5112892236233821j)
(5.011872336272715+0j),(2.7771962856437664+0j),(-0.33055642342357444+0j),(2.185014762333722-0.2127645638316825j),(3.4383439332128662-0.4644115191104231j)
(3.981071705534969+0j),(2.8225384502461113+0j),(-0.2922273261688082+0j),(2.2118704692098037-0.18217792974524533j),(3.504475124355837-0.4159794499284638j)
(3.1622776601683795+0j),(2.8600105002449867+0j),(-0.25490343609432775+0j),(2.2325498546958773-0.15347464161372124j),(3.5603733977711345-0.36777697662496306j)
(2.5118864315095766+0j),(2.8902615267385614+0j),(-0.21971637713162065+0j),(2.2479523516368882-0.1274444978692259j),(3.606568851082983-0.3214381269694525j)
(1.9952623149688788+0j),(2.9142066624903618+0j),(-0.18748143835955955+0j),(2.2590851730282564-0.10449883066824261j),(3.6440459907469434-0.27825726508275717j)
(1.584893192461111+0j),(2.9328790672657297+0j),(-0.15866785212130807+0j),(2.266913570272278-0.08472031592816298j),(3.674053811893579-0.2390907856179613j)
(1.2589254117941662+0j),(2.947300972805794+0j),(-0.13343144087912487+0j),(2.2722687263101102-0.06795559470122817j),(3.6979149121646926-0.20435771118280535j)
(1+0j),(2.9583951286981476+0j),(-0.1116847761918468+0j),(2.2758128176455923-0.05391362118892475j),(3.7168788159818673-0.17411107320811042j)
(0.7943282347242805+0j),(2.9669399872760613+0j),(-0.09317817731631536+0j),(2.278045190272585-0.04224581682460832j),(3.732035119748098-0.14814035254514502j)
(0.6309573444801929+0j),(2.973559628488559+0j),(-0.07757251778226451+0j),(2.2793294471922905-0.03259925722089746j),(3.7442795101613346-0.12607334613416746j)
(0.5011872336272715+0j),(2.9787352699813487+0j),(-0.0644950504559568+0j),(2.2799252241712065-0.02464542092253851j),(3.754316455629328-0.10746016158391086j)
