freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9989950501643972+0j),(0.004739448843962281+0j),(0.9896565873880034+0.0034552604811485844j),(1.00807218066985+0.00882629578479487j)
(794328.2347242822+0j),(0.9991393258977489+0j),(0.003404740413662756+0j),(0.9891162094149668+0.003771979412105929j),(1.0089627677655442+0.005182060769046536j)
(630957.344480193+0j),(0.9993129934926956+0j),(0.00231024244712498+0j),(0.9884926317231758+0.004062972256824668j),(1.0100014382906757+0.0021862756740796963j)
(501187.2336272725+0j),(0.999513868363035+0j),(0.0014096725777539886+0j),(0.9878029822092401+0.0043127184038836315j),(1.011161809016023-0.0002629190400765427j)
(398107.17055349686+0j),(0.9997385371959608+0j),(0.0006651986493153763+0j),(0.9870652369983245+0.00451394078163906j),(1.0124131703289911-0.002255407726911833j)
(316227.7660168379+0j),(0.9999832927522732+0j),(4.507303332938056e-05+0j),(0.9862948545686293+0.0046651739335330095j),(1.0137268653453604-0.0038731117287692605j)
(251188.6431509582+0j),(1.000244989814008+0j),(-0.0004778647198962565+0j),(0.9855039145208764+0.004767656524588104j),(1.0150803937964799-0.005190632080884513j)
(199526.2314968879+0j),(1.0005216640813717+0j),(-0.0009270151620798763+0j),(0.9847019799643181+0.004823271679795923j),(1.016459088110513-0.006274393369035537j)
(158489.3192461114+0j),(1.0008128032683206+0j),(-0.0013223935296172028+0j),(0.9838972760049517+0.004833894366520602j),(1.0178558005175755-0.007181570993692947j)
(125892.5411794166+0j),(1.0011192019361448+0j),(-0.0016807949989608919+0j),(0.9830972877142605+0.004801582866678315j),(1.019269152660414-0.00795945239327317j)
(100000+0j),(1.001442445365873+0j),(-0.0020160381548919547+0j),(0.9823086822467473+0.004728825813387797j),(1.020701063550079-0.008645954451691891j)
(79432.82347242821+0j),(1.0017842336433025+0j),(-0.002339524584315751+0j),(0.9815369481119846+0.0046183286319995045j),(1.022154439384725-0.009271345604037735j)
(63095.7344480193+0j),(1.0021458505265586+0j),(-0.0026611206343229235+0j),(0.9807862007951635+0.004472517041223647j),(1.0236317600993476-0.009860548687718868j)
(50118.72336272724+0j),(1.0025279996842291+0j),(-0.0029902431383513027+0j),(0.9800593727649538+0.0042928889221702515j),(1.0251347669744117-0.010435738793950764j)
(39810.71705534969+0j),(1.0029310242244267+0j),(-0.0033368234722881626+0j),(0.9793587027843663+0.004079575378473917j),(1.0266649023235772-0.011018185577929707j)
(31622.776601683792+0j),(1.0033553479387762+0j),(-0.003712035280888917+0j),(0.9786862448720383+0.0038312927448223206j),(1.028223989029242-0.011629524674864763j)
(25118.864315095827+0j),(1.0038019309268211+0j),(-0.004128769687023394+0j),(0.9780441454247454+0.003545478441638856j),(1.0298148462176586-0.012292660382976755j)
(19952.623149688792+0j),(1.0042726087554217+0j),(-0.004601954933765199+0j),(0.9774346601362689+0.0032183396116281285j),(1.031441727240277-0.013032286385589934j)
(15848.93192461114+0j),(1.0047702957396254+0j),(-0.005148884949816303+0j),(0.9768600642948868+0.002844787264232532j),(1.0331104224395407-0.013875311690441487j)
(12589.254117941662+0j),(1.0052990946549785+0j),(-0.005789675032419746+0j),(0.9763225581662179+0.0024181813832927844j),(1.0348278885169393-0.014851573603245025j)
(10000+0j),(1.005864364861993+0j),(-0.006547889264819877+0j),(0.9758241138921298+0.0019299668764817493j),(1.0366017044791638-0.015995404537989453j)
(7943.282347242814+0j),(1.0064728109430745+0j),(-0.007451407544605757+0j),(0.9753662253905516+0.0013690316147014266j),(1.0384401748952277-0.017348128435730664j)
(6309.57344480193+0j),(1.0071326753468872+0j),(-0.008533569094933602+0j),(0.9749497567932954+0.000720604006269284j),(1.0403536978529515-0.01896076635827127j)
(5011.8723362727205+0j),(1.0078541175584126+0j),(-0.009834583492951653+0j),(0.9745752652622391-3.525513996138435e-05j),(1.0423570107431355-0.020895984311282034j)
(3981.0717055349687+0j),(1.0086498336091314+0j),(-0.011403197779908125+0j),(0.9742440025256298-0.0009251756010116404j),(1.044471213558697-0.023229162191318167j)
(3162.2776601683795+0j),(1.0095359410687323+0j),(-0.013298608504669065+0j),(0.9739593337085524-0.0019834907563885565j),(1.0467249582684046-0.026049567858138157j)
(2511.8864315095802+0j),(1.0105331564244464+0j),(-0.015592672586980353+0j),(0.9737279354068684-0.0032527131451223004j),(1.0491553253437087-0.029462627318317173j)
(1995.2623149688789+0j),(1.0116683642087103+0j),(-0.0183725278037927+0j),(0.973560217694955-0.004783986769281358j),(1.0518094634586603-0.033593504570786845j)
(1584.8931924611124+0j),(1.012976829790319+0j),(-0.021743724490704726+0j),(0.9734700392072525-0.006638499585597676j),(1.0547477037925534-0.03859136627300466j)
(1258.9254117941662+0j),(1.01450545953578+0j),(-0.02583384022889613+0j),(0.9734745819408686-0.008890567355755505j),(1.0580482647511835-0.04463378332925604j)
(1000+0j),(1.0163175737558197+0j),(-0.03079633995050474+0j),(0.9735956317331934-0.011632355277057665j),(1.0618135891296758-0.05193109759338034j)
(794.3282347242813+0j),(1.0184996568291718+0j),(-0.0368142556968494+0j),(0.9738632559454564-0.014979436431989922j),(1.0661788873672544-0.06073075659793194j)
(630.957344480193+0j),(1.0211705831553999+0j),(-0.04410306593768993+0j),(0.9743222919647493-0.01907609374195776j),(1.071324154163355-0.07132112400473858j)
(501.187233627272+0j),(1.0244939019000976+0j),(-0.052911834495248944+0j),(0.9750416143528028-0.024099445304549875j),(1.0774912037627153-0.08403293436963095j)
(398.10717055349687+0j),(1.0286937551998172+0j),(-0.06352106644745932+0j),(0.9761262489503278-0.030261822474604703j),(1.0850064943956765-0.09923500185105771j)
(316.227766016838+0j),(1.0340746586161622+0j),(-0.07623490091641888+0j),(0.9777332455501976-0.037810807497807054j),(1.0943084333469588-0.11731971562849094j)
(251.18864315095797+0j),(1.041044452439829+0j),(-0.09136432765975619+0j),(0.9800931034317859-0.04702465345795839j),(1.1059754318463189-0.1386745175554449j)
(199.5262314968879+0j),(1.050138057800094+0j),(-0.10919736054914356+0j),(0.9835376615256878-0.05819783227835318j),(1.1207497552019559-0.16363727805700165j)
(158.48931924611125+0j),(1.0620370615874442+0j),(-0.12995197082062804+0j),(0.988531260073738-0.07160900019268024j),(1.1395520448296157-0.1924342589283699j)
(125.89254117941664+0j),(1.0775765044202985+0j),(-0.15370884649991529+0j),(0.9956955626040855-0.08746470654961425j),(1.1634797414607079-0.22509889118392873j)
(100+0j),(1.0977261541900134+0j),(-0.1803250801926469+0j),(1.0058130856728842-0.10581816303738192j),(1.1937774200290179-0.2613707826701016j)
(79.43282347242804+0j),(1.1235311831902675+0j),(-0.20933787878857646+0j),(1.0197932720688945-0.12647121533280464j),(1.2317609180125928-0.3005825874267948j)
(63.09573444801929+0j),(1.1559999863266022+0j),(-0.23987844642740164+0j),(1.038587929862276-0.14887668103502452j),(1.278677994932921-0.34155779684690574j)
(50.11872336272725+0j),(1.1959375820892606+0j),(-0.2706265881935239+0j),(1.0630493901854714-0.17206719705507245j),(1.3355021393025004-0.3825576488066792j)
(39.81071705534969+0j),(1.2437414020340996+0j),(-0.2998406953271878+0j),(1.0937376265134038-0.1946454660128482j),(1.40267983648477-0.42131978400783837j)
(31.622776601683796+0j),(1.2991984058494657+0j),(-0.32549026062528247+0j),(1.1307055417609735-0.2148733305030836j),(1.4798767545734919-0.4552218814611326j)
(25.118864315095767+0j),(1.3613408302534975+0j),(-0.3454957421914767+0j),(1.1733207351126256-0.2308816712046301j),(1.5657902171587643-0.48158096514764803j)
(19.95262314968879+0j),(1.4284219790386592+0j),(-0.3580452163059744+0j),(1.22020062201143-0.24098248412055637j),(1.6581076877864918-0.498059353123959j)
(15.848931924611108+0j),(1.4980534028232277+0j),(-0.36191899763300595+0j),(1.26932244165364-0.24400941132610893j),(1.7536756480887008-0.5030942790416925j)
(12.589254117941664+0j),(1.5674988845214666+0j),(-0.3567304603670507+0j),(1.3183113695263884-0.2395757131062728j),(1.848885282216791-0.49622576702093585j)
(10+0j),(1.6340626057075136+0j),(-0.343002668275677+0j),(1.3648333337733365-0.22815302197242598j),(1.9401955065159562-0.4782029905715107j)
(7.943282347242805+0j),(1.6954670156359537+0j),(-0.3220509662438492+0j),(1.406969999814935-0.21094065400958723j),(2.024644372538285-0.45081876933960907j)
(6.30957344480193+0j),(1.7501174955815868+0j),(-0.29571113073972577+0j),(1.4434624762016472-0.18957856711410237j),(2.1001959192128927-0.4165292818164366j)
(5.011872336272715+0j),(1.7971983626933143+0j),(-0.26600316100490773+0j),(1.4737720744322633-0.16581076980152826j),(2.16584497319385-0.37799724061221274j)
(3.981071705534969+0j),(1.836609109643539+0j),(-0.2348261685186118+0j),(1.4979829063846903-0.14120268912619263j),(2.22150742073811-0.3376981247904435j)
(3.1622776601683795+0j),(1.868795089949627+0j),(-0.20374668667068055+0j),(1.5166169758335002-0.11696728402099879j),(2.2677864465016935-0.2976648503136101j)
(2.5118864315095766+0j),(1.894538715743592+0j),(-0.1738983727541255+0j),(1.5304316468828991-0.09390121097291605j),(2.305705372030202-0.25937723041948j)
(1.9952623149688788+0j),(1.914764248484687+0j),(-0.14597748155773932+0j),(1.5402432485310666-0.0724041846424204j),(2.3364673140804317-0.22376576489267447j)
(1.584893192461111+0j),(1.9303866081965446+0j),(-0.12030238324096759+0j),(1.5467961630814706-0.05255005769178428j),(2.3612722548307112-0.19128908293972446j)
(1.2589254117941662+0j),(1.942213203744311+0j),(-0.096904010142872+0j),(1.5506817755348774-0.034182204798495444j),(2.3811999684800607-0.16204592135873244j)
(1+0j),(1.9508930406540688+0j),(-0.07562173498167388+0j),(1.5523020776964545-0.017011818774791233j),(2.3971511380552877-0.13589085875629714j)
(0.7943282347242805+0j),(1.9569007105182736+0j),(-0.0561900029750511+0j),(1.5518669619724565-0.0007056938383839036j),(2.4098306445238835-0.11253560442347404j)
(0.6309573444801929+0j),(1.9605428714678679+0j),(-0.038310568625592886+0j),(1.5494134498241283+0.015041506325926282j),(2.4197566308781293-0.09162933669361467j)
(0.5011872336272715+0j),(1.9619786701036994+0j),(-0.021711069453527576+0j),(1.5448385786635386+0.030449589355126983j),(2.4272829263680444-0.0728190151345771j)
(0.3981071705534969+0j),(1.9612504497699743+0j),(-0.006192430133045827+0j),(1.537942812256936+0.04560719126820287j),(2.4326274164926343-0.05579413179526403j)
(0.31622776601683794+0j),(1.9583248273833387+0j),(0.00833413046221694+0j),(1.52848480674326+0.06043786849735199j),(2.435903979541964-0.04032120171296064j)
(0.2511886431509577+0j),(1.9531451489117826+0j),(0.021823523841813918+0j),(1.5162490026945843+0.0746822919275708j),(2.4371602891764477-0.02627112978034528j)
