freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0001660310303968+0j),(0.0065377013143510364+0j),(0.9857591813844062+0.006994999955966305j),(1.013111119459878+0.010610591525905749j)
(794328.2347242822+0j),(1.000212032035918+0j),(0.004813712698665383+0j),(0.9845798839933045+0.007660378369193908j),(1.0144986531731683+0.005382103273210636j)
(630957.344480193+0j),(1.000268839801498+0j),(0.00336163247606789+0j),(0.9832112086841248+0.0082353652338828j),(1.0161123806739403+0.0010236547490832647j)
(501187.2336272725+0j),(1.000339126457144+0j),(0.002106794484873461+0j),(0.9816940295735131+0.008674773140702441j),(1.01790642877835-0.002610245555454743j)
(398107.17055349686+0j),(1.000427411144179+0j),(0.00098587010620578+0j),(0.9800779613531606+0.008951508553099194j),(1.019829840833683-0.00565722020735442j)
(316227.7660168379+0j),(1.000540337596556+0j),(-5.539223705790068e-05+0j),(0.9784125858049796+0.00905606273710136j),(1.0218392141815034-0.008251353584337134j)
(251188.6431509582+0j),(1.0006865140964454+0j),(-0.0010639571569490025+0j),(0.9767406153828757+0.008992340028161617j),(1.0239061649474028-0.010521147624904054j)
(199526.2314968879+0j),(1.0008760537722923+0j),(-0.002081195451617602+0j),(0.975094065243074+0.008771358013708371j),(1.02601922206411-0.01258584857057908j)
(158489.3192461114+0j),(1.0011200760297239+0j),(-0.0031446790640588494+0j),(0.9734939963655612+0.008404459553037218j),(1.0281819142036146-0.01455280001776121j)
(125892.5411794166+0j),(1.0014303949791519+0j),(-0.004290081343337196+0j),(0.9719534517713191+0.007898017106118684j),(1.0304088901662196-0.016516800678390384j)
(100000+0j),(1.001819452995695+0j),(-0.0055530388854007386+0j),(0.9704819164193184+0.007251116398422491j),(1.032721449496427-0.018561787516859964j)
(79432.82347242821+0j),(1.0023004017106094+0j),(-0.0069709371678980895+0j),(0.9690890388302111+0.00645619692999997j),(1.03514371544291-0.020764603732546093j)
(63095.7344480193+0j),(1.0028872291858468+0j),(-0.008584746956572926+0j),(0.967786082056004+0.005500970386749932j),(1.0377004714335156-0.023200301327000038j)
(50118.72336272724+0j),(1.0035949619622844+0j),(-0.010441065962982565+0j),(0.9665851500321627+0.004369723662196772j),(1.0404170097642718-0.02594777222093683j)
(39810.71705534969+0j),(1.0044400622529457+0j),(-0.012594449735756286+0j),(0.9654975256934141+0.0030427357298291272j),(1.0433205229273599-0.029094807216706965j)
(31622.776601683792+0j),(1.005441076443274+0j),(-0.015110046513624667+0j),(0.9645325759863619+0.0014940291099077056j),(1.0464421503780015-0.032742244986345405j)
(25118.864315095827+0j),(1.00661949396562+0j),(-0.01806662715765648+0j),(0.9636977059416709-0.0003115055207734006j),(1.0498189582498205-0.03700791356274391j)
(19952.623149688792+0j),(1.008000878670045+0j),(-0.021560306145762476+0j),(0.9629988252454375-0.00242112709872643j),(1.0534956752357667-0.042030958167012494j)
(15848.93192461114+0j),(1.009616669181807+0j),(-0.025709339652804683+0j),(0.9624408495700382-0.004897937406437255j),(1.0575267088705989-0.04797774232028941j)
(12589.254117941662+0j),(1.011507405558683+0j),(-0.030660124917136555+0j),(0.9620287838267958-0.007825988936738863j),(1.0619797985403974-0.05505006033250487j)
(10000+0j),(1.013728341297777+0j),(-0.036594129412074225+0j),(0.9617705711182847-0.011316846331451937j),(1.066943440444599-0.06349529091468063j)
(7943.282347242814+0j),(1.0163584257062588+0j),(-0.04373498262402222+0j),(0.9616824782301298-0.015516818910048056j),(1.0725403621832617-0.0736169801911052j)
(6309.57344480193+0j),(1.0195135463712746+0j),(-0.052354405426113984+0j),(0.961797332697378-0.02061416024591072j),(1.0789485188634844-0.08578256315010449j)
(5011.8723362727205+0j),(1.0233646614367904+0j),(-0.06277503475054447+0j),(0.9621763450162821-0.02684589003458252j),(1.0864296552261599-0.10042403414138694j)
(3981.0717055349687+0j),(1.0281608764110226+0j),(-0.0753674435404197+0j),(0.962925868941617-0.034502935053012176j),(1.0953637358381212-0.11802699471865355j)
(3162.2776601683795+0j),(1.034256498580696+0j),(-0.0905379233624572+0j),(0.9642201845573344-0.04393087502544009j),(1.1062854763630652-0.13910336625967862j)
(2511.8864315095802+0j),(1.042139478428055+0j),(-0.10870308203676451+0j),(0.9663303485154089-0.0555224907991547j),(1.1199167081077164-0.16414374939851242j)
(1995.2623149688789+0j),(1.0524560859167122+0j),(-0.1302472389186588+0j),(0.9696577021041992-0.06969691906454839j),(1.137185029489124-0.19354705506862846j)
(1584.8931924611124+0j),(1.0660229842513698+0j),(-0.1554601956765597+0j),(0.9747674469639737-0.08685868459426982j),(1.159215322861931-0.22752949399347877j)
(1258.9254117941662+0j),(1.08381409186816+0j),(-0.1844578200179473+0j),(0.9824111085505676-0.10733034257395097j),(1.1872790302115543-0.26602404113109607j)
(1000+0j),(1.10690894752118+0j),(-0.21709687540300052+0j),(0.9935188894967342-0.13125985553409747j),(1.222691781214632-0.3085934399157296j)
