freq,Zreal,Zimag,Zlo,Zhi
(1000020+0j),(-752.9897380335387+0j),(3550.004420433333+0j),(-77393.15197926939+32358.24481686182j),(80047.9985265957-21079.838630734906j)
(857753.9+0j),(-640.5806496600653+0j),(2371.8595642602468+0j),(-80492.37424710885+31417.205251858853j),(83346.39702125185-23180.638678038922j)
(735644.5+0j),(-470.7468911122751+0j),(1301.2006525957822+0j),(-83449.58637277494+30512.364777920644j),(86648.14115051465-25008.62332141665j)
(630996.1+0j),(-261.74929016116766+0j),(333.7968065019545+0j),(-86283.02496770001+29665.729791924576j),(89925.61881736985-26600.167886109073j)
(541230.5+0j),(-30.617084244855505+0j),(-535.7569049186956+0j),(-89019.08784381207+28891.226541167416j),(93162.77437237684-27991.005894467296j)
(464238.3+0j),(207.1415312583431+0j),(-1342.8703790540058+0j),(-91681.27252907424+28182.0625984628j),(96345.0174242637-29254.446645183776j)
(398144.5+0j),(438.57312587044726+0j),(-2106.36534329642+0j),(-94294.57359005837+27536.879271970967j),(99465.94667908632-30436.99327807958j)
(341543+0j),(652.7158159767187+0j),(-2843.60696832799+0j),(-96873.07068526025+26950.367424855223j),(102513.66734027318-31578.569409954987j)
(292910.2+0j),(842.8035094795305+0j),(-3592.1826155948133+0j),(-99442.91572133978+26403.647345416757j),(105498.487638346-32744.64817357446j)
(251191.4+0j),(1003.9117042393436+0j),(-4377.705154488134+0j),(-102014.60584622956+25881.244945661085j),(108419.85124206211-33979.70166496167j)
(215449.2+0j),(1133.9342674064746+0j),(-5224.475355449227+0j),(-104595.37477334021+25366.959603109193j),(111280.67007675508-35324.01407256449j)
(184863.3+0j),(1233.1595519638495+0j),(-6167.475516757384+0j),(-107188.5619181113+24836.990679388233j),(114085.572504205-36830.111109723875j)
(158496.1+0j),(1304.3019276585765+0j),(-7245.328773826771+0j),(-109817.86613178479+24265.115099734645j),(116865.0602033668-38556.35241061587j)
(135996.1+0j),(1350.001027888552+0j),(-8477.081781263078+0j),(-112457.88455399135+23636.50518907208j),(119600.718578532-40529.74954528664j)
(116660.2+0j),(1374.9514255564327+0j),(-9911.720830309605+0j),(-115125.50549059156+22919.68614718224j),(122321.11554465201-42822.32491476949j)
(100019.5+0j),(1383.924078559935+0j),(-11592.349507230745+0j),(-117823.18369497723+22087.97204921861j),(125040.84412948713-45497.42521837808j)
(85839.84+0j),(1382.1906318425736+0j),(-13540.761416625723+0j),(-120519.61826960926+21126.87499137192j),(127741.75237834027-48585.061021595655j)
(73652.34+0j),(1375.533113796313+0j),(-15825.301126059654+0j),(-123232.09576510676+19997.78370761545j),(130455.04350703937-52186.33909585915j)
(63105.47+0j),(1370.2280332510218+0j),(-18525.000917687525+0j),(-125975.8046680181+18658.975469831705j),(133210.26492847057-56419.72521553073j)
(54199.22+0j),(1373.5621436899755+0j),(-21629.167299575605+0j),(-128676.12026402733+17115.14653165119j),(135947.32026943186-61264.637644390685j)
(46464.84+0j),(1394.1809520490106+0j),(-25301.616409434413+0j),(-131400.60623240835+15283.171524833513j),(138751.43637258542-66971.72392702971j)
(39902.34+0j),(1441.9705901021825+0j),(-29542.23557763289+0j),(-134078.18306059611+13164.53697919417j),(141569.20954768453-73539.12056522926j)
(34160.16+0j),(1532.1216252689564+0j),(-34590.36847496532+0j),(-136784.02897008654+10643.421547206814j),(144505.80201792627-81339.2176561595j)
(29355.47+0j),(1676.5653513056404+0j),(-40334.98422412516+0j),(-139388.5845979973+7779.100355426321j),(147450.84924705408-90201.65683822618j)
(25136.72+0j),(1903.3399945447145+0j),(-47186.174141816635+0j),(-142008.6793565948+4372.714014664748j),(150576.65150513942-100764.28520991903j)
(21621.09+0j),(2225.753991662069+0j),(-54922.56322761375+0j),(-144499.22657294734+540.9227199153115j),(153758.34755391738-112693.25805138443j)
(18574.22+0j),(2685.5491879860483+0j),(-63978.99294419387+0j),(-146946.4616017463-3928.4525802161907j),(157163.2389557182-126663.24296701187j)
(15878.91+0j),(3346.4091568547883+0j),(-74855.51243818997+0j),(-149392.67370695938-9278.310924867988j),(160956.55718287418-143453.6845782909j)
(13652.34+0j),(4216.903760399423+0j),(-87027.96792379927+0j),(-151657.41104932374-15249.138874488424j),(164969.27361562947-162263.5094938203j)
(11660.16+0j),(5444.924405617898+0j),(-101793.00114012358+0j),(-153902.12250251116-22480.90374966458j),(169656.23539750773-185100.72557977468j)
(10019.53+0j),(7024.190207733947+0j),(-118270.13489431607+0j),(-155915.16220400803-30546.959547245984j),(174793.90358396-210609.85913933106j)
(8613.280999999999+0j),(9102.897745441238+0j),(-137261.66575735837+0j),(-157742.65042033666-39844.865977970374j),(180727.14489075635-240037.3477285412j)
(7349.536999999999+0j),(11983.638384196978+0j),(-160357.62992632785+0j),(-159412.59667643212-51165.5645789881j),(188090.3650653815-275846.6819449242j)
(6307.871+0j),(15635.69829188274+0j),(-186129.3541220436+0j),(-160714.3188106491-63821.7460939329j),(196623.88283997582-315820.08440540207j)
(5381.944+0j),(20614.13134685267+0j),(-217094.78051453983+0j),(-161656.2553047509-79067.86153204544j),(207449.206892521-363854.35213181283j)
(4630.335+0j),(26774.96343963153+0j),(-250954.22085456143+0j),(-162053.69816515438-95805.28334435995j),(220108.6441341557-416356.38061845093j)
(3993.0559999999996+0j),(34613.246889421214+0j),(-289162.8882960577+0j),(-161838.7895107118-114792.02590387381j),(235529.4662825612-475551.13468159287j)
(3414.3520000000003+0j),(45374.98558426765+0j),(-335505.0979509399+0j),(-160761.40228409003-137986.7347822161j),(255962.35489148094-547241.9477800138j)
(2915.3959999999997+0j),(59577.01637803645+0j),(-389230.7035482356+0j),(-158504.73096671142-165151.59219571116j),(282143.2549792002-630162.0446203514j)
(2519.531+0j),(76550.78606904068+0j),(-445772.5447906069+0j),(-155029.664687327-194107.2965241618j),(312710.3308087749-717163.8882699829j)
(2141.2039999999997+0j),(101112.82934527137+0j),(-517402.8012684457+0j),(-149029.1232675257-231401.10934999897j),(356054.1274798974-826936.6585457423j)
(1841.5179999999998+0j),(130655.23160898802+0j),(-592487.8152789443+0j),(-140765.67130088963-271305.8857230008j),(407254.8520530928-941407.5475978677j)
(1580.6689999999999+0j),(169024.7835724649+0j),(-677510.0201576335+0j),(-128802.8833898664-317583.4925922895j),(472697.07553339994-1070230.760182199j)
(1362.645+0j),(216434.33828600313+0j),(-768835.3387178702+0j),(-112559.84199225965-368668.35277948075j),(552351.7053398825-1207603.684584899j)
(1171.875+0j),(277115.79016870155+0j),(-870083.7792849161+0j),(-89916.63693153157-427054.8585295859j),(652838.6267416468-1358621.9984119968j)
(1000.702+0j),(356844.08107750415+0j),(-984130.336297937+0j),(-57639.22668571214-495115.4029015755j),(782943.2258297503-1527033.924985827j)
