freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9974871737520691+0j),(0.027336874872652937+0j),(0.9817141254042766+0.01050612352189747j),(1.0110804101653625+0.0454214298443846j)
(794328.2347242822+0j),(0.9975106521310666+0j),(0.021676108956162097+0j),(0.9810038161086752+0.009821470374573142j),(1.0120376473316786+0.03423938000928805j)
(630957.344480193+0j),(0.997535872023137+0j),(0.01718029181642909+0j),(0.9801688654342975+0.00936537121402627j),(1.0131483778343364+0.025285213062872326j)
(501187.2336272725+0j),(0.9975610150839591+0j),(0.013610547705533684+0j),(0.9792265615631823+0.009064513447866435j),(1.0143790917678912+0.018142789308367817j)
(398107.17055349686+0j),(0.9975842052827665+0j),(0.01077626739564977+0j),(0.9781977939382698+0.008865266317967281j),(1.01569017421964+0.012471267381990928j)
(316227.7660168379+0j),(0.9976038664074+0j),(0.008525033987991966+0j),(0.9771029251753496+0.008730247967741708j),(1.017043666524473+0.00798715481424493j)
(251188.6431509582+0j),(0.9976190032424054+0j),(0.00673475716431937+0j),(0.9759596584738023+0.008634000221777679j),(1.0184085547988426+0.004453380471919903j)
(199526.2314968879+0j),(0.9976293770105911+0j),(0.0053075269130928495+0j),(0.9747827015185867+0.008559254631374419j),(1.0197629182726644+0.0016723718203148722j)
(158489.3192461114+0j),(0.9976355663107914+0j),(0.004164918271231406+0j),(0.9735843314966292+0.008494455717616239j),(1.0210936587826942-0.0005191646584842852j)
(125892.5411794166+0j),(0.997638929219603+0j),(0.0032442167170882888+0j),(0.9723750595160888+0.008432674097282301j),(1.0223951342147177-0.0022551987266665264j)
(100000+0j),(0.9976414980028387+0j),(0.0024943960825454707+0j),(0.9711640189677977+0.008369496860093464j),(1.0236676919714105-0.0036460791402147326j)
(79432.82347242821+0j),(0.997645809908335+0j),(0.0018756588297628696+0j),(0.9699590139488399+0.008304790782791373j),(1.0249163254601728-0.0047797349439281794j)
(63095.7344480193+0j),(0.9976546323041388+0j),(0.001355986172873057+0j),(0.9687662846453228+0.008240622853226597j),(1.0261491621391554-0.005726777574433101j)
