freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9999643032613066+0j),(0.0019741123272210797+0j),(0.9923493614231879+0.004371946296995993j),(1.0082951329281027+0.0020870830874820043j)
(794328.2347242822+0j),(1.0000954850377983+0j),(0.0010853895199877293+0j),(0.9915792030948917+0.004874452609946862j),(1.0094489017175885-0.0008350120801558984j)
(630957.344480193+0j),(1.0002474528565295+0j),(0.00030952013878342245+0j),(0.9906808781214713+0.005315384083905005j),(1.0107748265093102-0.0033153710720404744j)
(501187.2336272725+0j),(1.0004155687626681+0j),(-0.000387297554977591+0j),(0.9896757571182254+0.005668643652531006j),(1.0122322209851304-0.0054231043244720506j)
(398107.17055349686+0j),(1.0005950574962923+0j),(-0.0010381774475759107+0j),(0.9885881678047773+0.005916961374524744j),(1.0137792619698696-0.007233317167061943j)
(316227.7660168379+0j),(1.0007828445344782+0j),(-0.0016770445241173115+0j),(0.9874407180744093+0.006049415608441423j),(1.0153827583729158-0.00882669614083932j)
(251188.6431509582+0j),(1.0009790963063043+0j),(-0.0023391510942982596+0j),(0.9862524328144253+0.006057305993545054j),(1.0170228450958962-0.01028519691891655j)
(199526.2314968879+0j),(1.0011882415888695+0j),(-0.003061051186047023+0j),(0.9850395277403603+0.00593049769282713j),(1.0186930302101278-0.011687980447344898j)
(158489.3192461114+0j),(1.0014194889745158+0j),(-0.0038803754895433357+0j),(0.9838177380107743+0.005655349490003392j),(1.0203978648416623-0.013109587936670549j)
(125892.5411794166+0j),(1.0016868552265796+0j),(-0.004835527094228584+0j),(0.9826047714854854+0.005214697565090054j),(1.0221503602353326-0.014620156417092398j)
(100000+0j),(1.0020086577543075+0j),(-0.005965591267586275+0j),(0.9814215184248786+0.0045891836089826735j),(1.023970022526676-0.016286814535646697j)
(79432.82347242821+0j),(1.0024065783954148+0j),(-0.007310812077747681+0j),(0.9802914729259737+0.0037586076574590973j),(1.0258813991967748-0.018175627596326287j)
(63095.7344480193+0j),(1.0029047007009328+0j),(-0.008913915994848729+0j),(0.9792390926477483+0.0027018586297235503j),(1.0279130198412598-0.0203540438001575j)
(50118.72336272724+0j),(1.003529016754557+0j),(-0.010822207931459372+0j),(0.9782884655977094+0.0013952646934285917j),(1.0300969735371661-0.022893939686076982j)
(39810.71705534969+0j),(1.0043076499498127+0j),(-0.013090046677536778+0j),(0.9774631514093559-0.00018976277019293374j),(1.0324692966971907-0.025874892753681343j)
