freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0012021508517726+0j),(0.009241042756664526+0j),(0.9882737955016344+0.007543146862214727j),(1.0138688485795888+0.014872031434774311j)
(794328.2347242822+0j),(1.0012983049862636+0j),(0.007103392708008068+0j),(0.987259694283865+0.008101288134657086j),(1.015152113774156+0.009100484753242046j)
(630957.344480193+0j),(1.0014138661626928+0j),(0.005384704663219461+0j),(0.9860801737306397+0.008667322498581497j),(1.0166519694357332+0.004352805761434523j)
(501187.2336272725+0j),(1.001545595547083+0j),(0.004002736030210841+0j),(0.9847648272291822+0.009208799523795885j),(1.0183272379115753+0.00046240713602882944j)
(398107.17055349686+0j),(1.00168781138984+0j),(0.0028915247041110675+0j),(0.9833459264202439+0.00971185767215594j),(1.0201282634128919-0.002717554060166911j)
(316227.7660168379+0j),(1.0018328994421044+0j),(0.001996046639133986+0j),(0.9818507626453874+0.010177162041531476j),(1.0220072225169947-0.005323658539168398j)
(251188.6431509582+0j),(1.0019721147844178+0j),(0.0012688297480037774+0j),(0.9802975009189069+0.010614430130718753j),(1.0239246805774274-0.007482640618450371j)
(199526.2314968879+0j),(1.0020964766202076+0j),(0.0006671926710278332+0j),(0.9786947238974352+0.0110365711555317j),(1.0258515880417522-0.009311027350515172j)
(158489.3192461114+0j),(1.0021976010341518+0j),(0.00015102678910088074+0j),(0.9770434573427591+0.011454777257639954j),(1.0277680397292106-0.010915470710204028j)
(125892.5411794166+0j),(1.0022684198548881+0j),(-0.0003188299184935695+0j),(0.9753400933321652+0.011876964170434677j),(1.0296608702354955-0.012395025603085906j)
(100000+0j),(1.0023038103795836+0j),(-0.0007820774518827264+0j),(0.9735792605856028+0.012306246122029789j),(1.031521746420339-0.013844674318408412j)
(79432.82347242821+0j),(1.0023011446484673+0j),(-0.0012800326113189394+0j),(0.9717565103243446+0.01274161237476187j),(1.0333464192785828-0.015359906758630026j)
(63095.7344480193+0j),(1.0022606866915411+0j),(-0.001856461346847197+0j),(0.9698707304661273+0.013179543060177181j),(1.0351348845663773-0.017040447944035395j)
(50118.72336272724+0j),(1.0021857192678354+0j),(-0.002558531061782123+0j),(0.9679257169663419+0.01361612820498597j),(1.0368918644617855-0.01899384500698147j)
(39810.71705534969+0j),(1.0020823253437652+0j),(-0.0034378820754577847+0j),(0.9659302546382256+0.014050889887897391j),(1.038627179277029-0.021339755142552156j)
(31622.776601683792+0j),(1.0019588475027685+0j),(-0.004552288544317289+0j),(0.9638965682882591+0.014489473978820583j),(1.040355687114787-0.024213748808770842j)
