freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0028912242084185+0j),(-0.0011284873720366463+0j),(0.9981775371126766+0.0005640572193091376j),(1.0072228223230444-0.0016321239428213037j)
(794328.2347242822+0j),(1.0032638299881989+0j),(-0.0019372398343575812+0j),(0.9980088834738194+0.0005205691863112425j),(1.0082251210197901-0.0035849381251832884j)
(630957.344480193+0j),(1.0037184024339292+0j),(-0.0026988016291909266+0j),(0.997838622577327+0.0004289324147969954j),(1.0094019873374394-0.005313193474171281j)
(501187.2336272725+0j),(1.004251800836342+0j),(-0.003419797512693548+0j),(0.9976800805709116+0.0002873466846921615j),(1.0107284879310048-0.006841270726908591j)
(398107.17055349686+0j),(1.0048571995442324+0j),(-0.004108358025816648+0j),(0.9975435257097444+9.798253671358415e-05j),(1.0121755899415277-0.008199947627561906j)
(316227.7660168379+0j),(1.0055261912354574+0j),(-0.004775909552643578+0j),(0.9974346955003205-0.00013606141133535587j),(1.0137168496091555-0.009426825151217302j)
(251188.6431509582+0j),(1.0062508993401316+0j),(-0.005437915552419133+0j),(0.9973553287293933-0.000413778921716296j),(1.0153323460233574-0.010564305465871088j)
(199526.2314968879+0j),(1.0070257938808422+0j),(-0.006113854889571691+0j),(0.9973049635517429-0.0007383053251129436j),(1.0170102112927966-0.011657318513206462j)
(158489.3192461114+0j),(1.0078491070360593+0j),(-0.006826725208773311+0j),(0.9972831674057758-0.0011177056440504814j),(1.0187469210225324-0.012751720724412654j)
(125892.5411794166+0j),(1.008723809803239+0j),(-0.007602303285297917+0j),(0.9972916628036143-0.0015649051384130093j),(1.020547151163304-0.01389330003445354j)
(100000+0j),(1.0096581443864991+0j),(-0.008468117211093851+0j),(0.9973360310687407-0.00209661029082224j),(1.0224234067397262-0.015126682367381815j)
(79432.82347242821+0j),(1.0106657682632134+0j),(-0.009452605903019332+0j),(0.9974267222273949-0.002731753851609108j),(1.0243953751566781-0.016494790461321282j)
(63095.7344480193+0j),(1.0117656400096802+0j),(-0.010584510869572567+0j),(0.9975791821585497-0.003490052711589936j),(1.026489108496773-0.018038705061731417j)
(50118.72336272724+0j),(1.0129818227108571+0j),(-0.011892277567927188+0j),(0.9978132341312149-0.004390569582156678j),(1.028736408951992-0.01979753739276502j)
(39810.71705534969+0j),(1.0143433649744527+0j),(-0.013404011089221941+0j),(0.9981522765572942-0.005451682173559305j),(1.031174753843541-0.021809329807907486j)
(31622.776601683792+0j),(1.015884311934093+0j),(-0.015147241923135562+0j),(0.9986229536055207-0.0066913708439994765j),(1.0338476008991944-0.02411101733687052j)
(25118.864315095827+0j),(1.0176436988219175+0j),(-0.01714807483297251+0j),(0.9992555247765577-0.008126895916697036j),(1.0368043942287866-0.02673723548061375j)
(19952.623149688792+0j),(1.0196651793411895+0j),(-0.019430211378946613+0j),(1.000084489168634-0.009774083704282151j),(1.0400996039076742-0.029719168825755832j)
