freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(1.0035981278946633+0j),(0.0032367294359932353+0j),(0.9868540943159677+0.004084603903571992j),(1.0183614811386907+0.008692001617280839j)
(794328.2347242822+0j),(1.0037429769577801+0j),(0.002148029351399204+0j),(0.9861862929065142+0.0045892377663654255j),(1.01950622973217+0.004428087948727011j)
(630957.344480193+0j),(1.003907759321153+0j),(0.0012354474926207734+0j),(0.9853990927659242+0.005063835509793819j),(1.0208279202379558+0.0008810070021678306j)
(501187.2336272725+0j),(1.0040862137390492+0j),(0.00045746793651939993+0j),(0.9845054660949867+0.005486883963358185j),(1.0222885659397747-0.0020713469363863517j)
(398107.17055349686+0j),(1.00427197008063+0j),(-0.0002243726392394097+0j),(0.9835214179136772+0.005842467599481261j),(1.0238466268598343-0.004543431289903462j)
(316227.7660168379+0j),(1.0044602781588097+0j),(-0.0008470406333408586+0j),(0.982463509345151+0.006118978242877986j),(1.0254658965987973-0.006646081435102229j)
(251188.6431509582+0j),(1.0046492384301504+0j),(-0.0014466531466018032+0j),(0.9813478234047025+0.006307496837665124j),(1.0271210475949175-0.008486209250863267j)
(199526.2314968879+0j),(1.004840449072793+0j),(-0.0020587048626081717+0j),(0.9801896290219644+0.006400522508979274j),(1.0287998158890603-0.010165043724646043j)
(158489.3192461114+0j),(1.005039182483494+0j),(-0.0027181986012976074+0j),(0.9790032797428688+0.0063908913284364734j),(1.0305026410563782-0.011776475104185643j)
(125892.5411794166+0j),(1.00525422134688+0j),(-0.0034598809049174108+0j),(0.9778024153796536+0.006270700373464189j),(1.0322405686766167-0.013406258531324704j)
(100000+0j),(1.0054974558411418+0j),(-0.0043186771078964955+0j),(0.9766005297751156+0.006030506429592591j),(1.034032155605966-0.015132556744486929j)
(79432.82347242821+0j),(1.0057833538919685+0j),(-0.005330461680816105+0j),(0.9754116626623048+0.005658935601271359j),(1.0359001855525125-0.017028231545288236j)
(63095.7344480193+0j),(1.0061284489226188+0j),(-0.006533249865241962+0j),(0.9742508400936049+0.00514271394589661j),(1.0378690536803739-0.019164812574249006j)
(50118.72336272724+0j),(1.006551003799714+0j),(-0.007968826290752608+0j),(0.9731340265013292+0.004466720444221527j),(1.0399636375983132-0.02161781810399919j)
(39810.71705534969+0j),(1.0070709903817763+0j),(-0.00968479035164783+0j),(0.9720776411371359+0.003613699845675282j),(1.0422102576465666-0.024472641382419058j)
(31622.776601683792+0j),(1.007710477329716+0j),(-0.011736962558028143+0j),(0.9710979384392882+0.0025633560985173654j),(1.0446397486304468-0.027829890327652748j)
(25118.864315095827+0j),(1.0084944852686728+0j),(-0.014192126407378271+0j),(0.9702105720010739+0.0012908278002013035j),(1.047291860739684-0.031809340851808504j)
(19952.623149688792+0j),(1.0094524053202212+0j),(-0.017131133755911115+0j),(0.9694305053159457-0.00023532648754896873j),(1.050219874710964-0.03655251824549158j)
(15848.93192461114+0j),(1.0106201645001625+0j),(-0.020652375605023802+0j),(0.9687723213000171-0.002055579990009043j),(1.0534948505758248-0.042224745360175335j)
(12589.254117941662+0j),(1.0120433613387012+0j),(-0.02487554025682506+0j),(0.9682509758271418-0.0042223387706604165j),(1.0572098037820634-0.04901752546617917j)
(10000+0j),(1.0137815958343792+0j),(-0.029945571117814755+0j),(0.9678830653199126-0.006803409402736183j),(1.061484616828723-0.05715167472526762j)
(7943.282347242814+0j),(1.0159143669180544+0j),(-0.03603678929609754+0j),(0.9676888610930302-0.00988631980463554j),(1.0664726409836376-0.06688121925016027j)
(6309.57344480193+0j),(1.018549322476426+0j),(-0.043357031316761094+0j),(0.9676958707005177-0.01358377436852015j),(1.0723703235951485-0.07849789325420066j)
(5011.8723362727205+0j),(1.0218341068167422+0j),(-0.05215104527571436+0j),(0.9679451924750455-0.018039960297175306j),(1.07943208588287-0.09233522340010807j)
(3981.0717055349687+0j),(1.0259731252754285+0j),(-0.0627012940074777+0j),(0.9685019311437995-0.0234365883372743j),(1.0879929915967157-0.10876898769882576j)
(3162.2776601683795+0j),(1.031249944953744+0j),(-0.07532303973150258+0j),(0.9694706641497968-0.02999696411047025j),(1.09849995594455-0.12820818150247407j)
(2511.8864315095802+0j),(1.0380547710322812+0j),(-0.09034944095765157+0j),(0.9710169229292835-0.03798571904490354j),(1.1115487976195253-0.15106967028687773j)
(1995.2623149688789+0j),(1.0469144405144684+0j),(-0.10810146419658348+0j),(0.9733954422855724-0.047700262651881244j),(1.1279212819797633-0.1777304212245514j)
(1584.8931924611124+0j),(1.0585191872922757+0j),(-0.1288369347756722+0j),(0.9769841731381972-0.059447612825606j),(1.148613228949439-0.2084519193041061j)
(1258.9254117941662+0j),(1.0737354786276927+0j),(-0.15267422378079282+0j),(0.9823185963094377-0.07349843730210324j),(1.174839196608124-0.24327297354508304j)
(1000+0j),(1.0935882177142355+0j),(-0.1794912815781031+0j),(0.9901137577365818-0.09001136048595718j),(1.2079914797411806-0.2818744611560925j)
(794.3282347242813+0j),(1.1191919812460225+0j),(-0.20881198528414419+0j),(1.0012536452071024-0.10892744711507277j),(1.2495276971711327-0.32343604989396746j)
(630.957344480193+0j),(1.1516153931010449+0j),(-0.23970788143294774+0j),(1.016723192922507-0.12984876699726586j),(1.3007711261911108-0.36652650896213856j)
(501.187233627272+0j),(1.191680070122439+0j),(-0.2707579698840676+0j),(1.037463447866723-0.1519349161278657j),(1.362635115895012-0.4090842073742835j)
(398.10717055349687+0j),(1.239725201790636+0j),(-0.300111267884423+0j),(1.0641525771476412-0.1738706511448114j),(1.4353214834211918-0.44853959191156934j)
(316.227766016838+0j),(1.295400221947274+0j),(-0.3256759531593092+0j),(1.0969566512029632-0.19395981747167723j),(1.5180778963895274-0.4820986955661626j)
(251.18864315095797+0j),(1.3575612207399683+0j),(-0.34541485748362183+0j),(1.1353366026043084-0.21036540304277573j),(1.6091089638855949-0.5071486953548251j)
(199.5262314968879+0j),(1.4243249767813502+0j),(-0.3576789713675706+0j),(1.1780033324387646-0.22144775629197438j),(1.705700223786804-0.5216867966701881j)
(158.48931924611125+0j),(1.4932828578103985+0j),(-0.36148740960645104+0j),(1.223062324890668-0.22609643516408248j),(1.804541342443794-0.5246513472783023j)
(125.89254117941664+0j),(1.5618225780966637+0j),(-0.3566783599181925+0j),(1.2683120981709624-0.22394745156136375j),(1.9021657089800064-0.5160662157385605j)
(100+0j),(1.6274754483686318+0j),(-0.343899554374966+0j),(1.3116051931410322-0.21542472552496839j),(1.9953921659067495-0.49697352373211j)
(79.43282347242804+0j),(1.6882086604504785+0j),(-0.32445560588202305+0j),(1.351169168856416-0.20160966374624653j),(2.0816662998560407-0.4691957295957999j)
(63.09573444801929+0j),(1.742608796796057+0j),(-0.3000643217216468+0j),(1.3858127355087493-0.1839946856513688j),(2.1592460145975796-0.4350113409106845j)
(50.11872336272725+0j),(1.7899392626277852+0j),(-0.2725862270786592+0j),(1.4149884858208257-0.1641987460865108j),(2.2272344652808793-0.39682951883429707j)
(39.81071705534969+0j),(1.8300860619936363+0j),(-0.24378350626824896+0j),(1.4387269413337096-0.14371623183755294j),(2.2854977744559046-0.35691768715273703j)
(31.622776601683796+0j),(1.8634259689395658+0j),(-0.21514570413546125+0j),(1.4574849191589796-0.12374674685374284j),(2.3345091709439236-0.31720620326563137j)
(25.118864315095767+0j),(1.8906589055467453+0j),(-0.1877977443822147+0j),(1.4719626085734459-0.10512297198975742j),(2.375156867447734-0.27917856808226527j)
(19.95262314968879+0j),(1.9126438659319729+0j),(-0.1624851976962853+0j),(1.4829386980977644-0.08832444345517775j),(2.4085506949146698-0.24384400302402356j)
(15.848931924611108+0j),(1.9302663967455622+0j),(-0.13961636524433335+0j),(1.4911538201714805-0.07354512625404842j),(2.4358566078862984-0.2117765192902508j)
(12.589254117941664+0j),(1.9443497878466334+0j),(-0.11933466882311203+0j),(1.4972481948070495-0.06077873735023474j),(2.4581764410247056-0.1831963166923201j)
