freq,Zreal,Zimag,Zlo,Zhi
(1000000+0j),(0.9987460329814908+0j),(0.007779839497281241+0j),(0.9893768511430171+0.003935080838471694j),(1.0079106853224726+0.011159781335834973j)
(794328.2347242822+0j),(0.9990109563776898+0j),(0.005662433068475885+0j),(0.9890148701506294+0.003867169391968028j),(1.0091119114040765+0.006650514114230444j)
(630957.344480193+0j),(0.9993253590141825+0j),(0.003958317524991161+0j),(0.988600885555007+0.0038541737200525035j),(1.0104983771968576+0.003005394641294349j)
(501187.2336272725+0j),(0.9996811037248494+0j),(0.0025982596412284986+0j),(0.9881462168830514+0.0038779287291754267j),(1.0120250498016632+0.00010373736320730235j)
(398107.17055349686+0j),(1.0000660784521196+0j),(0.001526215536716839+0j),(0.987660609886344+0.003929512475135214j),(1.0136387334084989-0.0021628604102110907j)
(316227.7660168379+0j),(1.00046584429481+0j),(0.0006948409766691314+0j),(0.9871494248372907+0.004006119897340367j),(1.0152870901877957-0.0038965059345483282j)
(251188.6431509582+0j),(1.0008653389113271+0j),(6.242135277401183e-05+0j),(0.9866128985887316+0.004107439954077778j),(1.0169251038295968-0.0051944338605042426j)
(199526.2314968879+0j),(1.0012504258991155+0j),(-0.0004091141122521981+0j),(0.986046976074736+0.004232638210585777j),(1.0185186940323137-0.006148132595035679j)
(158489.3192461114+0j),(1.0016091846942594+0j),(-0.0007553519865707828+0j),(0.9854448713794305+0.004378401595998015j),(1.0200458929495364-0.006841720906332966j)
(125892.5411794166+0j),(1.0019328781966892+0j),(-0.0010099261944279151+0j),(0.9847988920592557+0.004537829608063556j),(1.0214961887184715-0.007350359077103238j)
(100000+0j),(1.002216590252865+0j),(-0.0012046738553049+0j),(0.984102394023923+0.00469999638030844j),(1.0228687345529943-0.0077393979894296635j)
(79432.82347242821+0j),(1.0024595566660583+0j),(-0.0013694889552879454+0j),(0.9833516782929748+0.0048504539050663095j),(1.0241700533011542-0.008064382325367651j)
(63095.7344480193+0j),(1.0026651908302529+0j),(-0.0015320046270554154+0j),(0.9825474352207006+0.0049724539497621135j),(1.0254117145786805-0.008371729503512204j)
(50118.72336272724+0j),(1.0028407745382046+0j),(-0.0017172317648103505+0j),(0.9816953670795723+0.005048653407396005j),(1.0266083821302303-0.008700301071546727j)
(39810.71705534969+0j),(1.0029968041665043+0j),(-0.001947253518596264+0j),(0.9808059510143243+0.005062737312927843j),(1.0277765516827113-0.009083270998416154j)
(31622.776601683792+0j),(1.0031460519723665+0j),(-0.002241178927095806+0j),(0.979893627047539+0.005000698010472964j),(1.0289340372266684-0.009549826596810277j)
(25118.864315095827+0j),(1.0033024729463356+0j),(-0.0026154591522620507+0j),(0.9789756816076265+0.004851713559832587j),(1.0300998384895481-0.010126489432676073j)
(19952.623149688792+0j),(1.0034801184666229+0j),(-0.0030846231747064055+0j),(0.9780708319829934+0.004608721237355608j),(1.0312938083497316-0.010837870648322177j)
