freq,Zreal,Zimag,Zlo,Zhi
(999.040405+0j),(0.11233946715830508+0j),(0.0031741383208286726+0j),(0.11047054677992416+0.0037471741392405846j),(0.1142354060470789+0.002569795375690205j)
(631.009521+0j),(0.11286477571724186+0j),(0.0010219940026581194+0j),(0.11073898636022755+0.0016956302712343304j),(0.11502939131181453+0.0002866619948912663j)
(397.582581+0j),(0.11355698941288836+0j),(-0.00045722604920527357+0j),(0.11118013030100006+0.0002686956816630149j),(0.11600326519745127-0.0012743378462323238j)
(251.044281+0j),(0.11436849554169339+0j),(-0.001441863693996417+0j),(0.11175556545633578-0.0006881281445579156j),(0.11709397518262414-0.0023016087311503296j)
(158.629395+0j),(0.11524275594626156+0j),(-0.002081582568438373+0j),(0.11240661150823446-0.0013052720731754858j),(0.1182324901350668-0.0029631912557678683j)
(99.9040375+0j),(0.11614304714218282+0j),(-0.0025001205412927587+0j),(0.11309140848631496-0.0016928001032310708j),(0.1193801710074257-0.0034065616738218766j)
(63.00402070000001+0j),(0.11704084719461333+0j),(-0.0027880669530158733+0j),(0.11378060623275131-0.001928117491668804j),(0.12051186434959045-0.0037438344504359053j)
(39.7582626+0j),(0.11793217470648307+0j),(-0.0030157455132931808+0j),(0.11446392255780145-0.002064545167001056j),(0.12163436210114585-0.004063597863319205j)
(25.1044273+0j),(0.1188122620132123+0j),(-0.0032402349729931806+0j),(0.11512423487180438-0.0021388005366140676j),(0.1227548637428192-0.0044424169616084615j)
(15.8361454+0j),(0.11968381447473357+0j),(-0.003530266555008846+0j),(0.1157427259409716-0.002195900921591226j),(0.12389368240237544-0.0049768013170309565j)
(9.9904108+0j),(0.1205741080103913+0j),(-0.003976634691265824+0j),(0.1163133012863903-0.0023010777982732968j),(0.12511015100762707-0.005794691299457692j)
(6.30040264+0j),(0.12157942345804942+0j),(-0.004679919992240974+0j),(0.11687268717197107-0.0025331277452888164j),(0.1265669027159529-0.007035209617184474j)
(3.98190546+0j),(0.12288515416935883+0j),(-0.005686051749097199+0j),(0.11751795546556967-0.0029553986472353007j),(0.12855756942817761-0.008745519216483252j)
(2.51044273+0j),(0.12477419836242128+0j),(-0.006894508518742095+0j),(0.11843457094952092-0.003557269825893222j),(0.13150872557279958-0.010746585816388383j)
(1.58083737+0j),(0.1274241510547641+0j),(-0.007917151521538168+0j),(0.11979689513432305-0.004125966140338542j),(0.135668331135814-0.012432689928158523j)
(0.998529792+0j),(0.13058729221717724+0j),(-0.008216419343720388+0j),(0.12150326067166121-0.004278317710589679j),(0.14064624354687796-0.012993011027500143j)
(0.63065052+0j),(0.1336353661068772+0j),(-0.007580731372287189+0j),(0.12312122913110402-0.003841590014637916j),(0.14549928709182172-0.012096115175545813j)
(0.39697656+0j),(0.1359849344579051+0j),(-0.006349906518892135+0j),(0.1242563099948558-0.003081723774284228j),(0.14932346348488515-0.010216011954839226j)
(0.250400603+0j),(0.13748633711629615+0j),(-0.005131509816584402+0j),(0.12488491352387905-0.0024197512185220593j),(0.1518243708933922-0.008266337562818634j)
(0.158038959+0j),(0.1384023723113127+0j),(-0.004316705635873242+0j),(0.1252328963525246-0.00205469362207286j),(0.15335853952861736-0.0068853934936551325j)
(0.0997458994+0j),(0.13904254548594416+0j),(-0.004039271990396417+0j),(0.1254897362073687-0.002008514066279291j),(0.15439971990761842-0.006321919800976698j)
(0.0630518198+0j),(0.13964300312400352+0j),(-0.004320914527167778+0j),(0.1257675972053055-0.002266969748100426j),(0.15532790284444747-0.006627914915405304j)
(0.039762307+0j),(0.14040898501020435+0j),(-0.005177884609624199+0j),(0.12616141958539057-0.0028433154028985686j),(0.15646797934219384-0.007826694420409633j)
(0.0250390954+0j),(0.1415686686930893+0j),(-0.006625379767973935+0j),(0.12679787940949339-0.00376428869481557j),(0.15816189763305477-0.009940457815536867j)
(0.0158327222+0j),(0.14339132769629015+0j),(-0.008588355469723705+0j),(0.12785412816124278-0.005000923251953973j),(0.1608010272376038-0.012874042156956048j)
(0.009981217790000002+0j),(0.14622184993458515+0j),(-0.010879741530516742+0j),(0.12957588320372024-0.006427995792361637j),(0.16489279841502388-0.01640194993260667j)
(0.00629552873+0j),(0.15026375198436093+0j),(-0.013026597392599624+0j),(0.13211131595664716-0.007685553846021643j),(0.17078616583862927-0.019910725733550596j)
