freq,Zreal,Zimag,sigma_im
0.031622776601683784,2.002660072682194,0.000763732749646806,2.394751497902803e-05
0.039810717055349686,2.001714949121882,0.0007120356949599227,2.2252530477828714e-05
0.05011872336272714,2.001026010004786,-0.00031753843313708785,2.1885385006470415e-05
0.0630957344480193,2.00016287759468,-0.0014509631323562644,2.1800912492153657e-05
0.07943282347242805,1.999401613650126,-0.0022914055989531334,2.12345930350466e-05
0.1,1.999077634349418,-0.003040645689907251,2.0841979662122867e-05
0.12589254117941662,1.9991461441596503,-0.004181764446457237,2.0813068882574726e-05
0.1584893192461111,1.999154904703106,-0.00601489587506876,2.0726996410758147e-05
0.1995262314968879,1.9985730361532013,-0.008378664632346045,2.0504770589013788e-05
0.2511886431509577,1.997210772813552,-0.010739986279531877,2.0387165022839326e-05
0.31622776601683794,1.9954261174437788,-0.012586669020038244,2.0391280330045447e-05
0.3981071705534969,1.9939637466958546,-0.013860122538972064,2.0337821631244424e-05
0.5011872336272715,1.9935151839677652,-0.015138818967443513,2.0242810222725893e-05
0.6309573444801929,1.9942744902081921,-0.017442962418044772,2.0221784396312614e-05
0.7943282347242805,1.9957723803122986,-0.021775909136977134,2.021427979315149e-05
1.0,1.9970957200934178,-0.0286920107187143,2.0186506702657425e-05
1.2589254117941662,1.9973493955756327,-0.03816864823602373,2.0151668152834645e-05
1.584893192461111,1.9960549995856938,-0.04986572233656261,2.0146547377919433e-05
1.9952623149688788,1.9932142577528684,-0.06360123958074837,2.0137976328271634e-05
2.5118864315095766,1.9889776617582775,-0.0797217486478985,2.0139144613295912e-05
3.1622776601683795,1.983115735536605,-0.09910132219329171,2.0114290968820114e-05
3.981071705534969,1.9746256866682073,-0.12272993951273747,2.012506255866242e-05
5.011872336272715,1.9617318540182853,-0.15110605044810654,2.0114288361128274e-05
6.30957344480193,1.9423035743787869,-0.18376557319061249,2.0106546109843748e-05
7.943282347242805,1.9144729975845458,-0.21918827082117787,2.009695791826971e-05
10.0,1.877143323601911,-0.2550899172319987,2.009945351133524e-05
12.589254117941664,1.8301863012378452,-0.2888940642628768,2.0097076280478632e-05
15.848931924611108,1.7743500263345617,-0.3181232573615489,2.0093487336225735e-05
19.95262314968879,1.7110713006756688,-0.34058045546908033,2.009096006361233e-05
25.118864315095767,1.6423877557319404,-0.35440034998237024,2.009077093845235e-05
31.622776601683796,1.570978850705354,-0.35817166784136134,2.0084972405243207e-05
39.81071705534969,1.500164136969194,-0.3512646429335291,2.0084559452016038e-05
50.11872336272725,1.433618086870106,-0.33428201122342216,2.008784692009158e-05
63.09573444801929,1.3747015710331496,-0.30934562742004346,2.009452079221319e-05
79.43282347242804,1.3255864465075982,-0.27990381654035446,2.00979937474699e-05
100.0,1.286576046367046,-0.2499535228980676,2.009798527780049e-05
125.89254117941664,1.2560267360148767,-0.22290948189402116,2.0105710881068717e-05
158.48931924611125,1.2310151054666427,-0.200609499499933,2.010899577342684e-05
199.5262314968879,1.2085058800407749,-0.18294155011608382,2.0105412669835232e-05
251.18864315095797,1.1864878094060571,-0.16828930661085906,2.0114048851382904e-05
316.227766016838,1.1645411325342305,-0.15457199623824636,2.0125469617937597e-05
398.10717055349687,1.1435962980189374,-0.14034526750856458,2.012551361119108e-05
501.187233627272,1.125073270281507,-0.1254150001709604,2.0124781553221283e-05
630.957344480193,1.1099061626819346,-0.11070336307375328,2.0127301134209574e-05
794.3282347242813,1.097981107154336,-0.09752521867858377,2.0134485893663623e-05
1000.0,1.0882445428709364,-0.08673878671220336,2.013282998092336e-05
1258.9254117941662,1.0793448482745707,-0.07825934803327073,2.0128299713206843e-05
1584.8931924611124,1.0703856719754439,-0.07117338246871441,2.014079496959198e-05
1995.2623149688789,1.0613483838302644,-0.06432783522222962,2.0146290331979344e-05
2511.8864315095802,1.0529726014575629,-0.05701274910961729,2.014082527423966e-05
3162.2776601683795,1.046211116725652,-0.04934075208984723,2.0144172058422782e-05
3981.0717055349687,1.041602112199086,-0.042137418684433214,2.0155052549597485e-05
5011.8723362727205,1.038910411378326,-0.03644673475810123,2.0175884102968666e-05
6309.57344480193,1.0372030807600845,-0.03295221405096527,2.0171379262023947e-05
7943.282347242814,1.0352741300620678,-0.031620343700524245,2.0183362924086623e-05
10000.0,1.0321663975724142,-0.03171507106162608,2.0219537645971286e-05
12589.254117941662,1.0275319545373318,-0.03212424456614826,2.024179518400615e-05
15848.93192461114,1.0216975445477183,-0.031802303605218185,2.0249621034196252e-05
19952.623149688792,1.0154630288043598,-0.03012425989982148,2.027393698256219e-05
25118.864315095827,1.0097658158566776,-0.027032449794205604,2.036209524902688e-05
31622.776601683792,1.0053573102175242,-0.02298037513901363,2.0412909687905767e-05
39810.71705534969,1.002586291871419,-0.01871835179554182,2.0415319905708884e-05
50118.72336272724,1.0013233112457214,-0.015036923290608684,2.0521377621207648e-05
63095.7344480193,1.0010252766015144,-0.012504791220635525,2.0747855483449484e-05
79432.82347242821,1.0009269663899794,-0.011257700005444349,2.0842273865895322e-05
100000.0,1.0003292556263623,-0.01093575678896741,2.086137302015345e-05
125892.5411794166,0.9989155486224468,-0.010778081752505386,2.125919568030099e-05
158489.3192461114,0.9969835325840541,-0.009906504250466242,2.1820448985465646e-05
199526.2314968879,0.9954685493470032,-0.00775322978006443,2.1895024939766472e-05
251188.6431509582,0.9956901508762168,-0.004445553698133153,2.2268810731418398e-05
316227.7660168379,0.9988692488910279,-0.0009602961290511303,2.3956836049165986e-05
398107.17055349686,1.0055895878836685,0.0010557966634223703,2.499318508952797e-05
501187.2336272725,1.015443360452365,-0.00015127296774153365,2.5327937844821236e-05
630957.344480193,1.0270551390719433,-0.005686189530024421,3.190173134370866e-05
794328.2347242822,1.0385206101877413,-0.015319295868266636,3.619280480293696e-05
1000000.0,1.0480872615292294,-0.02715474550586805,7.142384407998748e-05
