,Freq,Zreal,Zimag,Zmod,Zphz
29,11660.16,25182.844838101737,-111810.19380078692,114611.06016397125,-77.30715461278061
30,10019.53,28330.583556897436,-127907.59551163188,131007.5377764256,-77.51103645061369
31,8613.280999999999,32005.58068271703,-146329.48380555463,149788.7680222986,-77.66240514029887
32,7349.536999999999,36572.06738739538,-168579.4017399557,172500.81392268726,-77.75977283894619
33,6307.871,41827.99137242208,-193261.37314370592,197736.0341759745,-77.7877074845014
34,5381.944,48408.302000757045,-222777.277580915,227976.04941958387,-77.74051646184148
35,4630.335,55973.35557193739,-254917.19245560147,260990.02192311623,-77.6158287312676
36,3993.0559999999996,65019.34499493694,-291072.176296255,298245.7494037573,-77.40806078807773
37,3414.3520000000003,76775.63514140215,-334830.1277702034,343519.59567683534,-77.08548173950999
38,2915.3959999999997,91558.33276668686,-385495.07409946504,396218.8542383709,-76.63932392810976
39,2519.531,108547.99177553292,-438816.86601964466,452043.0382406126,-76.10593082510174
40,2141.2039999999997,132340.54086799762,-506483.17021626135,523487.55521936575,-75.3564095839841
41,1841.5179999999998,160222.5723276869,-577668.5617079451,599476.6383012993,-74.49807493549355
42,1580.6689999999999,195774.2327896833,-658744.0124554603,687219.9241656987,-73.4484094234166
43,1362.645,239193.9864773939,-746584.4868647314,783965.6619993136,-72.23535445718412
44,1171.875,294496.8265426647,-845093.3138125823,894936.3608069749,-70.78765397479579
45,1000.702,367297.4876169167,-957767.4167383171,1025780.6144470114,-69.01851061449824
46,857.4695,456410.75018226873,-1076179.9310848098,1168962.7953667506,-67.01807095946499
47,734.1868,567046.2566318155,-1200964.1229584482,1328102.5117789325,-64.7252304639291
48,628.811,701507.1060371469,-1327630.3100682124,1501570.664348645,-62.148457202679566
49,542.7632,853370.4082000981,-1445264.0156637633,1678400.7651821864,-59.43985392861894
50,463.5989,1042729.4471111402,-1562134.6341646882,1878177.1256006577,-56.27677375175913
51,400.1524,1242925.1464482886,-1656330.3201246879,2070819.4148785283,-53.11510827971068
52,341.7969,1478227.3675479086,-1734547.3980887136,2278993.3800658453,-49.56148224815244
53,292.9687,1722569.516967989,-1783153.240132224,2479290.4667628966,-45.99005152270282
54,252.0161,1966767.3502622708,-1801410.8886436727,2667068.6154993577,-42.48733939739664
55,215.0229,2221016.244715989,-1789847.784773157,2852449.5178617435,-38.864258514657685
56,184.5472,2454834.503492071,-1752237.4425800247,3016048.490113272,-35.51888378326602
57,158.0056,2675493.5331149665,-1693040.8253270865,3166173.223619363,-32.32545300093384
58,136.5291,2864618.0664605405,-1623913.786094978,3292891.229810279,-29.54832261118194
59,116.219,3051474.454593571,-1539152.135602001,3417672.5477384944,-26.766203835504864
60,99.73404000000001,3208918.6572420397,-1455694.8516228134,3523663.782178603,-24.400959425782997
61,86.00917,3344683.687851659,-1375938.722434224,3616644.347966067,-22.361326162603934
62,73.8189,3470114.660598068,-1297202.8740032387,3704649.92327479,-20.49681538266909
63,62.91946,3587891.532267961,-1220449.5764505023,3789784.006507277,-18.786141333800042
64,53.87931,3691527.4294145624,-1152136.2865078943,3867142.715857315,-17.333292518931238
65,46.41089,3783016.6749469927,-1092415.7475835136,3937586.48520835,-16.107047339631333
66,39.724579999999996,3871242.5671542613,-1036382.5395848308,4007568.8118987326,-14.987380938146321
67,34.21533,3950071.707265208,-988473.8551236462,4071872.671732268,-14.049292830559299
68,29.296879999999998,4026801.113413433,-944656.8726115581,4136121.8325818107,-13.202416763676487
69,25.201610000000002,4096853.641255687,-907924.1994453575,4196252.627024316,-12.495649144689684
70,21.50229,4166699.5521738073,-875372.1099683591,4257659.156038194,-11.864588801510273
71,18.38235,4232295.104497866,-849506.5578693962,4316709.77057987,-11.349596987341236
72,15.782829999999999,4293506.667597981,-830420.1746873388,4373076.396684155,-10.946587623051734
73,13.62645,4350665.683517407,-817771.4784688908,4426854.64870185,-10.645373036913773
74,11.71875,4408091.573271122,-810720.9610671184,4482024.073458048,-10.421183283110203
75,9.973403999999999,4468780.195310492,-809901.9744828569,4541578.760989455,-10.272530761622985
76,8.585165,4525164.621528478,-815416.7839200469,4598045.169790254,-10.214853585607827
77,7.358713000000001,4583769.822381893,-827435.5898206197,4657853.093419836,-10.232508628852095
78,6.2751,4645648.570995774,-846657.5888626248,4722168.963302113,-10.328652675220178
79,5.387931,4706730.208075276,-871568.1810420397,4786746.321439361,-10.490905904242606
80,4.650298,4768018.174783556,-901733.7139427004,4852537.584184919,-10.709366677965455
81,3.9859690000000003,4835164.289500064,-939820.0088950867,4925654.81490291,-10.999535037865513
82,3.40414,4907653.205495716,-985801.0716434523,5005683.144013988,-11.357863234597296
83,2.929687,4980711.686780371,-1036239.2058885082,5087364.799053731,-11.752753121190707
84,2.5161029999999998,5059450.336643802,-1094207.186045713,5176420.295431889,-12.20341115441438
85,2.1433470000000003,5148145.827496009,-1162933.3881506557,5277861.264417636,-12.729108637901891
86,1.84402,5237341.8626352,-1234775.999661448,5380931.290720137,-13.26602028578626
87,1.587906,5332400.519466411,-1313518.3627151025,5491796.226117227,-13.838046732446035
88,1.362645,5436946.765053951,-1401926.311053391,5614782.943948448,-14.45886480144276
89,1.171875,5547973.184754771,-1497160.9873781244,5746433.457448632,-15.1019535417572
90,0.997765,5675988.4243878145,-1607933.2947382284,5899346.919287948,-15.816732396736993
91,0.8616728000000001,5802225.095273739,-1717556.1005896158,6051100.314397123,-16.48963868311685
92,0.7325363,5953693.770072219,-1848933.3391209014,6234181.90304947,-17.25230212515761
93,0.6290258000000001,6108138.347164386,-1982125.7023933062,6421695.754875673,-17.97854216949095
94,0.5425346999999999,6270703.213769141,-2120963.299201395,6619683.082424255,-18.68727077204299
95,0.4650298,6454687.144057422,-2275894.8498931783,6844171.498101903,-19.422430533591264
96,0.39859690000000003,6655102.017062218,-2441485.6814850527,7088810.562457015,-20.146028953094834
97,0.3426535,6869393.882773665,-2614375.6239022645,7350070.218681084,-20.835981920071074
98,0.29296869999999997,7111834.931828258,-2804262.0173477423,7644742.085872607,-21.51977441447921
99,0.25147529999999996,7370427.00346162,-2999607.514548309,7957439.2523406,-22.14528093822364
100,0.2162131,7650204.418731611,-3202116.817088567,8293321.394873232,-22.712536604933113
101,0.18483829999999998,7968474.524593532,-3420830.3439778117,8671716.467423014,-23.23363057914721
102,0.1587906,8306817.594503776,-3639292.7673789295,9069050.137420902,-23.65866557567196
103,0.1359484,8686390.43969259,-3866751.2080944497,9508161.955713771,-23.99626218356264
104,0.11672060000000001,9095196.766993254,-4090566.8702493664,9972729.89458284,-24.215843529809074
105,0.10016030000000001,9544225.067994073,-4310885.040514892,10472629.181875082,-24.307490315971666
