,Freq,Zreal,Zimag,Zmod,Zphz
59,116.219,3065786.3631165447,-1548761.2541270345,3434779.0971991946,-26.801803488894677
60,99.73404000000001,3226236.481769216,-1459997.586398702,3541213.74511461,-24.34860298008868
61,86.00917,3362722.7973044417,-1374401.9024836519,3632751.739530475,-22.23066812360152
62,73.8189,3486614.0798664927,-1289858.509982662,3717554.6690933765,-20.301746145385508
63,62.91946,3600678.4536800277,-1208177.9048583815,3797970.4022785095,-18.5487522950824
64,53.87931,3699310.4327920964,-1136827.79092036,3870048.462793885,-17.082613373408794
65,46.41089,3785419.0589072304,-1076088.5772869939,3935398.846077186,-15.868965717586923
66,39.724579999999996,3868201.754877574,-1020956.3686391509,4000667.0347709246,-14.785231135471077
67,34.21533,3942581.7340944735,-975529.2344698911,4061478.5506414776,-13.897793841594003
68,29.296879999999998,4015954.9533972065,-935508.0704956803,4123477.8449360086,-13.113074333127372
69,25.201610000000002,4084225.3786611776,-903109.360610921,4182882.195439301,-12.468685713760536
70,21.50229,4153797.5123832077,-875235.9387965843,4245005.503228714,-11.898593560540773
71,18.38235,4220576.394056563,-853583.2004802981,4306027.0991030345,-11.433465817751518
72,15.782829999999999,4284034.5352245085,-837829.8234641588,4365193.08989674,-11.065683195542906
73,13.62645,4344049.298198877,-827466.4665696861,4422156.154918036,-10.78466067060471
74,11.71875,4404761.818062362,-821728.6974972743,4480754.928151127,-10.567320035794697
75,9.973403999999999,4468987.880959449,-821182.1717074692,4543808.186894846,-10.412023089154415
76,8.585165,4528385.660608412,-826019.2909177942,4603105.968818469,-10.337623336393351
77,7.358713000000001,4589585.425652634,-836588.4933229628,4665208.964936454,-10.33044414005982
78,6.2751,4653446.436248549,-853742.8362886539,4731114.093482477,-10.396135856105513
79,5.387931,4715678.444281826,-876366.6034789607,4796419.666121545,-10.527804709778014
80,4.650298,4777368.978589567,-904245.0582832405,4862192.250725961,-10.717968584690464
81,3.9859690000000003,4844225.500967864,-940053.0164456682,4934594.246536989,-10.98211659908212
82,3.40414,4915745.844515769,-984010.8444719763,5013265.8566958625,-11.319589179992674
83,2.929687,4987360.166630842,-1032960.0288763682,5093208.011946133,-11.70140329639632
84,2.5161029999999998,5064244.814373156,-1089964.674824586,5180212.209192869,-12.146337644830904
85,2.1433470000000003,5150723.625746793,-1158358.3257105802,5279370.026771112,-12.674512513884741
86,1.84402,5237755.970685723,-1230573.3283624444,5380371.578704483,-13.221448201660591
87,1.587906,5330742.453746054,-1310355.4758402917,5489430.442335082,-13.81013157639787
88,1.362645,5433412.651557321,-1400497.2240858302,5611003.966918511,-14.453744751009367
89,1.171875,5542988.320759992,-1498049.0565028803,5741852.532046678,-15.123468871425233
90,0.997765,5670057.342017694,-1611853.7938471413,5894711.436067773,-15.869109297855692
91,0.8616728000000001,5796100.357574894,-1724615.4691886897,6047237.209804552,-16.570244577930307
92,0.7325363,5948213.923280912,-1859688.2934226827,6232149.663302886,-17.36167162177648
93,0.6290258000000001,6104148.960267711,-1996329.3802189115,6422302.198079954,-18.11005685874933
94,0.5425346999999999,6268985.3864743225,-2138245.1830105847,6623614.5901234755,-18.833643218584637
95,0.4650298,6456126.42085795,-2295802.7983551035,6852173.294002072,-19.575419911500447
96,0.39859690000000003,6660322.967950303,-2463091.8297897344,7101177.606522969,-20.295183785416853
97,0.3426535,6878621.390187889,-2636408.1612089053,7366551.447050329,-20.970612343944453
98,0.29296869999999997,7125018.649774864,-2825104.643891748,7664666.138102713,-21.62856739435252
99,0.25147529999999996,7386573.7417174,-3017424.841353074,7979118.016112032,-22.220077770471587
100,0.2162131,7667488.671579502,-3214993.3670327775,8314238.683058404,-22.748401838659497
101,0.18483829999999998,7983789.619479563,-3426613.846010976,8688071.082684794,-23.228835946202324
102,0.1587906,8315645.2600525785,-3636716.4660018743,9076103.940850616,-23.621406082800746
103,0.1359484,8682074.291462878,-3855064.1653197347,9499470.181079205,-23.942451341901204
104,0.11672060000000001,9069553.662642226,-4071013.601088255,9941325.634933833,-24.173686909925244
105,0.10016030000000001,9486721.473983683,-4287071.174477652,10410420.912719155,-24.31831967015491
