,Freq,Zreal,Zimag,Zmod,Zphz
95,0.4650298,6451140.423352348,-2279502.413456111,6842027.770680483,-19.460797773853844
96,0.39859690000000003,6652252.809952635,-2445245.9964788826,7087432.217017581,-20.18250101066002
97,0.3426535,6867291.696529538,-2618213.6116692834,7349471.937598909,-20.869775045389748
98,0.29296869999999997,7110582.39006195,-2808089.6465975945,7644981.9744187575,-21.54990456792028
99,0.25147529999999996,7370087.732642081,-3003314.2279724763,7958523.0752183655,-22.170918814462766
100,0.2162131,7650861.066012943,-3205566.9555635587,8295259.7643493805,-22.732767743987658
101,0.18483829999999998,7970270.148155733,-3423828.855839787,8674549.57151457,-23.247151132949664
102,0.1587906,8309822.277613055,-3641621.439433584,9072736.797331693,-23.664521067563815
103,0.1359484,8690732.740023915,-3868090.447130794,9512673.612907577,-23.9929951183043
104,0.11672060000000001,9100930.845756877,-4090553.2563141435,9977954.109034138,-24.20226662344162
105,0.10016030000000001,9551388.588264415,-4309037.879987455,10478398.322987845,-24.28216174394684
