freq,Zimag
0.01,-0.03324819543092872
0.01258925411794166,-0.0015610180743124147
0.01584893192461111,0.018312039832949267
0.019952623149688792,0.028505002117299227
0.02511886431509577,0.031229715562858473
0.031622776601683784,0.028653826289996687
0.039810717055349686,0.02278752234087733
0.05011872336272714,0.015385493274834516
0.0630957344480193,0.00786944439846593
0.07943282347242805,0.0012751161689266155
0.1,-0.003773916835257296
0.12589254117941662,-0.007065182371547962
0.1584893192461111,-0.008770314774665167
0.1995262314968879,-0.009395092194836252
0.2511886431509577,-0.009710927950322912
0.31622776601683794,-0.010673192882904914
0.3981071705534969,-0.013332456242665103
0.5011872336272715,-0.018744809592135425
0.6309573444801929,-0.027887172082955658
0.7943282347242805,-0.04158269802360337
1.0,-0.060440426840614236
1.2589254117941662,-0.08481195808428765
1.584893192461111,-0.11476654622344995
1.9952623149688788,-0.15008464807760902
2.5118864315095766,-0.1902686490971064
3.1622776601683795,-0.23456851593164174
3.981071705534969,-0.28201930942327635
5.011872336272715,-0.33148717276151274
6.30957344480193,-0.38172017495867294
7.943282347242805,-0.43140091553686943
10.0,-0.4791978748216934
12.589254117941664,-0.5238134821070162
15.848931924611108,-0.5640272821731287
19.95262314968879,-0.5987334932240174
25.118864315095767,-0.6269726412932641
31.622776601683796,-0.6479574776695927
39.81071705534969,-0.6610935502097846
50.11872336272725,-0.6659948840838297
63.09573444801929,-0.6624950383774149
79.43282347242804,-0.6506535529317716
100.0,-0.6307575546145472
125.89254117941664,-0.6033179256644416
158.48931924611125,-0.5690591899148103
199.5262314968879,-0.5289025409613259
251.18864315095797,-0.48394105350143946
316.227766016838,-0.43540697022262975
398.10717055349687,-0.38463119941843615
501.187233627272,-0.3329958654580878
630.957344480193,-0.2818815257262486
794.3282347242813,-0.23261137626786876
1000.0,-0.18639531816302224
1258.9254117941662,-0.14427721066203958
1584.8931924611124,-0.10708883876168329
1995.2623149688789,-0.0754138958745898
2511.8864315095802,-0.04956486487435541
3162.2776601683795,-0.02957497881902782
3981.0717055349687,-0.01520634359030737
5011.8723362727205,-0.005974252022951987
6309.57344480193,-0.00118639420998079
7943.282347242814,5.417959073383827e-06
10000.0,-0.001455545683938908
12589.254117941662,-0.004596450205099245
15848.93192461114,-0.008480745175575066
19952.623149688792,-0.012269194910459191
25118.864315095827,-0.015272130519178972
31622.776601683792,-0.01698874287490071
39810.71705534969,-0.017130957845665762
50118.72336272724,-0.015630203652790442
63095.7344480193,-0.012626846770672273
79432.82347242821,-0.008443485258339933
100000.0,-0.0035444164047930826
125892.5411794166,0.001515463714440557
158489.3192461114,0.006147881418428369
199526.2314968879,0.009790443640895319
251188.6431509582,0.011437604315460703
316227.7660168379,0.012970156591791238
398107.17055349686,0.01048658180457096
501187.2336272725,0.007457312731503407
630957.344480193,0.0015434317924700736
794328.2347242822,-0.005281519333493634
1000000.0,-0.0114752318063438
