freq,Zimag
0.01,-0.0007859376714804966
0.01258925411794166,-0.0009810704918891133
0.01584893192461111,-0.0011524855831339664
0.019952623149688792,-0.0013320665448190994
0.02511886431509577,-0.0016651257865305524
0.031622776601683784,-0.0022358015580721258
0.039810717055349686,-0.002995983646087552
0.05011872336272714,-0.0038147064133227104
0.0630957344480193,-0.004599208645231556
0.07943282347242805,-0.005401333846748457
0.1,-0.006435583971324377
0.12589254117941662,-0.007992515566911607
0.1584893192461111,-0.01030142382660415
0.1995262314968879,-0.013436099813588953
0.2511886431509577,-0.01733837999017851
0.31622776601683794,-0.021961968100185913
0.3981071705534969,-0.02745524078636663
0.5011872336272715,-0.034261874877302034
0.6309573444801929,-0.043057560588749766
0.7943282347242805,-0.054547118346818024
1.0,-0.0692566066109066
1.2589254117941662,-0.08749184860789683
1.584893192461111,-0.1095513437230693
1.9952623149688788,-0.13610354560660198
2.5118864315095766,-0.16846405956312083
3.1622776601683795,-0.2084588315065048
3.981071705534969,-0.2577077927380742
5.011872336272715,-0.31647540103222127
6.30957344480193,-0.3825618551836669
7.943282347242805,-0.4508625910257251
10.0,-0.5140638942611986
12.589254117941664,-0.5644904490472982
15.848931924611108,-0.5965549980319338
19.95262314968879,-0.6088589473110915
25.118864315095767,-0.6049885192514921
31.622776601683796,-0.5925008674585115
39.81071705534969,-0.5803331159040681
50.11872336272725,-0.5755666152399499
63.09573444801929,-0.5808084624532057
79.43282347242804,-0.5932397309479711
100.0,-0.6057062922081968
125.89254117941664,-0.6093922116660906
158.48931924611125,-0.5969923598640889
199.5262314968879,-0.5651576336495054
251.18864315095797,-0.5153645919272094
316.227766016838,-0.4530593401668739
398.10717055349687,-0.3856147237293044
501.187233627272,-0.3200241080667183
630.957344480193,-0.2612041440897883
794.3282347242813,-0.2113789571194502
1000.0,-0.17049501179462823
1258.9254117941662,-0.13722122593753738
1584.8931924611124,-0.10997071002020675
1995.2623149688789,-0.08753474769946479
2511.8864315095802,-0.06921419721584243
3162.2776601683795,-0.054600694611508516
3981.0717055349687,-0.04327681687755103
5011.8723362727205,-0.03465394477825612
6309.57344480193,-0.028016177808240172
7943.282347242814,-0.02269363544837688
10000.0,-0.01822571254160721
12589.254117941662,-0.014410289475563332
15848.93192461114,-0.011224988798858249
19952.623149688792,-0.008687935106536315
25118.864315095827,-0.006750324029781041
31622.776601683792,-0.0052770242173210136
39810.71705534969,-0.004106661874175188
50118.72336272724,-0.0031325615800597006
63095.7344480193,-0.002340839015232632
79432.82347242821,-0.001777015777406632
100000.0,-0.0014704628501931438
125892.5411794166,-0.001363923454846372
158489.3192461114,-0.0013121888787281932
199526.2314968879,-0.0011518544970385847
251188.6431509582,-0.0008062882425292628
316227.7660168379,-0.0003571428624127293
398107.17055349686,-1.570158246977371e-05
501187.2336272725,1.417001340087154e-05
630957.344480193,-0.000247201232923544
794328.2347242822,-0.00034611859473443474
1000000.0,0.0007064460028232133
