tau,fbp,fbp_lo,fbp_hi
-22.3068900043229,3.87609080854925e-09,2.81423561520567e-10,1.19155169310053e-08
-20.721322254206,6.05805713299099e-08,6.7192368986035e-09,1.55641069428038e-07
-19.203225472179,6.76537600530607e-07,1.08599377470427e-07,1.49370558648513e-06
-17.7525996582422,5.55499643198478e-06,1.22828455366947e-06,1.1061487856438e-05
-16.3694448123955,3.44644444414312e-05,1.00796140253083e-05,6.46938797796004e-05
-15.0537609346388,0.000165830753600947,6.24949559593018e-05,0.000294345570857837
-13.8055480249723,0.000634342872242755,0.000295260317909335,0.00109129602550991
-12.6248060833958,0.00197494687039526,0.00108175836207774,0.00336517213816557
-11.5115351099094,0.00511698987986966,0.00314205401937264,0.00863171721409152
-10.4657351045131,0.0112669190879992,0.00732807034371258,0.0187149844121408
-9.48740606720683,0.0215020178494311,0.014284818875318,0.0351518415374919
-8.57654799799068,0.036227377444652,0.024622420625932,0.0582741828100485
-7.73316089686462,0.0548184410533318,0.0377234124282384,0.0868332555327771
-6.95724476382864,0.0756911851746811,0.0523236833768261,0.117825551382231
-6.24879959888277,0.0967693367522123,0.0670504245470325,0.148099538117324
-5.60782540202695,0.116090668840609,0.0807774109971535,0.174744295713289
-5.03432217326123,0.132271253478738,0.0922635284506041,0.19617588273696
-4.52828991258559,0.144687832428989,0.101055054755816,0.211866701461817
-4.08972862000004,0.153403398322418,0.107458922713851,0.222016040613383
-3.82684289667845,0.157520610259,0.110505707730979,0.226309227445948
-3.71863829550457,0.158950078061433,0.111564530368124,0.227683774242816
-3.47212077477766,0.161596924301196,0.113707922065138,0.229765837182448
-3.41501893909919,0.162085587232713,0.114132217066361,0.23010276358599
-3.17887055078389,0.163595254574358,0.115623625335446,0.230895120635239
-3.13249321125562,0.163793851077002,0.115823602982514,0.231077599832655
-3.01019313055868,0.164162245369658,0.116241800715578,0.231393635497099
-2.90898667842356,0.164296919673642,0.116515013660223,0.231212178689637
-2.87525119437851,0.164307741621857,0.116586655965195,0.231115014649901
-2.84151571033347,0.164301648309464,0.116614661475041,0.231028795525485
-2.80796020611234,0.164278909622338,0.116665196356243,0.230936365899182
-2.74030925819834,0.164183038233506,0.116725144525146,0.230588630610337
-2.57163183797313,0.16366257845553,0.116626432365904,0.229186604123222
-2.49852175934782,0.163319954201484,0.116515387264421,0.228364418328294
-2.33548344965783,0.162339146112129,0.116028719643797,0.22643378242413
-2.20417787096205,0.161392635151355,0.115503987741276,0.22446272241627
