tau,ftp,ftp_lo,ftp_hi
-16.6255559365895,6.70155806148376e-10,6.17018965984667e-10,8.11482866225035e-10
-15.4244656179561,1.04740635918487e-08,9.75905654804337e-09,1.23415738778537e-08
-14.2744855256476,1.16969808878903e-07,1.10149429009759e-07,1.34547927650696e-07
-13.1756156596639,9.60429797933825e-07,9.13026966619784e-07,1.08141437754902e-06
-12.127856020005,5.95872199308659e-06,5.70794985286776e-06,6.582568169871e-06
-11.1312066066709,2.86712690318085e-05,2.76533378391971e-05,3.11496107287744e-05
-10.1856674196617,0.000109674561283417,0.000106399024544287,0.000117499837008267
-9.29123845897727,0.000341457973363307,0.000332899247088691,0.000361486169356597
-8.44791972461766,0.000884700768589934,0.000866109879457896,0.000927288155052861
-7.6557112165829,0.00194799509167042,0.00191397797071112,0.00202364306128661
-7.53132407107033,0.00218473085434905,0.00214784906463466,0.00226691505028235
-7.10890458182727,0.00316545685119518,0.00311779748317558,0.00327263542604528
-6.91461293487296,0.00371803987198193,0.0036650235985371,0.00383782245105743
-6.70446038999881,0.00439508527955635,0.00433559356350474,0.004528817146753
-6.31799149558494,0.00587574193347047,0.00580376167258389,0.00603654050001943
-6.22462487948783,0.00628404012996244,0.00620876940613092,0.00645253393255755
-5.94949789858568,0.00762643082970253,0.00753848430233159,0.0078159054163044
-5.59897959900101,0.00978241202189852,0.00966245460792747,0.0100033386944097
-5.58574705042754,0.00987897449109421,0.00975726886154301,0.0101017066533922
-5.26643659683094,0.0128229752543976,0.0126399534430238,0.013107816134847
-4.99797944769206,0.0169417123173561,0.0166359732229026,0.0173524948673753
-4.95186889207547,0.0179069209469261,0.0175680093638776,0.0183563716864601
-4.65527648473459,0.0270944762337163,0.0264469588253078,0.0278929590694918
-4.46132207128143,0.0372223703508503,0.0362840384412709,0.0383334931207411
-4.37665937480832,0.0430849968811809,0.0420054509550083,0.0443471907087384
-4.11601756229665,0.0682923953734771,0.0667423737968673,0.0700147712844333
-3.97577492119559,0.0871768816318161,0.0854087919380638,0.0890725528459558
-3.87335104719957,0.103605988481817,0.101725485144882,0.105584864389551
-3.64865982951709,0.147573933568694,0.145642697895365,0.149525002740116
