file,modality
Z_BimodalTP-DDT_Macdonald_0.05.csv,1
Z_BimodalTP-DDT_Macdonald_0.25.csv,1
Z_BimodalTP-DDT_Orazem_0.05.csv,3
Z_BimodalTP-DDT_Orazem_0.25.csv,1
Z_BimodalTP-DDT_noiseless.csv,1
Z_BimodalTP-DDT_uniform_0.05.csv,2
Z_BimodalTP-DDT_uniform_0.25.csv,1
