file,modality
Z_BimodalBP-DDT_Macdonald_0.05.csv,2
Z_BimodalBP-DDT_Macdonald_0.25.csv,2
Z_BimodalBP-DDT_Orazem_0.05.csv,2
Z_BimodalBP-DDT_Orazem_0.25.csv,2
Z_BimodalBP-DDT_noiseless.csv,2
Z_BimodalBP-DDT_uniform_0.05.csv,2
Z_BimodalBP-DDT_uniform_0.25.csv,1
