tau,fbp,fbp_lo,fbp_hi
-23.6675176439031,1.97473629519446e-08,6.25693513994372e-09,2.61700211745648e-08
-22.1189930619593,3.0863738466841e-07,1.10930927074245e-07,3.96664986243564e-07
-20.6363631430768,3.4467287295872e-06,1.37953707383016e-06,4.33914792064818e-06
-19.2196278872558,2.83008154755327e-05,1.24991139337236e-05,3.50394879031736e-05
-17.8687872944963,0.000175584610097615,8.47153037758159e-05,0.000215814930891475
-16.5838413647982,0.000844851228131586,0.000441363025134055,0.00103348107978709
-15.3647900981615,0.00323176095527162,0.00180234163869172,0.00393141198683926
-14.2116334945863,0.0100616818817769,0.00589266512380292,0.0121852103228219
-13.1243715540725,0.0260693212234192,0.0159550358966362,0.0315204715729541
-12.1030042766202,0.0574011166328134,0.0365685248742545,0.069243214009186
-11.1475316622293,0.109545460012282,0.0724978717608419,0.131932039584421
-10.2579537108998,0.184566153511865,0.126510224912622,0.221977236197328
-9.43427042263182,0.279281292778867,0.197544790816275,0.337099203140197
-8.67648179742523,0.385620817399453,0.280265834464014,0.467131111067976
-7.98458783528012,0.493006823072886,0.36707770681839,0.599390036440277
-7.35858853619641,0.591442431604827,0.450188072083528,0.721658934967477
-6.79848390017416,0.673877001227292,0.52114192274627,0.824854483376012
-6.30427392721336,0.737135243296403,0.575242027878833,0.904068825483739
-5.87595861731399,0.781538077513916,0.615114748797763,0.959427542846784
-5.51353797047606,0.809796387355583,0.642992856851896,0.994575500993053
-5.21701198669957,0.825769459039403,0.65982351271829,1.01419137525397
-4.98638066598453,0.833454528726025,0.669073850321815,1.02336036004578
-4.82164400833093,0.836327163890703,0.674278598801551,1.02655147223299
-4.72280201373876,0.836991484516295,0.67638503722838,1.0271180746805
-4.68985468220804,0.837035791315695,0.677003306705022,1.0270817490069
-4.65690735067732,0.836991484516295,0.67755050715669,1.02693279334821
-4.55806535608516,0.836327163890703,0.678763771291561,1.02581071963147
-4.39332869843156,0.833454528726025,0.678973445224454,1.0216994988722
-4.16269737771651,0.825769459039403,0.675759723908366,1.01126914357027
-3.86617139394003,0.809796387355583,0.666000804555361,0.990101445339092
-3.5037507471021,0.781538077513916,0.647402663150397,0.95319858871951
-3.07543543720273,0.737135243296403,0.615169852532282,0.895814596136553
-2.63839889077976,36.2692535904678,0.573344775445907,0.824827645369162
-2.63839888969623,556.889724733305,0.573344775338427,0.824827645180493
-2.63839888865881,6212.16755614047,0.57334477523552,0.824827644999853
-2.63839888766749,51002.7172519846,0.573344775137187,0.824827644827241
-2.63839888672229,316428.868658803,0.573344775043428,0.824827644662657
-2.63839888582319,1522540.91386165,0.573344774954242,0.824827644506102
-2.6383988849702,5824088.64909643,0.57334477486963,0.824827644357575
-2.63839888416332,18132562.2515247,0.573344774789592,0.824827644217077
-2.63839888340254,46980564.1002306,0.573344774714127,0.824827644084607
-2.63839888268787,103444877.375284,0.573344774643235,0.824827643960166
-2.63839888201931,197416286.096423,0.573344774576918,0.824827643843753
-2.63839888139686,332614074.527903,0.573344774515174,0.824827643735369
-2.63839888082052,503304009.648761,0.573344774458003,0.824827643635013
-2.63839888029028,694942719.888008,0.573344774405407,0.824827643542686
-2.63839887980615,888467346.853325,0.573344774357384,0.824827643458387
-2.63839887936813,1065862118.14798,0.573344774313934,0.824827643382116
-2.63839887897621,1214420786.85561,0.573344774275058,0.824827643313874
-2.63839887863041,1328421031.7571,0.573344774240756,0.824827643253661
-2.63839887833071,1408441188.12505,0.573344774211027,0.824827643201476
-2.63839887807712,1459366642.34006,0.573344774185872,0.824827643157319
-2.63839887786963,1488152366.14123,0.573344774165291,0.824827643121191
-2.63839887770826,1502001911.70838,0.573344774149284,0.824827643093091
-2.63839887759299,1507178811.65974,0.573344774137849,0.82482764307302
-2.63839887752383,1508376007.83485,0.573344774130989,0.824827643060978
-2.63839887750077,1508455856.35773,0.573344774128702,0.824827643056963
-2.63839887747772,1508376007.83485,0.573344774126415,0.824827643052949
-2.63839887740856,1507178811.65974,0.573344774119555,0.824827643040906
-2.63839887729329,1502001911.70838,0.573344774108121,0.824827643020835
-2.63839887713191,1488152366.14123,0.573344774092113,0.824827642992736
-2.63839887692443,1459366642.34006,0.573344774071532,0.824827642956607
-2.63839887667083,1408441188.12505,0.573344774046377,0.824827642912451
-2.63839887637114,1328421031.7571,0.573344774016648,0.824827642860266
-2.63839887602533,1214420786.85561,0.573344773982346,0.824827642800052
-2.63839887563341,1065862118.14798,0.57334477394347,0.82482764273181
-2.63839887519539,888467346.853325,0.573344773900021,0.82482764265554
-2.63839887471126,694942719.888008,0.573344773851998,0.824827642571241
-2.63839887418102,503304009.648761,0.573344773799401,0.824827642478913
-2.63839887360468,332614074.527903,0.573344773742231,0.824827642378558
-2.63839887298223,197416286.096423,0.573344773680487,0.824827642270173
-2.63839887231367,103444877.375284,0.573344773614169,0.824827642153761
-2.638398871599,46980564.1002306,0.573344773543278,0.824827642029319
-2.63839887083823,18132562.2515247,0.573344773467813,0.824827641896849
-2.63839887003134,5824088.64909643,0.573344773387774,0.824827641756351
-2.63839886917835,1522540.91386165,0.573344773303162,0.824827641607825
-2.63839886827925,316428.8686588,0.573344773213976,0.82482764145127
-2.63839886733405,51002.7172519818,0.573344773120217,0.824827641286686
-2.63839886634274,6212.16755613742,0.573344773021884,0.824827641114074
-2.63839886530531,556.889724729978,0.573344772918977,0.824827640933433
