tau,fbp,fbp_lo,fbp_hi
-2.63839886422179,36.2692535868453,0.573344772811497,0.824827640744764
-2.58122546424192,0.673877001227292,0.567330153452507,0.814796903882374
-2.02112082821967,0.591442431604827,0.503116680264261,0.710533145649112
-1.39512152913596,0.493006823072886,0.42389515032732,0.587107825405703
-0.703227566990852,0.385620817399453,0.335939493082486,0.454070526445383
0.0545610582157297,0.279281292778867,0.247300242611368,0.324115346965275
0.878244346483749,0.184566153511865,0.16654647458025,0.210379983927602
1.7678222978132,0.109545460012282,0.100980674250671,0.12203542765501
2.7232949122041,0.0574011166328135,0.0542342192875185,0.0623013352416015
3.74466218965643,0.0260693212234191,0.0251697054965315,0.0274979509496599
4.83192413017024,0.0100616818817769,0.00974244643128299,0.0104483823729389
5.98508073374544,0.00323176095527162,0.00305524440972907,0.00344207200407863
7.20413200038212,0.000844851228131586,0.000761914407391813,0.000936738743214004
8.48907793008024,0.000175584610097614,0.000149371044718894,0.000204284903215816
9.83991852283976,2.83008154755325e-05,2.23701263081596e-05,3.49256964805976e-05
11.2566537786607,3.4467287295872e-06,2.50463514642423e-06,4.54774424745147e-06
12.7392836975432,3.0863738466841e-07,2.03642169772513e-07,4.3931410085598e-07
14.287808279487,1.97473629519446e-08,1.1684100299639e-08,3.05831293657892e-08
