freq,Zreal,Zimag,sigma_im
0.02511886431509577,2.0138209208933096,-0.020410452848324212,8.988944869259274e-05
0.031622776601683784,2.0125496187123284,-0.016120478702440266,8.771854575406746e-05
0.039810717055349686,2.01188125650222,-0.012436891958323315,8.248444960201606e-05
0.05011872336272714,2.011730064279484,-0.00937766634265813,7.653926919848342e-05
0.0630957344480193,2.012002283172304,-0.006961953810801447,7.200759189973649e-05
0.07943282347242805,2.0125944598630596,-0.0052076853835671955,6.9618798714699e-05
0.1,2.013392775299806,-0.004127445378863115,6.88989428445641e-05
0.12589254117941662,2.0142742910505396,-0.0037233332565449473,6.887205573458122e-05
0.1584893192461111,2.015110642394458,-0.003981819241147377,6.870231272859684e-05
0.1995262314968879,2.015774259503095,-0.004869776838560824,6.801722301841284e-05
0.2511886431509577,2.016146696661152,-0.006332891889158532,6.69000195459013e-05
0.31622776601683794,2.0161281519810696,-0.008297475974785584,6.56810022181542e-05
0.3981071705534969,2.0156468346899867,-0.01067635439786585,6.469131483499702e-05
0.5011872336272715,2.0146665533199224,-0.01337897971577462,6.409925102801584e-05
0.6309573444801929,2.0131908163550225,-0.016325276351995655,6.387332109680788e-05
0.7943282347242805,2.011261898013471,-0.019462065068513112,6.384807912795942e-05
1.0,2.0089537387777217,-0.022780273177190224,6.383247492658395e-05
1.2589254117941662,2.006358202339255,-0.026330676646750817,6.370029270486022e-05
1.584893192461111,2.0035650420283666,-0.03023566111676601,6.342761794297935e-05
1.9952623149688788,2.0006368530342833,-0.034694550996754,6.307503349467503e-05
2.5118864315095766,1.9975811906382481,-0.03998043897867731,6.27370099983704e-05
3.1622776601683795,1.9943227968141193,-0.04642716276413239,6.248933623576036e-05
3.981071705534969,1.9906793793013302,-0.05440607284592147,6.235832679313269e-05
5.011872336272715,1.9863445301470593,-0.06429341087338258,6.231995485339592e-05
6.30957344480193,1.9808810915522612,-0.07643035644530016,6.232178660681154e-05
7.943282347242805,1.97372755961271,-0.09107896400296767,6.231231194286924e-05
10.0,1.9642189990665306,-0.10837810656706637,6.226273402898386e-05
12.589254117941664,1.9516225163280099,-0.12830409975495627,6.217338961378438e-05
15.848931924611108,1.9351857429067187,-0.15064072298459763,6.206575108191892e-05
19.95262314968879,1.9141951892769054,-0.17496289358517458,6.196728692497988e-05
25.118864315095767,1.8880399273578303,-0.20063724753207168,6.189782975085656e-05
31.622776601683796,1.856275027223016,-0.22684142947268882,6.186320560996883e-05
39.81071705534969,1.8186786592005424,-0.25260212786241354,6.185688064053174e-05
50.11872336272725,1.775296874051028,-0.2768499690610291,6.186643164707295e-05
63.09573444801929,1.7264708233607093,-0.2984875358580652,6.188014259611574e-05
79.43282347242804,1.672842537984129,-0.31646519409011376,6.189051114147137e-05
100.0,1.615337230113052,-0.32985830322281373,6.18942336857442e-05
125.89254117941664,1.5551222477458317,-0.3379388810604951,6.189051092642117e-05
158.48931924611125,1.493545068242432,-0.3402349996548608,6.188014358721183e-05
199.5262314968879,1.432054829702233,-0.3365720836595969,6.186643217831467e-05
251.18864315095797,1.3721136322372707,-0.3270918235014264,6.185688102000597e-05
316.227766016838,1.3151049981034015,-0.31224643342849134,6.186320624179675e-05
398.10717055349687,1.2622473213616423,-0.2927682913509173,6.189783170884589e-05
501.187233627272,1.2145198018306207,-0.269617344001837,6.196728742124957e-05
630.957344480193,1.1726072669082221,-0.2439107999589325,6.206575272171833e-05
794.3282347242813,1.1368685440791295,-0.2168413453044593,6.217338925817995e-05
1000.0,1.107330834330452,-0.18959119668126334,6.2262734497609e-05
1258.9254117941662,1.0837100822653651,-0.16324966679539443,6.231231284214989e-05
1584.8931924611124,1.0654548987591599,-0.1387414920133665,6.232178908105457e-05
1995.2623149688789,1.0518094202970023,-0.11677203753816912,6.231995628025455e-05
2511.8864315095802,1.0418888084542968,-0.09779375229108211,6.235832856660295e-05
3162.2776601683795,1.0347600706312439,-0.08199610218292719,6.248933854047234e-05
3981.0717055349687,1.0295206131662495,-0.06931888608816905,6.273701067860404e-05
5011.8723362727205,1.0253674320132096,-0.059486583046407304,6.307503438673923e-05
6309.57344480193,1.0216510341148695,-0.0520594237034544,6.342761830790966e-05
7943.282347242814,1.0179099222132242,-0.046495415562844755,6.37002936904052e-05
10000.0,1.0138835704687137,-0.04221672064153381,6.383247656538416e-05
