freq,Zreal,Zimag,sigma_im
0.0015915494309189536,1.8839940490174696,-0.09138489653318882,0.0012853049250531323
0.002003642022710414,1.8824921448877727,-0.10880555152989146,0.0007171287460748382
0.0025224358585288066,1.876721447675833,-0.13280622236867234,0.0005289836957710486
0.003175558601922753,1.8643422441186077,-0.16288022341992137,0.0004963199966826204
0.003997791420602112,1.8432463240184231,-0.19732508924572223,0.0004962563957031652
0.005032921210448704,1.8121633868965064,-0.23349711518478822,0.0004889039710434112
0.006336072407391728,1.7710644704412053,-0.26837897428451396,0.00047589361406490116
0.007976642564633292,1.7211820976227254,-0.29926902443643977,0.0004662789730804501
0.010041998025415852,1.6646407199807647,-0.32433509722916676,0.00046264416973779143
0.012642126499382868,1.6038652897893142,-0.342834761574051,0.0004622553937175533
0.015915494309189534,1.5410213967231035,-0.35495934686460573,0.00046212675799456315
0.020036420227104144,1.4776993590506302,-0.36142624563284853,0.00046135366398188105
0.02522435858528807,1.4149184461902233,-0.3630372702961493,0.00046042581100695645
0.031755586019227525,1.35337360817948,-0.36040194101288003,0.0004598679819041579
0.03997791420602112,1.2937518685660185,-0.35391787990268986,0.0004597080350949023
0.050329212104487035,1.2369439886852611,-0.3439703650009551,0.0004597037950537092
0.06336072407391727,1.1840520883603283,-0.33122390053812545,0.0004596782112530895
0.07976642564633292,1.1361948143833636,-0.31686165542088895,0.0004596113507412125
0.10041998025415852,1.094187046658978,-0.30267246562899364,0.00045955103888728477
0.1264212649938287,1.0581965960651467,-0.29095151660529006,0.00045952248731734313
0.15915494309189535,1.0274651161387558,-0.2842325891892238,0.0004595162566474603
0.20036420227104154,1.0001529363206894,-0.2848923441742113,0.0004595224873181758
0.2522435858528808,0.9733518146795939,-0.2946722892768296,0.0004595510388885754
0.3175558601922753,0.9433081021226585,-0.3141758332405475,0.0004596113507423505
0.3997791420602112,0.9058908956768574,-0.34243047638919594,0.00045967821125623975
0.5032921210448704,0.8572980376160231,-0.3766468849795931,0.0004597037950570121
0.6336072407391731,0.7949084383721795,-0.4123209724375152,0.0004597080350965954
0.7976642564633296,0.7180891556555415,-0.44377416090409627,0.00045986798190637834
1.0041998025415853,0.628705684804532,-0.4651029874183885,0.00046042581101052305
1.2642126499382869,0.5311159795855078,-0.4713519158208159,0.00046135366398523947
1.5915494309189535,0.43156330647678964,-0.45960510911037733,0.0004621267579982269
2.0036420227104164,0.337074551785212,-0.4296783849139747,0.00046225539371871904
2.5224358585288083,0.25413906623760185,-0.384198631442657,0.00046264416973991473
3.1755586019227526,0.18751759078040597,-0.328044079446134,0.00046627897308226807
3.9977914206021117,0.13948464123416932,-0.2673106358488645,0.00047589361406522035
5.032921210448705,0.10966566578450161,-0.20809687025422408,0.0004889039710443965
6.3360724073917325,0.09544991782689068,-0.155425581110676,0.0004962563957034566
7.976642564633298,0.09280458480439907,-0.11254601504563472,0.0004963199966821485
10.041998025415856,0.09723207148693622,-0.08072326871868152,0.0005289836957704241
12.642126499382869,0.10461789021276019,-0.05947247198325856,0.0007171287460746995
15.915494309189533,0.11179643826420851,-0.04708501893138303,0.0012853049250515364
