freq,Zreal,Zimag,sigma_im
0.039810717055349686,2.00061764742987,-0.0022699734497990676,2.5836534355283547e-06
0.05011872336272714,2.000178014056229,-0.0023278520779541623,2.4622835068099924e-06
0.0630957344480193,2.000047179158859,-0.002192178799703015,2.3999042440547846e-06
0.07943282347242805,2.0002988994711783,-0.0022030027202504243,2.3971006939405015e-06
0.1,2.000792139803126,-0.002636023534279275,2.3831448653366394e-06
0.12589254117941662,2.0012792808988675,-0.0036036889716939413,2.3473939665397126e-06
0.1584893192461111,2.001542248889398,-0.005049041172782154,2.3242091339303883e-06
0.1995262314968879,2.0014924754309673,-0.0068250650712826655,2.321539085858859e-06
0.2511886431509577,2.0011913869026468,-0.008813577298923292,2.319008270024181e-06
0.31622776601683794,2.0007889794633824,-0.011021923716853621,2.3078210239502184e-06
0.3981071705534969,2.0004190489139657,-0.013610767328358975,2.297920017879651e-06
0.5011872336272715,2.000110280237698,-0.016844749636874212,2.295594742907081e-06
0.6309573444801929,1.9997618542526698,-0.021000465441460392,2.2953885311927102e-06
0.7943282347242805,1.999195190717211,-0.026291019223251055,2.2921125122365993e-06
1.0,1.9982482188675834,-0.03285975507688477,2.2879989118873567e-06
1.2589254117941662,1.9968483020499832,-0.04085929459292004,2.286401862505727e-06
1.584893192461111,1.9950013514014389,-0.05058248394608711,2.2863857275234878e-06
1.9952623149688788,1.9926697207656066,-0.06257318311206461,2.2855751424244453e-06
2.5118864315095766,1.9895661167508647,-0.07763706427175521,2.2839913832450875e-06
3.1622776601683795,1.9849410322717933,-0.09670242058025735,2.2830701142950716e-06
3.981071705534969,1.9774638662370805,-0.1205385870033382,2.2830017464836594e-06
5.011872336272715,1.9652805160286992,-0.149402521093549,2.28284920877897e-06
6.30957344480193,1.9462765984263624,-0.18272679882184661,2.2822822655088615e-06
7.943282347242805,1.918504084312863,-0.21896628816872976,2.2818357110487852e-06
10.0,1.8806660040172956,-0.25568209669182806,2.2817400212038486e-06
12.589254117941664,1.8325225087510892,-0.2898719646366601,2.28172257277226e-06
15.848931924611108,1.7750943169225968,-0.31847939560671534,2.2815593517799826e-06
19.95262314968879,1.7105932861133177,-0.33895563842241927,2.2813500897278516e-06
25.118864315095767,1.6420872035439753,-0.3497288586932541,2.2812804610916615e-06
31.622776601683796,1.5729816328022397,-0.3504599959128143,2.281295061579147e-06
39.81071705534969,1.5064514659513393,-0.34202626124135804,2.2812510844238965e-06
50.11872336272725,1.4449635700400691,-0.3262505394965274,2.2811776856923593e-06
63.09573444801929,1.3899984755748185,-0.3054631731135089,2.281133818005099e-06
79.43282347242804,1.3420161638977879,-0.2820208979943004,2.2811554176160875e-06
100.0,1.3006402600034115,-0.2579062153632776,2.2811730740479597e-06
125.89254117941664,1.2649789506906117,-0.23449300510901594,2.281156854411215e-06
158.48931924611125,1.2339756640756672,-0.21250590127851865,2.281129639791768e-06
199.5262314968879,1.2066923800769827,-0.19214237677181245,2.281175359497567e-06
251.18864315095797,1.1824658663382965,-0.17328603135592857,2.2812440606534423e-06
316.227766016838,1.1609264783322542,-0.15572751592111445,2.281286678951222e-06
398.10717055349687,1.1419128632571898,-0.13932543832788724,2.2812798892712927e-06
501.187233627272,1.1253407363376815,-0.12407382130641054,2.281345460486417e-06
630.957344480193,1.1110849362151698,-0.11008084970185905,2.281547935245598e-06
794.3282347242813,1.0989151607625873,-0.09749229725687769,2.2817178125245086e-06
1000.0,1.0884972808775366,-0.0864042175362556,2.2817287398946284e-06
1258.9254117941662,1.0794457155846362,-0.07680277409147607,2.281822979011139e-06
1584.8931924611124,1.071396917645932,-0.06855050132153906,2.2822794431553994e-06
1995.2623149688789,1.0640727481863825,-0.06141702015194994,2.2828292167154096e-06
2511.8864315095802,1.057312700583787,-0.055136565863961096,2.282990548052588e-06
3162.2776601683795,1.051069152093183,-0.04946898207562356,2.2830627661174496e-06
3981.0717055349687,1.0453732917287577,-0.04424459989955665,2.283975724992615e-06
5011.8723362727205,1.0402868005580028,-0.03938267441954224,2.28556203674124e-06
6309.57344480193,1.0358550867974563,-0.03488289464958427,2.2863803889050516e-06
7943.282347242814,1.032074052399925,-0.030796550566073222,2.286384626348781e-06
10000.0,1.0288769467904846,-0.027187369668034478,2.287983825344231e-06
12589.254117941662,1.0261427784096904,-0.024092799404627385,2.2921020767507905e-06
15848.93192461114,1.0237233209627676,-0.02149586311556817,2.2953746699472255e-06
19952.623149688792,1.02148147953227,-0.019315893698035325,2.295580969924327e-06
25118.864315095827,1.0193297820800893,-0.017422518542240084,2.2979042071380462e-06
31622.776601683792,1.0172555289444734,-0.015671092015956845,2.3078111152097236e-06
39810.71705534969,1.0153209497729685,-0.013949377992240386,2.31899869851393e-06
50118.72336272724,1.0136339311805886,-0.012218210402878071,2.3215361127371104e-06
63095.7344480193,1.0122962105179893,-0.010529199636977182,2.324201426928685e-06
79432.82347242821,1.0113471476415763,-0.009006414248915462,2.347376914069166e-06
100000.0,1.0107267081516875,-0.007794193822483919,2.3831339580615563e-06
125892.5411794166,1.0102770870020812,-0.0069888611397885825,2.39708155047591e-06
158489.3192461114,1.0097885749375786,-0.006580043091943821,2.3998997725205307e-06
199526.2314968879,1.0090767407674126,-0.006430669862780292,2.462269397873751e-06
251188.6431509582,1.0080626528283827,-0.0063089328437939685,2.583649949983169e-06
316227.7660168379,1.0068229566362719,-0.005967703901859522,2.637711123021358e-06
398107.17055349686,1.005585309379993,-0.005246646595857385,2.6532816279067895e-06
501187.2336272725,1.0046643892987333,-0.004160490128590766,2.987043226987396e-06
630957.344480193,1.0043572896195692,-0.002940171139144354,3.559000701092163e-06
794328.2347242822,1.0048357834346144,-0.0020095391933168116,3.5643351778968935e-06
1000000.0,1.0060791044114292,-0.0018987171009250403,8.406760382495548e-06
