tau,gamma,gamma_lo,gamma_hi,ftp,ftp_lo,ftp_hi
1e-07,2.975954065308845e-05,1.9545221340023883e-06,9.230032304180546e-05,7.481398182003078e-05,5.814279530974763e-06,0.0002622944839025791
1.1097524964120721e-07,0.0001520036500129388,9.988709035865146e-06,0.000471331621444895,0.00038257688757407097,2.9716272541041044e-05,0.0013407838344003642
1.2315506032928263e-07,0.0005230473642780972,3.4415373849151006e-05,0.001620897495741742,0.0013201777541857705,0.0001024154457109832,0.004622428762064771
1.3667163564620074e-07,0.0012361279121703788,8.155099637330613e-05,0.003825084103311708,0.0031406710799161547,0.0002430315278183627,0.01097276581670768
1.5167168884709241e-07,0.0020912029601583603,0.00013852240614859528,0.0064477699223017765,0.005390225665103764,0.00041569320512654283,0.018742194750019793
1.6831803533309585e-07,0.002729144782337031,0.00018080669374779623,0.008342364084891057,0.007231080303251555,0.0005589900963704064,0.0249073252266223
1.867913599020781e-07,0.0030331730972068577,0.00019614174950823964,0.009096151530647151,0.00839743355501555,0.000668921017327587,0.028466300338116476
2.0729217795953698e-07,0.0031209956544550974,0.000185500018895907,0.009038977130196914,0.00916107608992068,0.0007935457182983854,0.030317109094906373
2.300430119772917e-07,0.0031120227412412896,0.00015649899974856194,0.008626688465039115,0.009756324034324752,0.0009632807239915024,0.031225766009387316
2.5529080682395163e-07,0.003058297446561231,0.00012245615743462123,0.008245965530829378,0.010194849042995564,0.0011596094071797238,0.031242908426562903
2.833096101839324e-07,0.002974261072020422,9.609557198848642e-05,0.008048624577012414,0.010418166809131517,0.0013251426426911003,0.03037960996208489
3.1440354715915e-07,0.0028782900074395663,8.762317450530963e-05,0.007923763188276749,0.010450885289076395,0.0013729209622574548,0.029255084502081873
3.489101213406774e-07,0.0027784187412585523,9.944487551760924e-05,0.007707723665566496,0.010348053937738988,0.0012580618864997666,0.028439590494640506
3.872038781812557e-07,0.0026725377446563904,0.00011858102386499292,0.007404446765086992,0.010220932274905064,0.0010708981310729386,0.027983595807766604
4.2970047043208437e-07,0.002555187647336044,0.00012914459575974222,0.007087500997409435,0.010151760575883585,0.0009304257991096775,0.02761058914220349
4.768611697714474e-07,0.00244459288407548,0.0001320162704243413,0.0067886613578909474,0.01013041172797523,0.0008295153946753531,0.027171210057362477
5.291978735958437e-07,0.002367810567863403,0.00013813954467096449,0.0064989080651357625,0.010084647624690917,0.000687656082577414,0.026673382312666145
5.872786613189477e-07,0.0023183731834689313,0.00014845388796630595,0.006232858212124416,0.010011837226022446,0.0005212443057924649,0.026296876118377444
6.517339604882421e-07,0.0022606517725395265,0.00015287422732072656,0.006041374617770231,0.009989322427006465,0.0004611536714628479,0.026334501620002046
7.232633896483533e-07,0.0021821832958989224,0.00014871003313768853,0.005932683677473194,0.010052193297661353,0.0005914594938794598,0.026838277758940463
8.026433522257174e-07,0.0021164827723237425,0.00014663440264643947,0.00585705304044955,0.010168270636905485,0.0008793473174560538,0.027539052039739994
8.907354638610439e-07,0.0020837893402248977,0.00015155729780036876,0.005745039222232285,0.0102753281788599,0.00122607551960583,0.028097427969636712
9.884959046625586e-07,0.0020615459047195945,0.0001510617334493427,0.005560627052671783,0.010347785342713252,0.001487001862901977,0.02837722817879025
1.096985797892384e-06,0.002015185799097803,0.000134098897269388,0.00529643007121702,0.010369942576109202,0.001564978299053195,0.028396243808527
