freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(31622.776601683792+0j),(1.2290178254045956+0j),(0.910732089059747+0j),(-1.0688102743476153+1.4522108977068071j),(3.421881381915407+0.38697466107423084j),0.0025617013846446182,0.0025609418829216804
(25118.864315095827+0j),(1.1658476355448877+0j),(0.7302415911985083+0j),(-1.2219546358859508+1.2023649633337334j),(3.453307629884016+0.26384889481650237j),0.00244484424706505,0.0024438783251377683
(19952.623149688792+0j),(1.125910809341557+0j),(0.575709268485602+0j),(-1.3291012527713346+0.9788177446795394j),(3.486670902448694+0.17056174368508914j),0.002361911903746809,0.0023607787258222296
(15848.93192461114+0j),(1.1031293032968175+0j),(0.44655005568133677+0j),(-1.400693589411027+0.785737712070486j),(3.5187553402765395+0.10102903039452821j),0.00230598188230991,0.002304720756537917
(12589.254117941662+0j),(1.092197470318202+0j),(0.34034969544195776+0j),(-1.4464986488640603+0.6231432648796638j),(3.547886623094012+0.049385219649414086j),0.0022698329336696592,0.002268476806592794
(10000+0j),(1.0891032012561332+0j),(0.2538036049425978+0j),(-1.4744082258048858+0.4884755785177931j),(3.573650136729176+0.010625503978969664j),0.0022472985108088982,0.0022458718475203638
(7943.282347242814+0j),(1.091105713940286+0j),(0.18343972061652705+0j),(-1.4902147424875203+0.37798552460722196j),(3.5964117362559564-0.019173471662020894j),0.0022337277755990273,0.0022322471915891488
(6309.57344480193+0j),(1.0964849811533492+0j),(0.1260484497540301+0j),(-1.4978863310183388+0.28766817101667463j),(3.6169085930154-0.04290688805211784j),0.0022258846929205994,0.002224360583045187
(5011.872336272725+0j),(1.104251460611779+0j),(0.07887819567259248+0j),(-1.4999997345241587+0.21378442511410536j),(3.635984199045917-0.06261962031937163j),0.002221635105381995,0.0022200732748659056
(3981.0717055349733+0j),(1.1138958662277263+0j),(0.0396914652619776+0j),(-1.4981555542675768+0.15310619095690317j),(3.654442471845676-0.07969113620099628j),0.002219619693931044,0.002218022633529995
(3162.2776601683795+0j),(1.125198938400159+0j),(0.006730889311238976+0j),(-1.4933115058257904+0.10296834789576627j),(3.6729754509411165-0.09501369741550485j),0.0022189915150387664,0.0022173593031519917
(2511.8864315095802+0j),(1.1380970669561747+0j),(-0.02134221926749097+0j),(-1.4860249619620656+0.061238776720493854j),(3.692131569299308-0.10912327828035975j),0.0022192280746972963,0.0022175589969555647
(1995.2623149688789+0j),(1.1525930983646029+0j),(-0.0455228918161924+0j),(-1.4766187051816941+0.026247793328784342j),(3.7123088555071218-0.12231438083742308j),0.0022200058404148013,0.002218296828591399
(1584.8931924611138+0j),(1.1687016045693128+0j),(-0.06653469583583874+0j),(-1.4652896164840645-0.003283430398068565j),(3.733768143729878-0.1347243757966594j),0.002221119861216052,0.0022193668266989207
(1258.9254117941662+0j),(1.1864191885171078+0j),(-0.08489918004764654+0j),(-1.4521773818690118-0.028331721412545287j),(3.756661333929162-0.1464125989048541j),0.002222434370608495,0.002220632478761089
