freq,Zreal,Zimag,Zlo,Zhi
(1000020+0j),(-884.6670075568763+0j),(1561.9981876479844+0j),(-60920.76099653856+26638.124660488596j),(63484.0308649746-21960.10742884728j)
(857753.9+0j),(-698.3556583579812+0j),(680.388817443132+0j),(-63416.36494130698+26111.912057244786j),(66581.02574171145-23594.943449284463j)
(735644.5+0j),(-473.32920619412926+0j),(-115.45762162654296+0j),(-65841.34395672775+25640.211419456504j),(69676.43837243764-25009.63744941316j)
(630996.1+0j),(-228.89720284372288+0j),(-830.1096900660949+0j),(-68216.47434845162+25231.983232745202j),(72740.80321368582-26237.965037093032j)
(541230.5+0j),(17.59891261233315+0j),(-1468.5682040096408+0j),(-70567.54136601198+24890.44588987147j),(75756.89139297609-27305.990573865616j)
(464238.3+0j),(250.98422236812348+0j),(-2066.5373261869845+0j),(-72916.0293130558+24599.185516384154j),(78709.74298790617-28283.924373681708j)
(398144.5+0j),(459.41115058920695+0j),(-2643.722161357571+0j),(-75282.67084580698+24346.176201741357j),(81592.41198438482-29213.127976015006j)
(341543+0j),(634.0094795646064+0j),(-3219.749125885418+0j),(-77675.9039000747+24114.88663510635j),(84393.0700695584-30130.214522268878j)
(292910.2+0j),(770.8250018723957+0j),(-3832.3709364300366+0j),(-80112.85214750489+23879.128646649184j),(87120.54003184935-31097.464381770624j)
(251191.4+0j),(868.7972841335913+0j),(-4508.4621725325105+0j),(-82593.66484502892+23615.45196894593j),(89774.12219975184-32157.78509059078j)
(215449.2+0j),(930.4277208514686+0j),(-5272.317409939564+0j),(-85112.88491291666+23302.269670433056j),(92357.09747316976-33350.36657418127j)
(184863.3+0j),(960.963663050602+0j),(-6157.8238571963+0j),(-87659.54659677483+22913.92124509529j),(94875.08041124273-34727.49003932993j)
(158496.1+0j),(967.3439822153714+0j),(-7200.8890912127345+0j),(-90242.1448240394+22427.26794046721j),(97357.11937453267-36345.68988658753j)
(135996.1+0j),(956.9694537879795+0j),(-8417.111917595492+0j),(-92821.74161942341+21832.825828071593j),(99788.2594725143-38231.67173532861j)
(116660.2+0j),(937.1943459892746+0j),(-9851.146395184107+0j),(-95403.18394449401+21109.438416188383j),(102194.71803300048-40456.34357132341j)
(100019.5+0j),(914.6454078047118+0j),(-11541.237609460179+0j),(-97980.33340296881+20243.073670945112j),(104589.24321151269-43083.17823854097j)
(85839.84+0j),(895.4431095156615+0j),(-13504.019631256284+0j),(-100519.18252913987+19233.48544045334j),(106955.36470901244-46143.852944067316j)
(73652.34+0j),(884.6465590096568+0j),(-15803.630506559111+0j),(-103035.9005887027+18055.541064394947j),(109320.2365919514-49742.8734851624j)
(63105.47+0j),(887.410660040483+0j),(-18515.107919298556+0j),(-105546.9460423752+16680.008269714494j),(111710.25698283727-54004.15083392438j)
(54199.22+0j),(908.8433048779189+0j),(-21623.99729399035+0j),(-107989.83619801083+15122.922816237628j),(114075.90938396016-58911.43138590311j)
