freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(0.9976100127352182+0j),(0.0020386509748197747+0j),(0.9892208799020069+0.005258364704592844j),(1.005936682501257+0.001181187619734742j),0.004842072941657057,0.004798809499747545
(794328.2347242822+0j),(0.9977887740418259+0j),(0.0012390873470915925+0j),(0.9883666863515783+0.0058936351508042j),(1.0071743675365044-0.0015780724527579533j),0.004842101963010062,0.004798822208293831
(630957.344480193+0j),(0.9980009758541039+0j),(0.0005817805433956478+0j),(0.9873953035055001+0.006485683083106262j),(1.008601130877411-0.003899419186427171j),0.0048421408011908125,0.004798842148153621
(501187.2336272725+0j),(0.9982397480162363+0j),(4.681144760335966e-05+0j),(0.9863341874323163+0.007025946657306542j),(1.0101734276403636-0.005834331462338445j),0.004842186775283991,0.004798867296455138
(398107.17055349686+0j),(0.9984944331946669+0j),(-0.0003823048141607116+0j),(0.9852075400576742+0.0075210847103926596j),(1.0118427107454704-0.007438505914608453j),0.004842236964553978,0.004798895675218847
(316227.7660168379+0j),(0.9987518842684167+0j),(-0.0007229654697582492+0j),(0.9840310602831889+0.00798530880862596j),(1.0135641150788888-0.008775239392321516j),0.004842288310926813,0.004798925319302416
(251188.6431509582+0j),(0.998998078208487+0j),(-0.0009947446207986376+0j),(0.9828113087707191+0.008434287111718616j),(1.015300946784609-0.009912050513212842j),0.0048423378094694085,0.004798954338820917
(199526.2314968879+0j),(0.9992196913607745+0j),(-0.0012201251853833802+0j),(0.9815480928297146+0.008881899133447174j),(1.0170255566157158-0.010918258409931277j),0.004842382710361711,0.004798981016547941
(158489.3192461114+0j),(0.9994053939439955+0j),(-0.0014248287957298426+0j),(0.980237717597676+0.009338269701526854j),(1.0187183026917903-0.011864013131383438j),0.00484242070898707,0.004799003916042666
(125892.5411794166+0j),(0.9995467956604406+0j),(-0.0016382872493381382+0j),(0.9788758571723671+0.009809422779943164j),(1.020366136817711-0.012821510866938595j),0.004842450125552666,0.0047990219941167435
(100000+0j),(0.9996391026585782+0j),(-0.0018936850909819106+0j),(0.9774596799386684+0.010298818506830603j),(1.0219617266204204-0.013867311898647084j),0.004842470077744363,0.004799034718117546
(79432.82347242821+0j),(0.9996815368856358+0j),(-0.0022272390725689563+0j),(0.9759891491253484+0.010810140956427666j),(1.0235032713279353-0.01508316621522308j),0.0048424806391421885,0.004799042187503335
(63095.7344480193+0j),(0.9996774665211196+0j),(-0.002679219465948461+0j),(0.9744675197005651+0.011347463302614755j),(1.0249945634036912-0.016559989120487402j),0.00484248297743508,0.0047990452652750155
(50118.72336272724+0j),(0.9996341426642635+0j),(-0.003293319630425013+0j),(0.9729012290197204+0.011918911591465908j),(1.0264447411620248-0.018398997702353655j),0.00484247945026995,0.004799045702165975
(39810.71705534969+0j),(0.9995620119994236+0j),(-0.004116888121254386+0j),(0.9712993966782548+0.012539265959862943j),(1.0278675211402772-0.020714029021816675j),0.004842473684514559,0.004799046277715729
(31622.776601683792+0j),(0.9994737192927693+0j),(-0.005204526189679013+0j),(0.9696728990472917+0.013229063463615305j),(1.0292801179459796-0.0236401125646089j),0.004842470710854934,0.004799051025503861
(25118.864315095827+0j),(0.9993830236466708+0j),(-0.006619096110574791+0j),(0.9680328080498001+0.014019524661759673j),(1.0307023095693744-0.02733781623525112j),0.0048424772101490765,0.004799065588901233
(19952.623149688792+0j),(0.9993039022705678+0j),(-0.008435173662220193+0j),(0.9663881974790839+0.014953568721467001j),(1.0321561614283237-0.03200195678626587j),0.004842502050352634,0.00479909787490155
(15848.93192461114+0j),(0.9992501491224305+0j),(-0.010744133169259018+0j),(0.964743734587977+0.01608676054788968j),(1.0336668652417218-0.03787305370942141j),0.004842557367462772,0.004799159237352394
(12589.254117941662+0j),(0.999235802322419+0j),(-0.01366031153125171+0j),(0.9630976545207939+0.017487913676614474j),(1.0352651284193608-0.04525123872048902j),0.004842660547622674,0.004799266515677933
(10000+0j),(0.9992767144972666+0j),(-0.01732851239530862+0j),(0.9614404803341109+0.01923973648987211j),(1.0369916546666762-0.05451311308046556j),0.004842837622186706,0.0047994454163491134
(7943.282347242814+0j),(0.9993935493415833+0j),(-0.021932883854486808+0j),(0.9597543245791296+0.02144036967499527j),(1.0389045016324014-0.0661321215889237j),0.004843128788566886,0.004799735948417537
(6309.57344480193+0j),(0.9996165955071012+0j),(-0.027707397055107635+0j),(0.9580119903968618+0.024206478793262945j),(1.041090609475986-0.08070319374310167j),0.004843597130649209,0.00480020100586873
(5011.8723362727205+0j),(0.9999931660712157+0j),(-0.03494830335133786+0j),(0.9561746204787998+0.02767795183865845j),(1.043683775368189-0.0989724559329468j),0.004844342242785433,0.0048009398151115205
(3981.0717055349687+0j),(1.00059901709304+0j),(-0.044028922273429444+0j),(0.9541866362900224+0.03202334556341889j),(1.046892846692024-0.12187237900402394j),0.004845521439263571,0.004802108910335319
(3162.2776601683795+0j),(1.001556158297496+0j),(-0.055416761192123236+0j),(0.9519673123002445+0.037444443104920164j),(1.0510457607567851-0.1505614656963144j),0.004847382586540006,0.004803954604403154
(2511.8864315095802+0j),(1.0030606927382901+0j),(-0.06969209755098332+0j),(0.9493992674808354+0.044177990203862004j),(1.0566572789614275-0.18646531688584322j),0.004850314259273426,0.004806862523127171
(1995.2623149688789+0j),(1.0054259407047523+0j),(-0.0875653241925998+0j),(0.9463149718894186+0.052492804151643736j),(1.0645310997666078-0.23131183554373333j),0.004854920456553756,0.004811431206885968
(1584.8931924611124+0j),(1.0091478226553787+0j),(-0.10988675585809016+0j),(0.9424830367898389+0.06268046928174682j),(1.075910046148908-0.2871454759349178j),0.0048621270177046745,0.004818576496951994
(1258.9254117941662+0j),(1.0150003452303087+0j),(-0.1376360283726095+0j),(0.9375975117069109+0.07503747756428275j),(1.092688566100652-0.3562910748239242j),0.0048733212231947326,0.004829667386440761
(1000+0j),(1.0241665719058994+0j),(-0.17186725566524086+0j),(0.9312770586411871+0.08983729593162337j),(1.1176934718291307-0.44121483961032887j),0.004890506428277606,0.004846673629744571
(794.3282347242813+0j),(1.0383991069384815+0j),(-0.2135702316814985+0j),(0.9230866165146113+0.10729616746419054j),(1.1550097567105406-0.5442003821709588j),0.0049164056949745506,0.00487225625400736
(630.957344480193+0j),(1.060173773793595+0j),(-0.2633915931223376+0j),(0.9125971582052009+0.12755173244066287j),(1.2102607088824322-0.6667351821621594j),0.004954358528775502,0.004909640740665904
(501.187233627272+0j),(1.0927388968000473+0j),(-0.3211612651967279+0j),(0.8994852833732434+0.15070050026097306j),(1.2906316968745708-0.808528179348657j),0.00500774026542686,0.004961998153007165
(398.10717055349687+0j),(1.139873750134893+0j),(-0.38523139421658903+0j),(0.8836202176706698+0.1769614920455086j),(1.4042815997979061-0.9662287385971413j),0.005078610003691359,0.005031042688624937
(316.227766016838+0j),(1.2051135245835218+0j),(-0.4518138689532081+0j),(0.8649857925779344+0.20698996810188955j),(1.55874613006406-1.132262565773869j),0.005165617895275182,0.005114900794662977
(251.18864315095797+0j),(1.290328291346814+0j),(-0.5147881886480989+0j),(0.843225084210719+0.24217894636592857j),(1.758257530822612-1.294659954786731j),0.005262073359893171,0.005206214269097188
(199.5262314968879+0j),(1.394014779922543+0j),(-0.5666188170083502+0j),(0.8167818548944121+0.2845131474476297j),(2.0007549899459716-1.43890328383377j),0.00535602952137277,0.005292410981384643
(158.48931924611125+0j),(1.510307955883681+0j),(-0.6006483338796262+0j),(0.782132454751304+0.33553442249094745j),(2.276347388085422-1.5520452328785064j),0.005433880126718431,0.0053596454034749485
(125.89254117941664+0j),(1.629861453906523+0j),(-0.6140072238519496+0j),(0.7340140401802888+0.39460393506594843j),(2.5690194344905612-1.627647320211949j),0.005486434744384743,0.005399201464426922
(100+0j),(1.742797881990583+0j),(-0.609470935519848+0j),(0.6671349033239324+0.4575364375071068j),(2.8617010834429184-1.6687683563942652j),0.0055136416366014,0.005412228206219954
(79.43282347242804+0j),(1.8424386764448466+0j),(-0.5948866307514373+0j),(0.578690120811042+0.5167974382000633j),(3.142466663555804-1.6868749929439795j),0.0055244991843658355,0.005409199504355272
(63.09573444801929+0j),(1.9278671565429626+0j),(-0.580244982228876+0j),(0.4702498393380208+0.563459933693478j),(3.4087019050615326-1.6969183331344309j),0.0055324631047255655,0.005404621005910383
(50.11872336272725+0j),(2.004105815557903+0j),(-0.5737998257537965+0j),(0.34798227865018416+0.5899833320150865j),(3.6673002229109644-1.7109040813475451j),0.005549751014912137,0.0054108218369318265
(39.81071705534969+0j),(2.0799604501637377+0j),(-0.5789009093521695+0j),(0.2211633330505629+0.5925539633483352j),(3.930988320976395-1.732686469440623j),0.005583266042303891,0.005433835456525119
(31.622776601683796+0j),(2.1644449497152127+0j),(-0.5926773846737788+0j),(0.09964974848175423+0.5721201006781627j),(4.212279774796533-1.7558846706798388j),0.005632410731562154,0.0054715881742814325
