tau,gamma,gamma_lo,gamma_hi
1e-07,3.4027951240279896e-05,2.1232017661425007e-06,0.00012602316762594734
1.1097524964120721e-07,0.0001739846048281515,1.0869730284558795e-05,0.000643204539710277
1.2315506032928263e-07,0.0006001702899791101,3.7609791894304076e-05,0.002209269591498548
1.3667163564620074e-07,0.0014265840899379354,9.001653025221044e-05,0.0051996149996779715
1.5167168884709241e-07,0.002443410248361772,0.00015636875066872154,0.00872171700311177
1.6831803533309585e-07,0.003262404393987468,0.0002137329760240213,0.011224792266149489
1.867913599020781e-07,0.0037509175948574535,0.0002528363908750488,0.012299039405350152
2.0729217795953698e-07,0.004021148809684001,0.000278603315347151,0.012614144749174432
2.300430119772917e-07,0.004187340921971837,0.0003008342902000293,0.012714074182589963
2.5529080682395163e-07,0.004290261863774785,0.0003294163690321719,0.012676563371735321
2.833096101839324e-07,0.004339279808478342,0.0003649576432351315,0.012480382998566516
3.1440354715915e-07,0.004364576922402144,0.0003946343791098414,0.012303696745439744
3.489101213406774e-07,0.0043855488158117935,0.00040765044095937716,0.012281276228655632
3.872038781812557e-07,0.004403202612629665,0.00041407491138198974,0.01230960082286358
4.2970047043208437e-07,0.004401708261736727,0.0004358153613356998,0.012172563598686527
4.768611697714474e-07,0.004382763603704398,0.0004932492283491903,0.01184019902074208
5.291978735958437e-07,0.0043569175419613864,0.000592523875165933,0.011415597405183395
5.872786613189477e-07,0.00433404255880359,0.0006993504928790381,0.010978435114303195
6.517339604882421e-07,0.004319837970675384,0.0007469414031380575,0.010568487027724085
7.232633896483533e-07,0.0043050610152934364,0.0007169171380906641,0.010207272251625451
8.026433522257174e-07,0.004274252910984739,0.0006666723686866076,0.009943487894708036
8.907354638610439e-07,0.004217330030400725,0.0006437596394805819,0.009787808013281005
9.884959046625586e-07,0.00415906589930526,0.0006370234281404919,0.009709624108572828
1.096985797892384e-06,0.004119988749255073,0.0006214815843411038,0.009656072465483372
1.217382727739662e-06,0.004100353539195474,0.0006097479234024767,0.009623763311705306
1.3509935211980278e-06,0.00408241208421094,0.0006260172519347516,0.009612577410769655
1.499268432786047e-06,0.004061413927845398,0.0006539619678194362,0.009601394808706911
1.6638168860761274e-06,0.004042963550777527,0.0006494064237940885,0.009547588266148474
1.8464249428955464e-06,0.00403651219277755,0.0006080037829532261,0.009449469432389846
2.049074689815846e-06,0.004053313888684908,0.0005723417144883921,0.009360259190698701
2.2739657523579273e-06,0.004088174478618606,0.0005627262577305275,0.009309889923025618
2.523539170434766e-06,0.004125093665719015,0.0005520318684836946,0.009310517132877161
2.800503894183631e-06,0.004156224312387097,0.0005189852121954436,0.009391733459739258
3.107866187782014e-06,0.004216678106108918,0.0004936339343715989,0.009661628565895627
3.4489622604057595e-06,0.004336343746082113,0.0005214363008108132,0.010152602508129662
3.827494478516315e-06,0.004502235905366966,0.0006157869420858204,0.010660889886224765
4.247571552536894e-06,0.0046698232073804045,0.0007584716073615892,0.010888922509395682
4.713753134116729e-06,0.004822160269338513,0.0009058736511229413,0.01086188573170124
5.2310993080562585e-06,0.004963299784859276,0.0009992905417260595,0.010861820281668533
5.805225516094895e-06,0.005095080606210604,0.0010186951072141755,0.011022525857636085
6.44236350872137e-06,0.005215254111706499,0.0009963368642631264,0.011251955606597605
7.149428986597577e-06,0.005329595581940448,0.0009842406460652989,0.011460513354283145
7.934096665797492e-06,0.0054737038989946625,0.0010413697330828788,0.011709762746506756
8.804883581643465e-06,0.005662558049439475,0.0011870802752582516,0.01205675852263913
9.771241535346501e-06,0.005872044094877067,0.0013556818254820775,0.012473478831360777
1.0843659686896109e-05,0.006056424371804409,0.0014564464375309127,0.01288705244592482
1.2033778407775906e-05,0.006215651324695035,0.0014685557307002706,0.013333533463791273
1.3354515629298974e-05,0.006372848679242886,0.001420532922300673,0.013915932102240512
1.48202070579886e-05,0.006556169126720668,0.001347602598993818,0.014748793433189555
1.6446761779946626e-05,0.006784571916230312,0.0012714853913430902,0.01589101924351765
1.8251834943190462e-05,0.007052800582572628,0.0011676058869553856,0.017222711501520667
2.0255019392306664e-05,0.007337907762742106,0.0009790028081843847,0.01842085609896023
2.2478058335487252e-05,0.0076288781358030775,0.0007241191386579852,0.019265121040576465
