freq,Zreal,Zimag,sigma_re,sigma_im
10000.0,0.014523865054196578,-0.013919261567821518,0.0008609796050509565,0.000860978713597011
7943.282347242814,0.016266744630280053,-0.015769264954003975,0.0008609867789042833,0.000860985957126199
6309.57344480193,0.018221357949680314,-0.01781798561283631,0.0008609957868026218,0.0008609950408610434
5011.872336272725,0.020413279879150703,-0.020096585310692323,0.000861007102750264,0.0008610064455339495
3981.0717055349733,0.022871071380009076,-0.022639078874597443,0.0008610213224302402,0.0008610207775617723
3162.2776601683795,0.025626649667744583,-0.02548313293637884,0.0008610391941156864,0.0008610388021047468
2511.8864315095802,0.02871582248856257,-0.02867094618405629,0.0008610616585641204,0.0008610614859775172
1995.2623149688789,0.03217903496477652,-0.03225013009267361,0.0008610899009965109,0.0008610900532388139
1584.8931924611138,0.036062294659858024,-0.03627447817523743,0.0008611254186032321,0.0008611260565700475
1258.9254117941675,0.04041814773990707,-0.040804541718995196,0.00086117010705434,0.0008611714677398159
1000.0,0.0453065043879978,-0.045908008751426074,0.0008612263691825013,0.000861228790523949
794.3282347242813,0.050795065519367334,-0.051660010299831145,0.0008612972480790349,0.0008613011995192635
630.957344480193,0.056959127600873266,-0.05814366016011117,0.0008613865855691556,0.0008613927091201406
501.1872336272725,0.06388070829672594,-0.06545131205262064,0.0008614992070087596,0.0008615083798499024
398.10717055349687,0.07164722961516351,-0.07368703706683984,0.0008616411361269612,0.0008616545749126027
316.227766016838,0.08035020929004782,-0.08297057431793739,0.0008618198480829046,0.0008618392872794572
251.18864315095797,0.09008424563724546,-0.09344266630517024,0.0008620445709283108,0.0008620725651965117
199.5262314968879,0.10094604535171332,-0.1052717789210617,0.0008623266425489519,0.000862367073359658
158.48931924611142,0.1130330411713765,-0.118663069839372,0.0008626799320210972,0.0008627388508791387
125.89254117941664,0.12644216118404977,-0.133871392023621,0.0008631213717132765,0.0008632083861764152
100.0,0.14127112706941536,-0.15121962461409033,0.0008636717397351494,0.0008638022208057436
79.43282347242814,0.1576254180202179,-0.17112149928543924,0.0008643569429310772,0.0008645553783936341
63.09573444801929,0.17563280098642695,-0.19410611022246185,0.000865210113910213,0.0008655149646720789
50.1187233627272,0.19546534760153184,-0.220840808603511,0.0008662748562546966,0.000866745325898055
39.81071705534969,0.21736728734341643,-0.25214947345439065,0.0008676099967918761,0.000868335194062304
31.622776601683796,0.24168513448172804,-0.28902365333769453,0.0008692961897242747,0.000870407226032919
25.118864315095795,0.26889396081801886,-0.3326263556136353,0.0008714445778518177,0.0008731302413972293
19.95262314968879,0.29961308220986194,-0.3842934452720728,0.0008742075305868108,0.0008767344141724309
15.848931924611126,0.33460884120297607,-0.4455429046157949,0.0008777915129313639,0.0008815298604520047
12.589254117941664,0.3747903624464996,-0.5181023703750566,0.0008824725967352679,0.0008879294882632322
10.0,0.42120985803221367,-0.6039584051653236,0.0008886158217211627,0.0008964772712306599
7.943282347242812,0.475076452384927,-0.7054221673350893,0.0008966998706639692,0.0009078827320377422
6.30957344480193,0.5377841187920208,-0.8252042974698258,0.00090734784574044,0.0009230614741782768
5.011872336272719,0.6109503508418797,-0.9664976561325934,0.0009213640412786679,0.0009431809979637833
3.981071705534969,0.6964657221302195,-1.1330695304796927,0.0009397764309488327,0.0009697105705372508
3.1622776601683795,0.7965544354615722,-1.32936101765045,0.0009638837948734956,0.0010044716587312098
2.51188643150958,0.9138380369723045,-1.560593972357031,0.0009953033362815364,0.0010496823920994748
1.9952623149688788,1.0513977756239137,-1.832900920419339,0.0010360129498662685,0.0011079917308441628
1.5848931924611125,1.212857889150519,-2.1534922043927636,0.0010883881479029124,0.0011825074814998226
1.2589254117941662,1.4025237991453783,-2.530827945429994,0.0011552415231779875,0.0012768239229075172
1.0,1.6255455024461907,-2.9747097612422544,0.0012398634588215655,0.0013950381426921473
