freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(31622.776601683792+0j),(1.2290995589263547+0j),(0.9132108456166874+0j),(-2.004427243559898+1.918050092279207j),(3.8493327458241455+0.12245394073777155j),0.0025644671386342755,0.0025637068169114216
(25118.864315095827+0j),(1.164452182998887+0j),(0.7319665090718496+0j),(-2.232966121177639+1.6072381032354293j),(3.9254648131579457+0.028573602248554625j),0.0024474838356490056,0.002446516870859179
(19952.623149688792+0j),(1.123826321687466+0j),(0.576564541858135+0j),(-2.396606352291348+1.3218220772283211j),(3.9945734576218-0.03367591420331961j),0.002364461954002535,0.002363327552636619
(15848.93192461114+0j),(1.100884843478704+0j),(0.4466650602861095+0j),(-2.5086517236685824+1.0706475956986952j),(4.054097318424967-0.07245520758991436j),0.0023084715474322014,0.002307209060079325
(12589.254117941662+0j),(1.0900906174767822+0j),(0.3399362583886587+0j),(-2.5823850853454764+0.8563285289271854j),(4.103423074241747-0.0952277176711284j),0.002272283570394838,0.002270925979168445
(10000+0j),(1.0872711107209092+0j),(0.25306786866265985+0j),(-2.6290118772057496+0.6772855044106575j),(4.143449913908501-0.10805474271004173j),0.00224972481812929,0.002248296614536446
(7943.282347242814+0j),(1.0895909413594653+0j),(0.18254730051629278+0j),(-2.6570514111378354+0.5296945064739695j),(4.175903994948595-0.11537177117897288j),0.002236139431205806,0.002234657248675836
(6309.57344480193+0j),(1.095276251889492+0j),(0.12512662558707832+0j),(-2.67254449188028+0.4089245938198823j),(4.20274927536549-0.1201461262896599j),0.002228287880703088,0.0022267621253146607
(5011.872336272725+0j),(1.1033033737798366+0j),(0.07802263841721313+0j),(-2.6795661176847565+0.310376289147234j),(4.2258262686116135-0.12420383665053888j),0.002224033705075583,0.002222470188321196
(3981.0717055349733+0j),(1.113139877166941+0j),(0.038961777900108394+0j),(-2.6807616195460415+0.22990188856051377j),(4.246694482678106-0.12856876542832538j),0.0022220161176753606,0.002220417332999889
(3162.2776601683795+0j),(1.124555093274776+0j),(0.006149430688237114+0j),(-2.677795246351741+0.1639711411608995j),(4.266600623312278-0.1337294640852838j),0.0022213872605665323,0.002219753286453854
(2511.8864315095802+0j),(1.1374894599795846+0j),(-0.021791710324226193+0j),(-2.6716875526730313+0.10967950569188564j),(4.286502774621514-0.13982618474593628j),0.002221624075627906,0.0022199531958578623
