freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(31622.776601683792+0j),(1.0752835759188692+0j),(0.9108690675080222+0j),(1.0147792235111206+0.8995810179264843j),(1.1337374050380686+0.9252867361888019j),0.0025756762251673733,0.002574912580137367
(25118.864315095827+0j),(1.0759565893566565+0j),(0.717142434226474+0j),(1.0125537563592126+0.7133578746693038j),(1.1370243450881177+0.723508375442826j),0.002458181597257586,0.002457210405939823
(19952.623149688792+0j),(1.0770658673565257+0j),(0.5617477239593387+0j),(1.010590031237218+0.5642085558363196j),(1.1409450556594116+0.5613480234731216j),0.00237479683341953,0.0023736574736734177
(15848.93192461114+0j),(1.078776127125337+0j),(0.4365598431787005+0j),(1.0090262974859439+0.4442699852949098j),(1.1456980549963447+0.43039711596280644j),0.0023185616971340777,0.0023172936915471115
(12589.254117941662+0j),(1.081286788459911+0j),(0.3351340904666646+0j),(1.0080395267746232+0.34729131192327506j),(1.1515178270105015+0.32399676018965873j),0.0022822155452618884,0.002280852020109767
(10000+0j),(1.0848249500351728+0j),(0.2523825284398437+0j),(1.0078448693697288+0.2683233746412604j),(1.1586640020265373+0.2369050573285134j),0.002259558190443625,0.0022581237442838875
(7943.282347242814+0j),(1.0896295060291756+0j),(0.18431875263903263+0j),(1.0086857797071265+0.2034780248649474j),(1.1673984128769106+0.16503344735811962j),0.002245913422849858,0.002244424761815256
(6309.57344480193+0j),(1.0959269301880474+0j),(0.127851098280294+0j),(1.0108124001067968+0.14973808555165086j),(1.1779521218440372+0.10522858809279831j),0.002238027553830175,0.0022364951294835383
(5011.872336272725+0j),(1.1039030815803015+0j),(0.08060784031660517+0j),(1.014449483880371+0.10479898849350003j),(1.190490808345492+0.0550816768238641j),0.002233754783531669,0.0022321844327670773
(3981.0717055349733+0j),(1.1136788060579137+0j),(0.040783277899545396+0j),(1.019761288786183+0.06692619443172199j),(1.2050906515553474+0.012756439240142088j),0.0022317283774137423,0.0022301226045747242
(3162.2776601683795+0j),(1.1252976435454856+0j),(0.007001689217985732+0j),(1.0268257169494175+0.03482353772116324j),(1.2217347154243001-0.023162472532652557j),0.002231096771619371,0.0022294556555328506
(2511.8864315095802+0j),(1.1387302885211747+0j),(-0.021800825882005357+0j),(1.0356286161557726+0.007506289563716899j),(1.24033216527873-0.053796956537660916j),0.002231334621780971,0.0022296564387253256
(1995.2623149688789+0j),(1.153894027558223+0j),(-0.0464667218498275+0j),(1.0460808298542505-0.015797259872483458j),(1.2607534145566583-0.08006818104383873j),0.0022321166304410498,0.002230398295451479
(1584.8931924611138+0j),(1.170679687259902+0j),(-0.06768123691695015+0j),(1.058050394740038-0.03572111307661287j),(1.2828683120603148-0.1027462130749337j),0.0022332367285560458,0.0022314741307159006
(1258.9254117941662+0j),(1.1889766700152924+0j),(-0.08600707648285626+0j),(1.0713968268440521-0.05280155032106891j),(1.30657469343481-0.1224734850860722j),0.0022345584089869383,0.0022327466872852967
(1000+0j),(1.2086888517522836+0j),(-0.1019015725169372+0j),(1.085996162983623-0.06748604213860264j),(1.3318104229816896-0.13976945183086564j),0.002235985514442053,0.00223411929669581
(794.3282347242813+0j),(1.229738440030999+0j),(-0.11572229365175794+0j),(1.10175158483236-0.08014161990255936j),(1.3585488880864078-0.15502820365470182j),0.0022374460300603576,0.002235519642550672
