freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(1.001574387094547+0j),(-0.0017094541334696615+0j),(0.9953195603701052-4.0609505614005407e-05j),(1.0084761872326693-0.003106582624060775j),0.0014900383141174523,0.0008884705783361021
(794328.2347242822+0j),(1.0019916993282778+0j),(-0.0024842230439585788+0j),(0.9952782361723829-0.00018575823790366173j),(1.0095143646679563-0.004784296026129654j),0.001744017030930113,0.0008906051710478004
(630957.344480193+0j),(1.0024954697896564+0j),(-0.0032214196520139373+0j),(0.9952535252220396-0.00036212181328282745j),(1.0107211697439362-0.00628360845385329j),0.0014901245767026006,0.0008880513036736733
(501187.2336272725+0j),(1.0030799135438144+0j),(-0.003925127305407555+0j),(0.9952532607776221-0.0005690748893613407j),(1.0120660756355386-0.007621066861992621j),0.0014912961437365886,0.0008882810426034046
(398107.17055349686+0j),(1.003735826132319+0j),(-0.004603031664211055+0j),(0.9952816727243966-0.0008043031855220708j),(1.0135163389314554-0.008825080502676956j),0.001628990174131722,0.0008881470565638852
(316227.7660168379+0j),(1.0044534583431683+0j),(-0.005267797473537342+0j),(0.9953390402166628-0.0010666115067245146j),(1.0150452908468872-0.009934661210663488j),0.0017279172049984863,0.0008886691699048833
(251188.6431509582+0j),(1.005225089341003+0j),(-0.005937072161216297+0j),(0.9954229217746764-0.001358285138909118j),(1.0166369483414275-0.010995047756036842j),0.0014908032359244171,0.0008883954500926869
(199526.2314968879+0j),(1.0060469099018297+0j),(-0.006632699599541133+0j),(0.9955302272621527-0.0016863900342520388j),(1.0182870215313344-0.01205313756560688j),0.0014981513118890485,0.0008884376479029826
(158489.3192461114+0j),(1.0069202322012671+0j),(-0.007379632295998287+0j),(0.9956593579776702-0.0020629740930073717j),(1.0200018347942126-0.013154445200761901j),0.0019217690700775007,0.0008878510501384369
(125892.5411794166+0j),(1.0078522150819729+0j),(-0.008204758634990868+0j),(0.99581196977639-0.002504435004604301j),(1.0217967125208947-0.014341414527435216j),0.0015028480840144946,0.0008890440367829151
(100000+0j),(1.0088562684104814+0j),(-0.009135693544601996+0j),(0.995994294210715-0.0030306201712971357j),(1.0236946207257958-0.015652651846322287j),0.002184835115471816,0.0008882764808250004
(79432.82347242821+0j),(1.0099521560215055+0j),(-0.010199366939818585+0j),(0.9962181968023088-0.0036635369799886824j),(1.025725059294964-0.017122232022990045j),0.0014875822080860416,0.0008885207523670022
(63095.7344480193+0j),(1.0111656560617672+0j),(-0.011420651818520939+0j),(0.9965020541474763-0.00442588054328019j),(1.0279227670701456-0.01877889999745337j),0.0015639479739816505,0.0008890010421714908
(50118.72336272724+0j),(1.0125275736358665+0j),(-0.012820893514316905+0j),(0.9968710622264685-0.005338736518375093j),(1.0303258027818991-0.020645500201389624j),0.0014909962905669389,0.0008881747210736523
(39810.71705534969+0j),(1.0140720080547274+0j),(-0.014416858693004398+0j),(0.9973562730576095-0.006418986253536868j),(1.032972943326539-0.02273910192178589j),0.0015880021467720264,0.0008881925209999948
(31622.776601683792+0j),(1.0158340220729427+0j),(-0.016220756653954217+0j),(0.9979920981626463-0.007677709978979633j),(1.035900867587932-0.02507277092941642j),0.0014927366842242193,0.0008891363895508393
(25118.864315095827+0j),(1.0178471126795567+0j),(-0.018240878488550653+0j),(0.9988129289438725-0.009119399478632271j),(1.0391419217852624-0.027658198519974853j),0.0015074548909831077,0.0008882545581861627
(19952.623149688792+0j),(1.0201410342595862+0j),(-0.020483747027873977+0j),(0.9998499797436045-0.010743519814309425j),(1.0427232195717833-0.03050966016006622j),0.0014982497196447714,0.0008884563996827391
(15848.93192461114+0j),(1.0227405323755656+0j),(-0.022957317029983486+0j),(1.0011291424005764-0.01254723315637302j),(1.0466674362259107-0.03364818603915804j),0.004705194974949758,0.0009020769294568726
(12589.254117941662+0j),(1.025665384055176+0j),(-0.025674728816396698+0j),(1.0026700680820217-0.014528670444630038j),(1.0509950103120347-0.03710512578662015j),0.0014916752018225808,0.0008892294781312121
(10000+0j),(1.0289318609669382+0j),(-0.02865808878625297+0j),(1.004486389025652-0.01669042412711185j),(1.0557269935478608-0.04092476147517655j),0.0014882221511171485,0.0008901230681491066
(7943.282347242814+0j),(1.0325555000147697+0j),(-0.03194179725255486+0j),(1.0065870682469822-0.019043078723718757j),(1.0608880468960307-0.04516639759350646j),0.0014885735388019254,0.0008920687237579363
(6309.57344480193+0j),(1.0365549740945377+0j),(-0.03557506399306352+0j),(1.0089790693769514-0.021608551294147495j),(1.0665098347625308-0.04990637366348357j),0.0014901235249092756,0.0008888043171212372
(5011.8723362727205+0j),(1.0409568242145248+0j),(-0.039623303929214704+0j),(1.011671519183136-0.024422682774752624j),(1.0726353577462586-0.05523975955775561j),0.0014899175936982515,0.0008946667417619844
(3981.0717055349687+0j),(1.0458007478799793+0j),(-0.044168114790991496+0j),(1.014681151382998-0.02753627659261186j),(1.0793242683858597-0.06128100035139315j),0.0014968958586452758,0.0008928805633498092
(3162.2776601683795+0j),(1.0511450280824532+0j),(-0.04930556169809045+0j),(1.0180382893010227-0.031013943526446295j),(1.0866586836035632-0.06816295382113255j),0.0014938546596856858,0.000890755026712126
(2511.8864315095802+0j),(1.0570715310276553+0j),(-0.055142558116892504+0j),(1.021792411198801-0.03493063919381706j),(1.0947489192037985-0.07603402228857302j),0.0031102148078882438,0.0009197121952437746
(1995.2623149688789+0j),(1.06368949337885+0j),(-0.06179129762630823+0j),(1.0260166010800358-0.03936614480028279j),(1.1037383795101763-0.08505304578246352j),0.002146071513828482,0.0008951748473252312
(1584.8931924611124+0j),(1.0711371317008962+0j),(-0.06936204893308612+0j),(1.030810376164696-0.044397611236224294j),(1.1138061879972212-0.0953819421441574j),0.004913150207600737,0.0008976025619000643
(1258.9254117941662+0j),(1.0795800932395516+0j),(-0.07795521698402812+0j),(1.0362999491810305-0.050090170146039045j),(1.1251658038554195-0.10717733233900997j),0.00201467514703841,0.0009031667865247526
(1000+0j),(1.0892061489351623+0j),(-0.08765432426129424+0j),(1.0426343219875267-0.056486354403798116j),(1.138058804762853-0.12058395852523972j),0.0016209912862537915,0.0009116209754462356
(794.3282347242813+0j),(1.100216516212773+0j),(-0.09852221716114087+0j),(1.0499757761607573-0.06359668572363843j),(1.1527452141620855-0.1357333533683246j),0.0016324236505701447,0.0009241370412255009
(630.957344480193+0j),(1.1128158204930372+0j),(-0.1106028905383721+0j),(1.0584850937544426-0.07139531727680487j),(1.1694941494552262-0.15275025405946244j),0.0015494494756034638,0.0009451107464199611
(501.187233627272+0j),(1.127204677938806+0j),(-0.12393029160229031+0j),(1.0683050513989767-0.07982457708587601j),(1.1885802441549105-0.17176709439085186j),0.0015779639108502704,0.0009677408765822081
(398.10717055349687+0j),(1.1435803915343472+0j),(-0.13854285246079445+0j),(1.0795487208153567-0.08880938911435889j),(1.2102921861104095-0.19294399397830742j),0.0016265942231649042,0.0010063813619137127
(316.227766016838+0j),(1.1621509886432897+0j),(-0.15449860406175503+0j),(1.0922993335156468-0.0982776622925575j),(1.2349595978094383-0.2164877323054383j),0.0017138672960014026,0.001073833300258255
(251.18864315095797+0j),(1.1831649668626851+0j),(-0.1718819810454947+0j),(1.1066251853425462-0.10817877605435423j),(1.2630022379492643-0.24265825429811114j),0.0026232174011271156,0.0010834911420983693
(199.5262314968879+0j),(1.2069542018899748+0j),(-0.1907914142625806+0j),(1.1226084912710181-0.11849122009157549j),(1.2949998084981942-0.2717465573125014j),0.0018927292647928776,0.0024354645935976598
(158.48931924611125+0j),(1.2339816236388397+0j),(-0.21129695043903376+0j),(1.1403833959064695-0.12921107184901603j),(1.331771163286878-0.3040055465658934j),0.002330171951295484,0.002320591680058863
(125.89254117941664+0j),(1.2648786501284572+0j),(-0.23335932845817997+0j),(1.1601746053413011-0.1403134235781568j),(1.3744393082330064-0.3395180007788402j),0.002313535399707608,0.001285012614397652
(100+0j),(1.3004492954095679+0j),(-0.2567073024223943+0j),(1.1823217129843226-0.1516801505569644j),(1.424444435428495-0.3779951314901385j),0.002313447591237746,0.0011492893486210443
(79.43282347242804+0j),(1.3416090571519765+0j),(-0.28068211552410327+0j),(1.2072645174236005-0.16299410052831376j),(1.483453535999503-0.41851944090710047j),0.002404946546954326,0.001137574252293153
(63.09573444801929+0j),(1.3892226201265536+0j),(-0.30408139823813085+0j),(1.235456395028614-0.17361804661214297j),(1.5531097969168512-0.4592820241118723j),0.0024692735291788207,0.0011292074746015854
(50.11872336272725+0j),(1.4438176644259297+0j),(-0.32506938248600237+0j),(1.2671788000287885-0.1825080035787859j),(1.6345854701726183-0.4974161856710859j),0.0025661807450225206,0.0011242780699134319
(39.81071705534969+0j),(1.5051986115390508+0j),(-0.3412523661978166+0j),(1.3022660047129158-0.18824270419522932j),(1.7279693715793802-0.5290768084449008j),0.00263523362644979,0.0011274825369284693
(31.622776601683796+0j),(1.5720676509079599+0j),(-0.35001392283807004+0j),(1.3398208518753116-0.18925449498890862j),(1.8316400854930492-0.5499134727115604j),0.0027336761534882937,0.0011958895266688267
(25.118864315095767+0j),(1.6418475229991896+0j),(-0.34912209267453+0j),(1.3780842136149718-0.18428119260527293j),(1.9419085896465393-0.5559774759516294j),0.002844753215450853,0.0011551562761263612
(19.95262314968879+0j),(1.7109113885743414+0j),(-0.33745577820965955+0j),(1.414637905959318-0.17290947047540872j),(2.0532533515368145-0.5448686605699542j),0.0032171695972214327,0.0011613766604493606
(15.848931924611108+0j),(1.7752802341122185+0j),(-0.31553437787999006+0j),(1.4469849346174293-0.15592733534152087j),(2.1592897871684804-0.5166680169127833j),0.00669542333669845,0.0011478407012850639
(12.589254117941664+0j),(1.8315751158468836+0j),(-0.28553135169313426+0j),(1.4732886261026152-0.13521545153432138j),(2.2542202647267704-0.47414684872813373j),0.004156717128624571,0.0011226610433522526
(10+0j),(1.8778007191212058+0j),(-0.25069563089252983+0j),(1.4928766376050726-0.11316739648837684j),(2.3341574649168986-0.42205508337789205j),0.007472878566031868,0.0010803792942459007
(7.943282347242805+0j),(1.913601453268295+0j),(-0.21445304852506183+0j),(1.5062404045924238-0.09195361325524602j),(2.397734429607372-0.3658078458396785j),0.0036099107119292365,0.001056121986758747
(6.30957344480193+0j),(1.9399534704103802+0j),(-0.17962362241450403+0j),(1.514606339130781-0.07302361821617805j),(2.4458391344869335-0.310198957893939j),0.003525242921990197,0.0010701136865870645
(5.011872336272715+0j),(1.958561255511122+0j),(-0.14804173589608208+0j),(1.5193964108663054-0.057013055248655214j),(2.4807868387748786-0.25863730176704514j),0.0035779633563389978,0.0009669600441485635
(3.981071705534969+0j),(1.971285985797945+0j),(-0.12057899673519185+0j),(1.521849675832216-0.04394195475413783j),(2.505413092425411-0.2130084276301441j),0.003746744629638814,0.0009669150806129901
(3.1622776601683795+0j),(1.9797840498389898+0j),(-0.097390415269388+0j),(1.522876381761722-0.03349319140570155j),(2.5224165541807118-0.17395510336320955j),0.004957463372908167,0.0009242167053870921
(2.5118864315095766+0j),(1.9853629140210836+0j),(-0.07820114340589189+0j),(1.5230730731455986-0.025231881426857547j),(2.5340316029044185-0.14130061068908134j),0.007173223616518688,0.0009162165970551499
(1.9952623149688788+0j),(1.9889785850805604+0j),(-0.06253441117401201+0j),(1.52280159390009-0.01873033541931699j),(2.5419520791654064-0.11442896761421956j),0.0036639865462451556,0.0009105879074654578
