tau,gamma,gamma_lo,gamma_hi
1.591549430918952e-05,0.00017178352747421305,9.777782148540333e-06,0.0005373673919176344
1.7662259541255198e-05,0.00021478809880060774,1.389206070619491e-05,0.0006564118031210997
1.9600736618185897e-05,0.000241855916003127,1.9008224329125773e-05,0.000716432042167493
2.1751966393547314e-05,0.00026023479613351147,2.5528677120117528e-05,0.0007438250640800281
2.413929900711063e-05,0.00027527530719121415,3.194443999140439e-05,0.0007586257280286826
2.6788647334778475e-05,0.000288819841052008,3.573341136179024e-05,0.0007694694954546014
2.9728768255272957e-05,0.00030139112683209455,3.6223017244519894e-05,0.0007791794645908972
3.2991574786545125e-05,0.0003127980187899009,3.468335112342695e-05,0.0007880199846801675
3.6612482479934024e-05,0.00032324182995178757,3.332130258506672e-05,0.0007975097935387992
4.063079383195004e-05,0.00033366193651203477,3.472678289889792e-05,0.0008114797933841727
4.509012488621078e-05,0.00034440625384529175,3.9380449140574923e-05,0.0008293409355069382
5.003887865600451e-05,0.0003556296377145762,4.4437159831815373e-05,0.0008451998325395184
5.553077050616176e-05,0.0003672518421460574,4.7278243722307036e-05,0.0008534068606073939
6.162541119689888e-05,0.0003808734703733608,4.881078731004725e-05,0.0008585624600181176
6.8388953918179e-05,0.0003979420125386589,5.155357872379416e-05,0.0008672428420060549
7.58948123377093e-05,0.00041949633310797024,5.735675852754071e-05,0.000882427571889109
8.422445745649845e-05,0.00044565560874562193,6.736365570018704e-05,0.0009039642466778757
9.346830192130152e-05,0.00047720769827396355,8.244926665003712e-05,0.000935634164848049
0.00010372668139256164,0.0005152655439391671,0.00010309411231426055,0.0009843624027271968
0.00011511094361993492,0.000561193370559579,0.00012896883915271954,0.0010520781167930836
0.00012774465704657205,0.0006167117542988938,0.000158181799289822,0.0011342017544659275
0.00014176495206073733,0.0006841822426715137,0.00018866541802773238,0.0012286547011968643
0.000157324009453141,0.0007676764264699836,0.00021988481462827933,0.001343232096940351
0.00017459071223617964,0.0008702412282754272,0.00025735828090142697,0.0014848520544802294
0.00019375247875446207,0.0009930731504403793,0.0003185323552138684,0.0016532472364299887
0.00021501729698379126,0.0011334258062919106,0.0004210985646086947,0.0018393313618471406
0.000238615982099538,0.0012871755475877202,0.0005616958995500333,0.002034094502937993
0.00026480468181878063,0.0014461473247042644,0.00071945454658502,0.002225853194049414
0.00029386765670999624,0.0016056545670255534,0.0008788102838030374,0.0024129116036436925
0.0003261203656486838,0.0017602994249716517,0.0010295309156132222,0.0025969967181954817
