tau,gamma,gamma_lo,gamma_hi,ftp,ftp_lo,ftp_hi,fbp,fbp_lo,fbp_hi
1.8464249428955464e-06,0.052553034342146115,0.009517610913417266,0.09399036063061603,0.005982881695918806,0.0007634558470696919,0.016118432934070386,0.005029451310959996,0.00044666880799248146,0.01333263822361123
2.049074689815846e-06,0.06145003863363708,0.009945275600812395,0.1099597714644193,0.005926522359557343,0.0007909120780091322,0.015946853521656486,0.005091911827861247,0.0004229733318708961,0.013535069625853595
2.2739657523579273e-06,0.07427224765304645,0.013349917833176761,0.13091014446655203,0.005876052923835496,0.0007564238998503689,0.015810369769444277,0.005155623606230023,0.0004205085698164694,0.013769560035617308
2.523539170434766e-06,0.09185965255614563,0.020394038379320138,0.15903168758427244,0.0058357651623447745,0.000672581540135083,0.01566838501494421,0.005217031483168693,0.00043735622167364533,0.013906961143345999
2.800503894183631e-06,0.11500490819972042,0.031999797729265575,0.19615749993003348,0.0058053054919319615,0.000575104849581623,0.015504469092706334,0.0052703042633213786,0.0004647711208399786,0.013857301770692944
3.107866187782014e-06,0.14427501933516615,0.04957352948883332,0.2423620655732497,0.005795974519257694,0.000507083604076991,0.01542453566718326,0.005325384819593894,0.0005025031217527258,0.013757433491919066
3.4489622604057595e-06,0.1795684699520979,0.07436641376280405,0.29557343671294467,0.005805536411351568,0.0004914169322742864,0.01549545944935692,0.005382527434546364,0.0005595619298084487,0.013754715939823492
3.827494478516315e-06,0.21957577798445743,0.10597841242121141,0.3514020309475409,0.005822695550999242,0.0004959441020656884,0.015634280236204386,0.005436754555210956,0.0006539847612323168,0.013832299432099184
4.247571552536894e-06,0.2615043894950567,0.14247359703905899,0.4036864381601572,0.005824410359758934,0.000467477578025579,0.01567973721747762,0.0054712517760284385,0.0007941708078451556,0.013863618427311956
4.713753134116729e-06,0.3030001573887557,0.18159782318221587,0.4502325838087043,0.005809665973056866,0.00040465072718410725,0.01565585207927234,0.00548380259916885,0.0009442642182483918,0.01383687463041435
5.2310993080562585e-06,0.34120768765633547,0.22014280502998318,0.49116378496241286,0.005793518570552252,0.0003540494858109881,0.015718956498193118,0.005482425205773923,0.0010366017239755068,0.013840888570984549
5.805225516094895e-06,0.3744051653927356,0.25579070247352687,0.5275685180369217,0.005786196444908633,0.00034987989608265403,0.01588028732840594,0.00547580532038259,0.001055804334692475,0.013914331126126004
6.44236350872137e-06,0.40160522770985585,0.28654379283742226,0.5599875946583843,0.005794266797476964,0.00039717836515413884,0.015968312725494257,0.005475739867831478,0.0010527010728460184,0.01401982937343495
7.149428986597577e-06,0.4217121476621353,0.31057316026831644,0.5858057401799036,0.0058122252864361325,0.00048126150303180233,0.015861667234458327,0.005478432257342174,0.0010625303282508249,0.014092184260334387
7.934096665797492e-06,0.43425079832925884,0.32661361182754567,0.5996304546708389,0.00583842775299965,0.0005686563935715712,0.01567209742959054,0.005475307954485353,0.0010692876572181986,0.014111292633032787
8.804883581643465e-06,0.4380817131127495,0.33287095413878337,0.5964814779334738,0.005864013231740237,0.0006229606481913493,0.01553893872170663,0.0054528852141756965,0.001045103033719566,0.01405965763201479
9.771241535346501e-06,0.4337040542435831,0.3289540857380113,0.5795721264247913,0.005895728106826835,0.0006214586010994535,0.015561010333331168,0.005424567189306217,0.0009927148158329993,0.013973290255393608
1.0843659686896109e-05,0.42156576584039057,0.3150007458311086,0.5545478216412734,0.005936337907769855,0.0005648674173673914,0.01580284201249422,0.005399852956627843,0.0009315751775019125,0.01387971256645867
1.2033778407775906e-05,0.4039296367920503,0.29444762555826226,0.5271387779242662,0.00599662610085239,0.0005071693784909647,0.016377833931155994,0.005377967893917039,0.0008845355100280291,0.013811659651182327
1.3354515629298974e-05,0.38331741964553123,0.2720154009883362,0.5012839549506434,0.006080009256916598,0.0005248197610459735,0.017320994451515567,0.005344827063755241,0.0008686934661144675,0.013769209434682333
1.48202070579886e-05,0.3607877720857147,0.24991149057909193,0.47715436372484643,0.00618131847953629,0.0006345833867468847,0.018343821485162767,0.005300474394384338,0.0008785111734198976,0.01370857808780178
1.6446761779946626e-05,0.33638513715361895,0.22815318315161384,0.4523666612765441,0.006285785940493115,0.0007901269485689478,0.018893013231624737,0.005259325094333113,0.0008906994696782989,0.013561470774468828
1.8251834943190462e-05,0.3097732214218984,0.2057779487551316,0.42477941711005346,0.0063833334632713125,0.0009380349143746416,0.01878769446974493,0.005228313553756547,0.0008931049959795155,0.01332889704995722
2.0255019392306664e-05,0.281859831484346,0.18242959049798096,0.3948073119474189,0.006479626615895663,0.0010350471291039104,0.018418726650920703,0.005211215603097489,0.0008914121828276612,0.013132451064645584
2.2478058335487252e-05,0.2532115849642765,0.15795251466175922,0.3626726277816552,0.006569040271919978,0.0010660107476235684,0.01813149883297771,0.005205688946343234,0.0008811999199478139,0.013045653640507181
2.4945081352303165e-05,0.22502304178177066,0.13347900942102464,0.3292649816232727,0.006644836415517298,0.0010593091119737823,0.017977746150300226,0.005221702185538221,0.0008359894199876122,0.01305133262098378
2.7682866303920665e-05,0.19801528739226956,0.11018095498508856,0.29489636660786445,0.006694690575937858,0.0010460990578202401,0.017872571792385657,0.0052545236607730705,0.0007333346517720404,0.013079283526701216
3.072112998861759e-05,0.17285123581282733,0.08905210900363413,0.2606539207860187,0.006739568162635474,0.0010336508622923193,0.01784806557594216,0.00528718498501521,0.000594285687655177,0.013117304482237548
3.409285069746814e-05,0.1498928114727755,0.07073052910437665,0.22783493150181536,0.006796869535028333,0.0010123632796730747,0.017948476289556807,0.005295084252918701,0.00046500626468213007,0.01319219067871225
3.783462617131933e-05,0.12905334796730975,0.05499005101497655,0.19787537328843222,0.006866637841151144,0.0009757904298415964,0.01812563456524779,0.005292408040039307,0.00038973646322303167,0.013410935724403352
4.1987070844439056e-05,0.11023722298633139,0.041534340676555336,0.1722678711731002,0.00692569837517602,0.0009242853116829547,0.018247950994363955,0.005310525850282029,0.0004008159647639414,0.013859924058029676
4.659525668664687e-05,0.09343224225529694,0.030824663248990088,0.15073041089899938,0.006958887820720599,0.0008691552541312049,0.018280617014810308,0.005355952639692358,0.00048431314289707617,0.014404069513020293
5.170920242896755e-05,0.07910925771109623,0.024117329978937913,0.13185856112914673,0.006965642282661987,0.0008304528312700685,0.018308538041489388,0.005407869779951981,0.000581753810175127,0.014716050321626829
5.7384416483024044e-05,0.06726852289101241,0.021032537348550335,0.11450263318449738,0.006950655711882474,0.0008126019338204121,0.018407744190925366,0.005449956283975517,0.0006457473742711625,0.014698500508095222
6.368249944718586e-05,0.05751937066957728,0.01881232591610777,0.09891972838669608,0.0069372175445613455,0.0007974804190104024,0.018630573561331923,0.005494196092848364,0.0006613897024821863,0.014649906013091749
7.067181273927492e-05,0.04936313020619706,0.015397659029048811,0.08545652805353557,0.0069345737656420605,0.0007619335847061766,0.018939245649677982,0.005548333724926653,0.0006445414455345766,0.014764805792038383
7.842822061337681e-05,0.042622638492733504,0.011565961778551494,0.07421819549456841,0.0069498207506838,0.0006959915750078102,0.01923410787180181,0.005618845650042876,0.000647971440781577,0.014878156397581057
8.703591361485166e-05,0.03720954369144327,0.008942728622427612,0.06501430009974057,0.006973981158179463,0.0006111580775806417,0.019386144752165473,0.005699391083853638,0.000715187845922287,0.014763044102962398
9.658832241158708e-05,0.032942286703482614,0.007886523250875296,0.057528515719411116,0.007008458228351371,0.0005584052551561682,0.019403140758026547,0.005792504666559738,0.0008288916384507854,0.014576389968605526
0.00010718913192051276,0.029583327384232416,0.007839210810348893,0.051453540086979284,0.007047303421138564,0.0005904171131371307,0.019339139545059773,0.00589165631680528,0.0009349805900123668,0.014621192685562175
0.00011895340673703195,0.026906173606267972,0.008088978379701755,0.04658988094951649,0.007089841395589107,0.0006850457641738229,0.019275889683992267,0.005986285379570357,0.000993795134365353,0.014942975956175965
0.0001320088400831418,0.024738510875758783,0.008024950829597722,0.0428555409823186,0.0071360409187889535,0.0007627925485648986,0.019290079831583845,0.006055879028156348,0.0009880634281556348,0.015351787554199955
0.00014649713983072864,0.022935916979122124,0.0074778246623313244,0.04001870107468265,0.007199060670610453,0.0007796611831718937,0.019431574293052284,0.0060890102529532536,0.0009401194065857795,0.015735970207127883
0.0001625755666443795,0.021423345569780497,0.006710372415112165,0.03775878614620281,0.007306330230740762,0.0007458647149161338,0.019734313912442833,0.006089926155117827,0.0009047088698675574,0.016107538943460842
0.00018041864093920718,0.020147643883311448,0.005977354241300838,0.03586653221308589,0.007455493983216755,0.0006908051524853683,0.020181609458177072,0.006062999450587336,0.00089888185871457,0.016389209096633477
0.00020022003718155845,0.01913421134073063,0.005390810293579004,0.03445740041482581,0.007614528926534602,0.0006533748166202699,0.020738739889410496,0.006026495729467046,0.0008797813693765786,0.016367310230350228
0.0002221946860939524,0.01837610412371868,0.004984465714703308,0.03363734903964395,0.007750931877495988,0.0006675350556340485,0.021361812770933155,0.005987638490786814,0.0008191227404954848,0.01590275226788423
0.0002465811075822604,0.017836533501225712,0.00478853481139591,0.03338317081100457,0.007893485690997883,0.0007536646528584172,0.0220917611288199,0.005957003281099486,0.00076777626176239,0.015229827776610751
0.0002736439997074672,0.017433459434275378,0.004803761465841355,0.033485019398886456,0.00807984744326759,0.0009123343948241387,0.022935769173831333,0.00592937402470258,0.0007906549575062907,0.014651575066358419
0.00030367711180354605,0.017110678191436926,0.004942923204732665,0.03363068287027801,0.008341800271293127,0.0011061897444444781,0.023857526473998306,0.005897553232813758,0.0008805267294034418,0.014273575788674569
0.00033700643292719284,0.016820909408300083,0.00506758615109278,0.03348236091925588,0.008686240032263287,0.0012758595366097704,0.024781913470202668,0.005848041215099212,0.000976795308198952,0.014056704176240845
0.0003739937302478798,0.016573063103589785,0.005103402171120961,0.03307064494420722,0.009110247686088932,0.0013881998594920044,0.02579918959656179,0.0057876516323212505,0.0010224737822604503,0.014002753988430839
0.0004150404757850477,0.01640368139109182,0.005028584214605538,0.032701273738069275,0.009597559680023043,0.001433819727882546,0.027142960095638272,0.005734762793692239,0.0009791572859391977,0.014159659240118694
0.00046059220411451084,0.01628518864216079,0.004824771885043146,0.03250952934873105,0.010145099439058615,0.0014226614336349298,0.02906649297803549,0.005685888085030249,0.0008598297409798411,0.014492357220600258
0.0005111433483440171,0.016134236468080265,0.0044796418899269155,0.032422332414170064,0.01076944143299871,0.0013884779093461584,0.0317670941523095,0.005620260184634741,0.0007347198181650478,0.014857565247974224
0.0005672426068491978,0.015888302332470742,0.0040233456384889356,0.03239538579866143,0.01148746013457508,0.0013844365917684415,0.03518514757981255,0.0055282438098474326,0.0006586011452721406,0.015117493618410686
0.0006294988990221888,0.015609714427310165,0.003584257458633027,0.03263680289300682,0.01233074709624046,0.0014849570585542518,0.03894105323045241,0.005448297562031382,0.0006388176303523377,0.015238339229978411
0.0006985879746785249,0.015347839553973758,0.0032680136947439787,0.03320849000144506,0.013326773912630725,0.0017173170429746819,0.042808808822308,0.005404147100089376,0.0006533444574786236,0.015190523365293616
0.0007752597488629464,0.015114483580509382,0.003070377764141647,0.03382119372673935,0.014532832702500484,0.0019916286521469077,0.04726669257798811,0.005379177955262323,0.0006621127789560018,0.01497055871750542
0.000860346441668451,0.014870028509290088,0.00292929471593798,0.03409193703218215,0.015985723636685305,0.0021850390316794054,0.052756458962379724,0.005332856177249427,0.0006273728744345195,0.014575025034576947
0.0009547716114208065,0.014605033651439928,0.0027990193232504627,0.03417521684532108,0.01771436101117805,0.0022825635862297154,0.05890326034124643,0.005261612296922604,0.0005480388824145124,0.014106119504915431
0.001059560179277617,0.014315117453730186,0.0026531325988624907,0.03443167629429595,0.019744675576530122,0.002355929191090953,0.06493487857085535,0.005183085674125386,0.0004493789241891152,0.013721475414794102
0.0011758495540521582,0.013996421079808075,0.0024799441356763547,0.03474332509855351,0.02224288078851991,0.0025095932909640654,0.07144565052129156,0.005114194109935248,0.00035994072921259834,0.013536697628352197
0.0013049019780144017,0.013645883855671727,0.002281477702109187,0.03452710387097316,0.025482547476983274,0.002845056178723621,0.08025074799071447,0.005064498491540953,0.00030681860824157266,0.013594910323625692
0.001448118227674533,0.013251156079214673,0.002071605921547395,0.0335294257552231,0.029728192282391205,0.003366514288575351,0.09259455413313336,0.005026084616454723,0.00029920392751556116,0.013782818695990321
0.0016070528182616384,0.012824145039015009,0.001883059215100383,0.0321498894762229,0.0351918118906772,0.003955972983037964,0.10853370359120433,0.004984344880950836,0.00032576737255036136,0.013842516786691409
0.0017834308769319094,0.012360154704979906,0.0017286988058672656,0.03071153350900824,0.04218758336642598,0.004528542642970643,0.12807150528980865,0.004929688468782867,0.00037166569153988566,0.013605931245826349
0.0019791668678535573,0.011881503857546457,0.0015904411475947532,0.029239758400656235,0.05119036356233444,0.005123064688133233,0.15163396670786614,0.004886098419654207,0.00042544251080416654,0.01320621599029071
0.002196385372416547,0.011395432779214145,0.001451236659652405,0.027697465477197775,0.06262466707771311,0.005804181079642758,0.1791476573239341,0.0048679322859794295,0.0004773844016881604,0.012832299678938059
0.002437444150122222,0.010930156825408432,0.001335315442006708,0.026421228354204494,0.07669358545141258,0.006621105431520086,0.20935256136379682,0.0048652755937280525,0.0005188020233835422,0.012591995337319981
0.002704959730463137,0.010497508990472897,0.0012759104595695344,0.025741914204529866,0.0936047724969812,0.007758993989611826,0.24049682572113673,0.004850863947883773,0.000540683822986663,0.012503077534980747
0.0030018358135755923,0.010090492424474459,0.001259680716557649,0.025394083003962127,0.11430257283140906,0.009803524878713669,0.2733688219243823,0.004825545708365746,0.0005408176499388944,0.012548495523581
0.003331294787934677,0.009691835413726872,0.0012407028318022423,0.024747245819185547,0.13978516704301466,0.013415276989409492,0.3098482929982868,0.004807187951444717,0.0005235261359695336,0.012680500605768235
0.0036969127071950323,0.009315580127320115,0.0012002775656911352,0.023721708275680323,0.17016065868294955,0.018491273886861163,0.35116697525070917,0.004807927767396978,0.0005030020026026116,0.012839831757121552
0.00410265810582719,0.009018198456393978,0.00115464405463633,0.022872916420173025,0.20406502962564374,0.025134892117582592,0.3968678649228093,0.004829380763243357,0.000501801851399114,0.012962218137448972
0.004552935074866948,0.008815948192361407,0.0011154673876594022,0.022498660811429955,0.24056537897376418,0.0376675398198195,0.446392123668158,0.004858351860104275,0.000529929372450768,0.013010585515156502
0.00505263106533568,0.008679343911388422,0.0010797125474278706,0.022356281597244513,0.2792124783569684,0.06509891963069449,0.49924239902592016,0.004878298247150249,0.0005766954204881082,0.013013765192498984
0.005607169938205458,0.008557418801223121,0.0010481141112534847,0.022079648000628956,0.3189105035860419,0.11068851128920264,0.5539004708200026,0.004876640667270937,0.0006225696299606788,0.012980462192815635
0.006222570836730231,0.008433789534018287,0.0010432177623433227,0.021577112736371612,0.35739599883030615,0.1625618975252153,0.6079736783443328,0.004873810227765015,0.0006471697906532598,0.012910298618272722
0.006905513520162331,0.008301051657664867,0.001079087356927224,0.02091525138173585,0.3911603746404563,0.20518630208874628,0.6572712998916059,0.004885136605958915,0.0006361399439666839,0.012781736051512099
0.007663410868007463,0.00818678774142384,0.0011282148945667338,0.02034514121332403,0.418103810038893,0.23315146599104697,0.6991245795840733,0.0049096859150488436,0.0005970857016920978,0.01263391618957033
0.008504489341802686,0.008114133461648812,0.0011505731126471967,0.02010384903073949,0.436357334672551,0.2476356613002982,0.7310978525980634,0.004931809026119512,0.0005465373821447938,0.012524781961718122
0.009437878277775391,0.008077860370458474,0.0011591986895375928,0.02015944964293822,0.44703756994973615,0.2537365039811325,0.7559652952292839,0.004957490951076231,0.0004928483103680041,0.01252147567758547
0.010473708979594508,0.00804784726523322,0.0011981793018884677,0.02026483617682977,0.4523132806620824,0.25715847651535456,0.7780994493317588,0.005002001504477106,0.00043672416629729905,0.012680124576297927
0.011623224686798541,0.008015406926782792,0.0012541758992873568,0.020279456986143814,0.45239726569265054,0.2592930884413938,0.7965209818116288,0.005055579287480515,0.0003785219407535616,0.013004911043541246
0.01289890261253308,0.008009913581032285,0.0012544249000160095,0.020254172386720178,0.44551823623497055,0.2571946790646016,0.8036537290506932,0.005084116531153969,0.00032529097680435767,0.013435774696702285
0.014314589375234785,0.008052146078824762,0.0011945213823235112,0.020265246026770035,0.4301331548383701,0.24852364064741989,0.7911533471135335,0.005071453595804644,0.0002929618877488127,0.013848723608751699
0.015885651294280528,0.008153159886115193,0.0011947590642814227,0.020391723031528492,0.4080525788895201,0.23486801664255808,0.7562516382139852,0.0050536703024861825,0.000305494773674654,0.014088845356389275
0.01762914118095948,0.008287909747605795,0.0013251488664947852,0.02061533385285324,0.3809590103388038,0.2176162010506482,0.7004225089246234,0.005052849155936801,0.0003628498368109943,0.014065243671925947
0.01956398343517065,0.008410388839442154,0.0014640784126251606,0.020836646873261713,0.3509922459436372,0.1967499954641419,0.6357360551935595,0.005052734086954168,0.00041271495579845986,0.013921749141488127
0.021711179456945052,0.008465423434540556,0.0014526834272080267,0.02089578711057675,0.3195527150669721,0.1719450775530313,0.5738945347530603,0.005019064191887276,0.0004066338738361381,0.013818941799349392
0.02409403560239527,0.008465401627492845,0.00131842854932666,0.020748321467050884,0.28831231470700175,0.14593993491633495,0.5168886994142121,0.004963170347245058,0.0003794214380415936,0.013762799393463676
0.026738416158399492,0.008442414265441324,0.001206540596483731,0.020417198208451066,0.25876296938540244,0.12280183961760675,0.46075356515138344,0.004915128193048668,0.0004016871729220767,0.013658561873745026
0.029673024081888724,0.008401333856696822,0.001205323209397359,0.020028754605708642,0.23108523086100913,0.10314746777349014,0.40438004885979423,0.004886288965853621,0.00046818923924293795,0.013534767820934483
0.032929712550971546,0.008315654656311648,0.0013149760387031596,0.01975931679511031,0.20489923132071475,0.0849811185175579,0.3513944414426397,0.004868850303243931,0.0005032501393098583,0.01353586845030666
0.036543830709572546,0.008168457067407531,0.0014566390410231669,0.01962828625342506,0.1798483470913155,0.06736253675647842,0.30437404597703005,0.0048645619831088885,0.00046706454372706256,0.0137281187253459
0.040554607358408275,0.007976989629774863,0.0014930875642931638,0.019477705161738967,0.15666459106925484,0.051904950148901084,0.2646977345128953,0.00489819773722307,0.0003884809767084674,0.014058128087908189
0.04500557675700498,0.007739837866074709,0.0013663359911003784,0.019097892111615673,0.1356361018299593,0.03972388202655882,0.23169751920092077,0.004976265605405861,0.00031647472879268117,0.014421859210731055
0.0499450511585514,0.007448077349938849,0.0011784229697938157,0.01838928350289973,0.11675352871914503,0.030132908283721598,0.20363611629151712,0.005079601394337037,0.0002981393315303551,0.014741405965123402
0.05542664520663107,0.007088529260196754,0.0010370741727902914,0.017374043842172424,0.09972483739666818,0.022087659527087796,0.17856600323502772,0.0051786788797936545,0.00035522692077160224,0.014962921814863831
0.06150985788580504,0.006701823969428044,0.000933400852379007,0.016365943026388448,0.08460911185360583,0.01549479651466506,0.15586078872915746,0.0052736728555095895,0.0004556533185869849,0.015147473828112129
0.06826071834272393,0.006328965573320578,0.0008076526814275065,0.015667725166929432,0.07159624282846667,0.01074233930136074,0.13553811534927057,0.005366848185903524,0.0005383080236689431,0.015375309079554183
0.0757525025877192,0.00597300289283328,0.0006549041953829399,0.015206068819512886,0.06066821249026242,0.007641717005918823,0.11769774982777553,0.005459443013586143,0.0005498738539627815,0.01571463064364149
0.08406652885618333,0.005614746028781128,0.0005179156500662765,0.014665523948490317,0.05173434703217695,0.005652497744281138,0.10252438017987377,0.005545266315757252,0.00046690066011299705,0.016159620886831455
0.09329304026284696,0.005269845468609459,0.00042815936544986027,0.013930706631018858,0.044493067607931196,0.0044656988571399716,0.08992107316739911,0.0056361761740801875,0.0003564746058964233,0.01659101467361903
0.10353218432956637,0.004992785452694109,0.00039509808573674824,0.013133433210917998,0.038628945624956355,0.004062608186787416,0.07973578748228922,0.005760299452247768,0.0003559699795559698,0.01682549862646653
0.11489510001873086,0.004789014317236839,0.00040540336534709414,0.012364500668918952,0.03380259384044329,0.004277858921646463,0.07133326924548648,0.005933976851964286,0.0005114334717138259,0.016899156099895465
0.1275051240713013,0.004605067761493953,0.0004260585973134058,0.011624239867523119,0.029791232346710807,0.004625715101242699,0.06381815553331345,0.006161932743213707,0.0007236718542058957,0.01716828429684743
0.1414991297434576,0.004398411753449324,0.00043435979007332143,0.010896760388548147,0.026387240850025584,0.0047406586232369725,0.05659336435187297,0.006443496867362064,0.0008800105197756485,0.01784902447674473
0.15702901247293774,0.004203356795887715,0.00043440156464507663,0.010271002166923966,0.02346629154268143,0.004655178292725285,0.0500370448967346,0.006796323276738869,0.0009317500612056414,0.018800918303800596
0.17426333860096507,0.004062007474945831,0.0004301220792628468,0.009845752651336883,0.02091303769560922,0.0045120663041418605,0.04458555700291619,0.007235214531020627,0.0008829102792427972,0.019845213832869843
0.19338917504552322,0.003976908157938322,0.0004030271124464694,0.009673437468843164,0.018657725599982897,0.004331399633762867,0.04004963865833496,0.007783279991164405,0.0008005673030597907,0.021193673244083066
0.21461411978584058,0.003922398107748362,0.0003339763968618394,0.009738155920260776,0.016642501018817,0.0040489008336173,0.03591480601936539,0.008458885888430556,0.0007689503784036192,0.023246820128061757
0.23816855519761607,0.0038874793419290655,0.00025029354505663455,0.009942242008211704,0.014814762412849377,0.0036598383191384165,0.03198166163271419,0.00930221074782254,0.0008238662432336066,0.026318889494987677
0.2643081486974108,0.003876906785173319,0.00020829117758720714,0.010142945976689625,0.013143476962179268,0.003218108417801297,0.02838117752688836,0.010362278494843887,0.0009584929116585194,0.030608988712965468
0.29331662783900486,0.003906346262088628,0.00021991124158420424,0.0103084946903212,0.011608371448877707,0.002763588834224154,0.02520805641465049,0.011712258944826293,0.0011474096157613725,0.036342687215155677
0.32550885998350565,0.003996970403071446,0.0002466075443623234,0.010539109306271485,0.010236252807304702,0.0023231087780864338,0.02250335767057832,0.013437568722423006,0.0013546645405982302,0.04380573445936658
0.36123426997094304,0.004147210223518372,0.00026004285386432597,0.010953447545539206,0.009032102120883383,0.0019209411759035873,0.020163199403910332,0.015637005459390795,0.0015611361646294193,0.05357452949763315
0.40088063288984643,0.004327391542676818,0.00026708817898556434,0.011636593422455639,0.008003614860881905,0.0016001158591900048,0.018031727720902124,0.018437826918517405,0.0017676881030786584,0.06663213753355635
0.4448782831127585,0.00450295868328603,0.00028633922732157024,0.01250988638552144,0.007136860300262012,0.0013784507303344418,0.016028431078082633,0.02209599842828765,0.001967007123302432,0.08451866490777392
