freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(1.0001424724818935+0j),(0.0025464260144508525+0j),(0.9931490252515964+0.0054471048874383645j),(1.0069583332266314+0.0009052132637106637j),0.00306533900182095,0.001827780863042554
(794328.2347242822+0j),(1.0001733431022386+0j),(0.00185288261044164+0j),(0.9922677368226853+0.006025247812791977j),(1.0079140404297329-0.0013894317377442992j),0.003587829503509431,0.0018321721932722382
(630957.344480193+0j),(1.000220434383973+0j),(0.0012684891527419118+0j),(0.9912750489940058+0.0065532650150431785j),(1.0090282957803616-0.003361053283246423j),0.0030655164630742264,0.0018269183221514631
(501187.2336272725+0j),(1.00028645282169+0j),(0.0007706298110161335+0j),(0.9902028667416243+0.007022901456511105j),(1.010275465933149-0.005053194102372755j),0.003067926636080186,0.0018273909460396344
(398107.17055349686+0j),(1.0003715241213262+0j),(0.0003435645508163218+0j),(0.9890791889137768+0.007442286080866457j),(1.011625887782262-0.0065097011068580325j),0.003351193769340526,0.0018271153070652892
(316227.7660168379+0j),(1.000472366568592+0j),(-2.5140013245185378e-05+0j),(0.9879222953947422+0.007828841333610757j),(1.0130510298435345-0.0077768814517556765j),0.0035547085938770007,0.001828189409907054
(251188.6431509582+0j),(1.0005821923121132+0j),(-0.0003472066859152974+0j),(0.9867395218421986+0.008202503390389707j),(1.0145258835002566-0.008902926631975182j),0.003066912615483107,0.001827626307597572
(199526.2314968879+0j),(1.000691332615989+0j),(-0.0006359159913266368+0j),(0.9855293325646914+0.008581181113727267j),(1.0160290837892967-0.00993720739754251j),0.0030820292360621347,0.0018277131178443054
(158489.3192461114+0j),(1.0007884030733158+0j),(-0.0009080028462952161+0j),(0.9842849581224687+0.008977965173427308j),(1.0175419486804642-0.010930653875419532j),0.003953504837552381,0.001826506356253676
(125892.5411794166+0j),(1.0008617831310054+0j),(-0.0011853780976898917+0j),(0.9829981327026341+0.009400858486341163j),(1.0190476126884271-0.011938726494909438j),0.0030916915371200257,0.001828960594144959
(100000+0j),(1.0009012420144696+0j),(-0.0014963668477246876+0j),(0.9816618391330628+0.009853089187045338j),(1.020531114835815-0.013025375477024976j),0.004494689987868208,0.0018273815614505752
(79432.82347242821+0j),(1.0008996005712611+0j),(-0.0018755613702257925+0j),(0.9802716688367771+0.010337553222183684j),(1.0219807431857362-0.014263447440987715j),0.0030602862474458717,0.0018278840821425862
(63095.7344480193+0j),(1.0008542878552806+0j),(-0.002364725155326096+0j),(0.978826253869882+0.010856329826233052j),(1.0233902661630698-0.015740854996965946j),0.003217387550402895,0.0018288721447017346
(50118.72336272724+0j),(1.00076855638975+0j),(-0.0030120230914701908+0j),(0.9773275996008434+0.011412783989821169j),(1.0247611466441797-0.01756027990659871j),0.003067309771663319,0.0018271722190922833
(39810.71705534969+0j),(1.0006520503836869+0j),(-0.0038711310928029093+0j),(0.9757818156221112+0.012014336442664426j),(1.0261037153903931-0.01983908423456279j),0.003266872314192041,0.0018272088374851998
(31622.776601683792+0j),(1.0005204379185024+0j),(-0.005002149063577122+0j),(0.9741999760702634+0.012672491098895618j),(1.0274367781852358-0.022714972694206855j),0.0030708901470842985,0.0018291505842537785
(25118.864315095827+0j),(1.0003939782554718+0j),(-0.006471482224168599+0j),(0.972598132701454+0.013408524767016525j),(1.0287859972144435-0.02634802867379j),0.003101168759914202,0.0018273364617244707
(19952.623149688792+0j),(1.0002952144665123+0j),(-0.008353088005412707+0j),(0.9709954020065833+0.014258082279281886j),(1.0301819213943033-0.03092697833469583j),0.00308223168262263,0.0018277516944106235
(15848.93192461114+0j),(1.0002463340074135+0j),(-0.010732621614268077+0j),(0.9694097141631168+0.01527529567725636j),(1.0316584300071086-0.036679145638416025j),0.009679628725807748,0.0018557721424397363
(12589.254117941662+0j),(1.000266977465591+0j),(-0.013713802011482895+0j),(0.9678518760618494+0.01653507715828768j),(1.033252198045811-0.04388393420880611j),0.003068706442561629,0.0018293420880918592
(10000+0j),(1.0003733950160711+0j),(-0.017427416340799855+0j),(0.966319400499103+0.018133064122023278j),(1.0350042644122115-0.052890693076206856j),0.003061602752071028,0.0018311804007765317
(7943.282347242814+0j),(1.0005798995649164+0j),(-0.02204285943457164+0j),(0.964791497934547+0.020183629243271637j),(1.0369655497542707-0.06414148077770283j),0.0030623256344054625,0.001835183045517509
(6309.57344480193+0j),(1.0009035500409942+0j),(-0.027781907910436693+0j),(0.963225796383733+0.022817208073655216j),(1.0392084113903333-0.07819844019751433j),0.003065514299302281,0.0018284674376794626
(5011.8723362727205+0j),(1.0013730058196202+0j),(-0.03493435053094453+0j),(0.9615564649907117+0.026178013449729427j),(1.0418462351842357-0.09577525282698116j),0.0030650906531672364,0.0018405277442677282
(3981.0717055349687+0j),(1.00204275568671+0j),(-0.04387514218623341+0j),(0.959692942117772+0.030422667857557643j),(1.0450638011487905-0.11777244800900513j),0.003079446490533622,0.0018368531794601148
(3162.2776601683795+0j),(1.0030146599637781+0j),(-0.05508264206132982+0j),(0.9575183459422212+0.03571967491300995j),(1.0491632573740466-0.1453159276406608j),0.0030731900703497897,0.0018324804795814887
(2511.8864315095802+0j),(1.0044700024206603+0j),(-0.06915682360941468+0j),(0.9548867435820072+0.042248967447629335j),(1.054633463208663-0.17979581184412702j),0.00639840107756409,0.001892051792105046
(1995.2623149688789+0j),(1.0067169010058672+0j),(-0.08683456562491221+0j),(0.9516189593686292+0.05019989704859755j),(1.0622535079838789-0.22289788100340918j),0.004414944669346824,0.0018415730300065617
(1584.8931924611124+0j),(1.0102596241300725+0j),(-0.10899549391830482+0j),(0.9474981113663319+0.05976507500520403j),(1.0732433312166552-0.2766111001383713j),0.010107438721858325,0.0018465673768639662
(1258.9254117941662+0j),(1.0158970845853792+0j),(-0.1366451145441221+0j),(0.9422691962378733+0.07112753568727398j),(1.0894728206732-0.3431802737426758j),0.004144633225672476,0.001858014219938637
(1000+0j),(1.0248547711244724+0j),(-0.17085074984637633+0j),(0.9356517141032477+0.08444172182735193j),(1.1137296969452843-0.4249516954593311j),0.003334738284437149,0.0018754063599824547
(794.3282347242813+0j),(1.03894159551267+0j),(-0.21259001467964023+0j),(0.927378633120318+0.09981814282902214j),(1.1500149525184822-0.5240344983980696j),0.003358257191226268,0.0019011546808269844
(630.957344480193+0j),(1.0606904354576727+0j),(-0.2624570742178551+0j),(0.9172716885079887+0.11734113839777043j),(1.2037666165449081-0.6416867379285476j),0.0031875609263990576,0.0019443022401455198
(501.187233627272+0j),(1.0933784649351932+0j),(-0.320179120763724+0j),(0.9053345681794753+0.13717522894184872j),(1.2818003607735415-0.7773752554725223j),0.0032462214384468327,0.0019908574326834433
(398.10717055349687+0j),(1.140739871930614+0j),(-0.38396745966592905+0j),(0.8917719405477472+0.15981647896088358j),(1.39163853681637-0.9276221122106404j),0.0033462647672635646,0.0020703494736690514
(316.227766016838+0j),(1.2061475199903176+0j),(-0.4499121575829912+0j),(0.8767463445120698+0.18645032766860642j),(1.539916524308959-1.08507948113441j),0.003525804817636653,0.0022091130580661504
(251.18864315095797+0j),(1.2911999185261451+0j),(-0.5118938878537873+0j),(0.8596995790092604+0.2191428394645253j),(1.7299224993681546-1.2386413605786388j),0.005396539494149211,0.00222898137889081
(199.5262314968879+0j),(1.3941208745939537+0j),(-0.5625954658582502+0j),(0.8383807896588024+0.2603746855507846j),(1.9591042387699962-1.3753963323329332j),0.0038937635229158063,0.0050102903633929274
(158.48931924611125+0j),(1.508953613098202+0j),(-0.595778167244343+0j),(0.8082704354295182+0.3116226113648578j),(2.218107977661285-1.4844053981680259j),0.0047936800655263186,0.004773971324622544
(125.89254117941664+0j),(1.6265740445462642+0j),(-0.609019625838264+0j),(0.7632890843022433+0.3714781998216749j),(2.492703526093753-1.5608529310662353j),0.004759454992281589,0.002643555704188782
(100+0j),(1.737606117093093+0j),(-0.6053350712401965+0j),(0.6979779672818102+0.43455036475562064j),(2.7684127586334792-1.6082249336971008j),0.004759274350800892,0.0023643428704664734
(79.43282347242804+0j),(1.8359583662606715+0j),(-0.592452735235266+0j),(0.6101623078282652+0.49218504181554806j),(3.0357935597460664-1.6369166992358162j),0.004947507978705987,0.00234024232127674
(63.09573444801929+0j),(1.9211413652971303+0j),(-0.5798920939863696+0j),(0.5026188474388757+0.5348845657679777j),(3.2937354255295306-1.659673588835257j),0.005079842835879763,0.0023230300055030223
(50.11872336272725+0j),(1.998244910627631+0j),(-0.5752372162736971+0j),(0.38288469033019057+0.5553053360021221j),(3.5492169078431957-1.6859371775921552j),0.005279202453326593,0.002312889127712705
(39.81071705534969+0j),(2.075701586095628+0j),(-0.5812330419115678+0j),(0.26133053724308253+0.550568392419327j),(3.8137071854487155-1.7174855201023747j),0.00542125953241083,0.002319481426466486
(31.622776601683796+0j),(2.161824971240461+0j),(-0.5947621553355233+0j),(0.14826908101045644+0.5230482995824894j),(4.0976566803686545-1.7470158348816351j),0.005623777625207438,0.002460209763222365
(25.118864315095767+0j),(2.261400388800981+0j),(-0.6080110943051611+0j),(0.0511487671081895+0.4793744235531535j),(4.405069063947057-1.7602385112438725j),0.005852287756131948,0.0023764124404449844
(19.95262314968879+0j),(2.3735759123452524+0j),(-0.6114471592218116+0j),(-0.02711207822146844+0.42801769868402506j),(4.730189115175995-1.740941367877952j),0.006618430780202141,0.0023892091494228337
(15.848931924611108+0j),(2.491975046356832+0j),(-0.5975230417155977+0j),(-0.08799019580187173+0.376461483441609j),(5.05788289323405-1.6773227840102072j),0.013773969496777743,0.0023613626818788425
(12.589254117941664+0j),(2.6070999915652315+0j),(-0.563505986293926+0j),(-0.13558089512213034+0.329226542026382j),(5.367993340567711-1.5669338985381902j),0.008551288254260096,0.002309562545746321
(10+0j),(2.709878535207695+0j),(-0.5120868120177391+0j),(-0.1742270995763462+0.28758628994218427j),(5.641882802702562-1.417758516021808j),0.015373367186129725,0.002222579618278664
(7.943282347242805+0j),(2.7945204228212255+0j),(-0.4496706408811907+0j),(-0.20687956907311722+0.2507588777109j),(5.867903879094168-1.2449718752518637j),0.007426386283846708,0.0021726769614039804
(6.30957344480193+0j),(2.8594403778962123+0j),(-0.38361399129538276+0j),(-0.23482113337805666+0.21748794574403746j),(6.043303564174454-1.0655097322901665j),0.00725220587771947,0.002201460988485134
(5.011872336272715+0j),(2.906382128778537+0j),(-0.3199829479529213+0j),(-0.25834083979893696+0.18700604807189758j),(6.1725542646019385-0.8934515799030938j),0.007360663493923816,0.0019892510873364406
(3.981071705534969+0j),(2.938794904625283+0j),(-0.2625978404380592+0j),(-0.27752193379959134+0.15916743735539884j),(6.264014056984703-0.7378848572084906j),0.00770788397471351,0.0019891585873799316
(3.1622776601683795+0j),(2.9604337792735325+0j),(-0.21316351143465237+0j),(-0.29265224507835047+0.1341444838568933j),(6.326877484578168-0.603039905688954j),0.0101986007226096,0.0019013185676608054
(2.5118864315095766+0j),(2.9745662682201077+0j),(-0.17189184213976488+0j),(-0.3042619253367905+0.11211436617851478j),(6.369320279249468-0.489577178460936j),0.014756910552009218,0.001884860572013076
