tau,gamma,gamma_lo,gamma_hi,ftp,ftp_lo,ftp_hi
1e-07,850.4133883133833,27.617488334600342,2979.3986891108166,9.412334282211454e-10,3.813643667063166e-11,2.87077247592021e-09
1.0884019160690054e-07,854.6505623225302,26.31208444078871,2969.55884403904,9.546270080592717e-10,3.741761154782924e-11,2.861663413258692e-09
1.1846187309026848e-07,859.6113857133087,27.590876502071712,2964.6007322776386,9.722664130872737e-10,3.64362979454897e-11,2.844751992901682e-09
1.2893412965257157e-07,859.0543485946439,30.004965351637523,2958.0159874643036,9.912155314080324e-10,3.605684781351175e-11,2.8259035270389822e-09
1.4033215376054846e-07,850.9907323670463,32.04544375825968,2947.2730205038133,1.0088137334368933e-09,3.692909947323252e-11,2.8146420660753117e-09
1.5273778503907124e-07,840.8789050683575,32.526144809052276,2940.0184440700673,1.02404789106607e-09,3.935838933299328e-11,2.8279436700228067e-09
1.6624009789266136e-07,834.557714001664,30.772224742691765,2940.7844110290807,1.0355609193293282e-09,4.315900943758438e-11,2.8761999421190264e-09
1.8093604107387167e-07,833.4245438240525,27.30312836520414,2946.420838298146,1.044090188764923e-09,4.735802472342372e-11,2.9536017421534614e-09
1.969311337907422e-07,834.2645553987032,23.713190165104667,2946.084570133996,1.05180515484379e-09,5.0279244160450146e-11,3.037540255264383e-09
2.143402233514859e-07,832.5042934312456,21.347276862241273,2927.9030479808976,1.0587782415354885e-09,5.078139643290777e-11,3.1025648258233962e-09
2.3328830978641583e-07,827.2475179009741,20.422783159378184,2894.902602679213,1.0636531442337663e-09,4.950575985326395e-11,3.139095081484569e-09
2.539114433680347e-07,819.8949314945519,20.349552797995592,2858.904921382883,1.0631627734784006e-09,4.810851124009585e-11,3.1457378289542617e-09
2.7635770147361577e-07,812.7088983701999,20.46649203258886,2832.085629841203,1.0552041987190107e-09,4.7447810901697854e-11,3.1250107105589175e-09
3.007882518043102e-07,810.0630923450556,20.36637506822237,2829.843339180565,1.0426512022874626e-09,4.6887059097422755e-11,3.08904784901614e-09
3.273785095948577e-07,815.4473236116594,19.840674195789937,2862.0812290029817,1.029133740131551e-09,4.516711040030859e-11,3.0485913467441548e-09
3.563193971228584e-07,829.3464487668462,18.937435097860224,2926.8479828420936,1.0173275304989845e-09,4.194900656085231e-11,3.0106336054158086e-09
3.8781871456107196e-07,849.0412049584153,17.971452829767816,3009.5713740945403,1.0093556436910097e-09,3.8171772621847816e-11,2.9812330329458103e-09
4.221026320156903e-07,869.6447218497578,17.296104449885117,3088.636692710307,1.0050999019649073e-09,3.484360036750178e-11,2.9623862305224792e-09
4.5941731346364764e-07,887.498432422713,17.196072770357848,3149.5757652457114,1.003897953042671e-09,3.208347144992576e-11,2.959266928222317e-09
5.00030684249109e-07,899.6939322860096,17.95454974900312,3182.324763896448,1.0044961577814913e-09,2.933049044824294e-11,2.977439898640071e-09
5.442343548300272e-07,905.038375816393,19.944262885241343,3182.155754239412,1.005593879574023e-09,2.6306960952033083e-11,3.0132467755860673e-09
5.923457145875806e-07,907.4893205714069,23.64885350273182,3161.2306368373693,1.0087066685110633e-09,2.3780399804175455e-11,3.0531774306054812e-09
6.44710210732387e-07,912.0759301127313,29.347802419438057,3136.3253560388002,1.0150968008662864e-09,2.308613018862721e-11,3.0752766753116907e-09
7.017038286703837e-07,920.4832726724542,36.37813336721006,3118.3036722572288,1.023306112689978e-09,2.4947029205136355e-11,3.066692588175149e-09
7.637357916378027e-07,930.6295974068863,42.74184543947614,3113.9825261205415,1.029455962876802e-09,2.9038514169655153e-11,3.0337158262670187e-09
8.312514989890632e-07,938.0727740386814,46.32468353517742,3124.4243840796657,1.028788232704419e-09,3.4502644244616854e-11,2.9876074407809296e-09
9.047357242349293e-07,941.4675965786408,46.83387966220318,3153.1687976980425,1.0225654487039539e-09,4.039883064364492e-11,2.94384626055612e-09
9.847160957933784e-07,942.8296086589047,45.74986509201274,3205.4095352953727,1.0179408962481703e-09,4.571529596444165e-11,2.9214360709479732e-09
1.0717668854455034e-06,943.5848475336084,44.53598737720307,3275.5004858424636,1.0194714455247497e-09,4.976726646629604e-11,2.929983585681331e-09
1.1665131316981962e-06,944.9164074962763,43.55929257811231,3343.8725554356706,1.0255466774159169e-09,5.2671051452441115e-11,2.9667256281442645e-09
1.2696351276599729e-06,946.9004858799336,42.33554637605935,3380.051487974223,1.0294122825940073e-09,5.476370862179237e-11,3.017282639715116e-09
1.3818733056536336e-06,949.2494572977391,40.462777338745,3369.200371068759,1.0260833563448788e-09,5.560644483756715e-11,3.0656587992016586e-09
1.5040335536380252e-06,953.6870556870141,38.22660209914758,3333.3794543432464,1.0178975808359751e-09,5.3668239418905315e-11,3.102860630504433e-09
1.6369930016117019e-06,961.672620208249,36.24012582829875,3304.758299255941,1.0092484438199396e-09,4.7508277713622576e-11,3.119877865226199e-09
1.7817063195457325e-06,974.3625743479465,34.973959229058856,3298.7018726899564,1.002837620420406e-09,3.843181031151742e-11,3.113015881646869e-09
1.939212572065831e-06,992.8782709937733,34.684592862609676,3311.0183025760775,9.995268038757012e-10,3.111009104140985e-11,3.086760289236525e-09
2.1106426791015547e-06,1016.2631764336643,35.37115415438232,3328.7461024874815,9.9784474925399e-10,2.9673668212168373e-11,3.0453838632205395e-09
2.297227536071156e-06,1042.3907632999233,36.71800544355141,3351.673786418263,9.969813593054039e-10,3.3464188626362984e-11,2.999731181036613e-09
2.5003068519063265e-06,1067.3879356518032,38.15632041635454,3389.96962801855,9.966447448591453e-10,3.7905974312347927e-11,2.9645069872948664e-09
2.7213387683753086e-06,1087.2206118057716,39.23607030704693,3448.9408651416825,9.963382471135358e-10,3.9660828967673784e-11,2.9452799505545745e-09
2.9619103297725534e-06,1101.4650309692963,39.91648310082168,3526.5946469991486,9.97695477072298e-10,3.9958036388561133e-11,2.937906101275594e-09
3.2237488781490268e-06,1110.525167766954,40.22078409501402,3610.5571048014685,1.0019664350681962e-09,4.241458120829097e-11,2.930056520560226e-09
3.508734455902715e-06,1115.3353753184726,39.78666496796839,3686.592022849846,1.0082623100581065e-09,4.8399770068922704e-11,2.9141009723807326e-09
3.8189133047818546e-06,1118.9693823788311,37.83558603476698,3744.6519260532805,1.0141909630514733e-09,5.521444498836364e-11,2.8964185704063982e-09
4.156512558225988e-06,1123.8380202698386,33.91194919442405,3773.8781566927814,1.0162627851151833e-09,5.87911088394074e-11,2.8863184927660888e-09
4.523956232538058e-06,1132.9598744478833,29.30681031014857,3776.222525196078,1.0150401468769187e-09,5.7491131557088326e-11,2.8944077371279495e-09
4.923882631706742e-06,1150.0843914575391,27.02489452056948,3767.7692988795848,1.0154337077469416e-09,5.2484495942233067e-11,2.9315610873212445e-09
5.359163290848514e-06,1176.5998490266563,29.08751401533231,3764.988429409439,1.0208483903734951e-09,4.561312784253383e-11,2.9995052432174232e-09
5.832923594286212e-06,1211.7878754132903,34.010263495118565,3789.1011477666557,1.0316754454213221e-09,3.835986824511922e-11,3.0889040635602874e-09
6.348565216305224e-06,1251.7570729101496,37.84613542131306,3860.56851448864,1.0450408038070276e-09,3.1970045107154496e-11,3.178681021178279e-09
6.909790545715645e-06,1291.068628140246,37.95917417018332,3987.444914032943,1.0575980530422631e-09,2.767656165683989e-11,3.2478460925117652e-09
