tau,gamma,gamma_lo,gamma_hi
1e-07,1.5731542871614563e-05,-1.4442119441574644e-05,5.7875469999497875e-05
1.1097524964120721e-07,8.065652112140431e-05,-7.366666008192229e-05,0.0002956002090507286
1.2315506032928263e-07,0.00028006154962160996,-0.00025264520881530605,0.0010170718269616509
1.3667163564620074e-07,0.0006757360582319853,-0.0005922286359637339,0.002403221128271733
1.5167168884709241e-07,0.0011936598091473428,-0.0009822886482873732,0.0040646532449221
1.6831803533309585e-07,0.001679987513425536,-0.001223375113782487,0.005306225785961764
1.867913599020781e-07,0.0020687153769935575,-0.0012229950109840595,0.005915871583904657
2.0729217795953698e-07,0.002376291545420664,-0.0010082972353287973,0.0061532831074970675
2.300430119772917e-07,0.0026272364117321343,-0.0006691019641543902,0.006289731908799938
2.5529080682395163e-07,0.002823982064932832,-0.0003434617948580288,0.006454894521092604
2.833096101839324e-07,0.00295650161970829,-0.0001195817086115117,0.006634606647168355
3.1440354715915e-07,0.0030238654208415046,5.311330674499918e-06,0.0067115225750111656
3.489101213406774e-07,0.003031512975711007,5.418044269457804e-05,0.006601722331287603
3.872038781812557e-07,0.003014258453971603,2.2552026285569936e-05,0.006429140353154099
4.2970047043208437e-07,0.0030048711373271545,-8.9492304526806e-05,0.006361504532792053
4.768611697714474e-07,0.0030068160459247625,-0.0002071801766568293,0.006391730433684315
5.291978735958437e-07,0.003000662092612161,-0.00022095897426912826,0.006386364280711405
5.872786613189477e-07,0.0029812421134125093,-0.0001309030044005609,0.006302461143936031
6.517339604882421e-07,0.0029645602902755226,-4.394002738416916e-05,0.006213864018098484
7.232633896483533e-07,0.0029673830467517206,-1.1112189821458451e-05,0.00617249367265323
8.026433522257174e-07,0.0030056616483009483,2.495394737792008e-05,0.006176041022181081
8.907354638610439e-07,0.0030817777388054,0.0001175531095785073,0.006218256382946359
9.884959046625586e-07,0.0031864727702609675,0.00023796276489473255,0.006345228131602745
1.096985797892384e-06,0.0033038753120190807,0.0003288768342607909,0.0065738915528787915
1.217382727739662e-06,0.003433044393361924,0.00036551494117758704,0.006827481851240303
1.3509935211980278e-06,0.003575705212179315,0.0003540940198172435,0.006995624965446006
1.499268432786047e-06,0.0037381089431544755,0.00033348209681860973,0.00710422513607905
1.6638168860761274e-06,0.003921592435786951,0.0003595994960492609,0.007266844285016988
1.8464249428955464e-06,0.004122535185216684,0.0004594394030656812,0.007517698002941316
2.049074689815846e-06,0.00433333284721122,0.0006284959796475186,0.00778897919166843
2.2739657523579273e-06,0.004555898410367484,0.000868304417606174,0.008035698673062308
2.523539170434766e-06,0.004812836010639637,0.0011895652683910716,0.008305177885994284
2.800503894183631e-06,0.005112208713211951,0.0015677922027301202,0.00863805906370299
3.107866187782014e-06,0.005437984375210551,0.0019041722575052157,0.009025877311881052
3.4489622604057595e-06,0.005757999667460826,0.0021206645366700395,0.009413354941470496
3.827494478516315e-06,0.006070010762646814,0.002304991719589935,0.009763977132439561
4.247571552536894e-06,0.006381717288850134,0.00260884721154223,0.010065533405093864
4.713753134116729e-06,0.006716967846711688,0.0030433920918100502,0.010410515695561635
5.2310993080562585e-06,0.007097906240130544,0.0034838787685981436,0.010937405401463518
5.805225516094895e-06,0.007529157496219169,0.003849047990585158,0.01164098080825114
6.44236350872137e-06,0.007995948206019414,0.004146492970180089,0.012342564816465609
7.149428986597577e-06,0.00848658361202372,0.004424598111757854,0.012919825508799877
7.934096665797492e-06,0.009018235847507263,0.004756881747453842,0.013451641820789222
8.804883581643465e-06,0.009594506222378795,0.005187598693034678,0.014044001892036058
9.771241535346501e-06,0.010209686615625215,0.005704235672017255,0.0147559845122581
1.0843659686896109e-05,0.010837080861739769,0.006263050025930591,0.015575151425153706
1.2033778407775906e-05,0.011485967625522928,0.006853422934040686,0.016480239773268176
1.3354515629298974e-05,0.012161532793019368,0.007467327234022126,0.017411215244241742
1.48202070579886e-05,0.012861038111855943,0.008082980226825775,0.018315452827340133
1.6446761779946626e-05,0.01355993131176566,0.008652208334735532,0.0191406147542029
1.8251834943190462e-05,0.0142541608261134,0.009159403111145008,0.019907307942510062
2.0255019392306664e-05,0.014977741427889012,0.009642764988784023,0.020734611308503393
2.2478058335487252e-05,0.015741918917958217,0.010141505111387153,0.021671107651848657
2.4945081352303165e-05,0.01654442835840025,0.01069627698806822,0.022660794688600775
2.7682866303920665e-05,0.017349035519722233,0.011307889551330913,0.023586798122805418
3.072112998861759e-05,0.018159591653254228,0.01195295786887706,0.024446387345280745
3.409285069746814e-05,0.018968865220876,0.012588517631009538,0.025268189550527537
3.783462617131933e-05,0.01981405287254563,0.01324728975386242,0.02616514792473164
4.1987070844439056e-05,0.020720298743271724,0.013980392523559586,0.027238691678578206
4.659525668664687e-05,0.02169088552614741,0.014785711292938725,0.028495474778975495
5.170920242896755e-05,0.02269672972441623,0.015591263727573981,0.02983737032139099
5.7384416483024044e-05,0.023723969630644715,0.01635014797105169,0.031201769503178427
6.368249944718586e-05,0.024819560469403,0.0170996156666401,0.03264758991823838
7.067181273927492e-05,0.026000739837204263,0.01789414089016257,0.03420844326296605
7.842822061337681e-05,0.027287292011769475,0.018822305360673905,0.03592271652290625
8.703591361485166e-05,0.028648825179566788,0.019882991305637518,0.03779014909913832
9.658832241158708e-05,0.03011022481054281,0.020955611728303482,0.039932124073153615
0.00010718913192051276,0.031664746791640774,0.021886962020047356,0.04238340951340883
0.00011895340673703195,0.03333717191753904,0.022828158046898736,0.044981411579177205
0.0001320088400831418,0.03512253994518258,0.024104927841460747,0.04735828958332654
0.00014649713983072864,0.037031577059423386,0.025818150659261435,0.04939329586742584
0.0001625755666443795,0.03908780362526166,0.027762731579518612,0.05128894405323849
0.00018041864093920718,0.04132067817765877,0.029735813330344345,0.05332656080550615
0.00020022003718155845,0.04382379307090045,0.031711704785897084,0.055876032270831426
0.0002221946860939524,0.04661605212366762,0.03373763428496878,0.05912458713053022
0.0002465811075822604,0.04970446619418731,0.03599457832062513,0.0630654384068486
0.0002736439997074672,0.053009940695642514,0.03860442394742645,0.06745142260396743
0.00030367711180354605,0.056582673107215896,0.0416120009891098,0.07206347415984173
0.00033700643292719284,0.060414234267377076,0.044917523011051834,0.07659836798036775
0.0003739937302478798,0.06448823971914276,0.04845614486300973,0.0810472164168376
0.0004150404757850477,0.06868729316295746,0.052117684796897816,0.08555787259289566
0.00046059220411451084,0.0729919214100893,0.05582247749428175,0.09039247573960113
0.0005111433483440171,0.0775013111423265,0.05953080236066421,0.09586805279288121
0.0005672426068491978,0.08222830190358106,0.06328880689573714,0.10198743392840083
0.0006294988990221888,0.08715839581408584,0.06736601520848697,0.10844095031774327
0.0006985879746785249,0.09211951983034157,0.07179397174812455,0.11476516155798812
0.0007752597488629464,0.09710556113643616,0.07625990405099325,0.12100619616977135
0.000860346441668451,0.10200520802778147,0.08021309013564759,0.12717496274680173
0.0009547716114208065,0.10694210628088671,0.08363915190429362,0.13338209439925555
0.001059560179277617,0.1119470714470502,0.08675666491066926,0.13948483037916884
0.0011758495540521582,0.11702403845740768,0.08988774494313413,0.14541527513302077
0.0013049019780144017,0.12205351877931388,0.09326586600469068,0.15111584668729697
0.001448118227674533,0.12700758768798381,0.0968168204788921,0.15675030686636204
0.0016070528182616384,0.1321495663816381,0.10024254081240326,0.16294408651936718
0.0017834308769319094,0.13769556601936653,0.10334702754016255,0.17018508557867895
0.0019791668678535573,0.14409713742245472,0.10655263098071431,0.1790684474159786
0.002196385372416547,0.15164686564094798,0.10991505705685316,0.19003959423961586
0.002437444150122222,0.16088480261227162,0.11275719923437508,0.20405706214215316
0.002704959730463137,0.1723250502761569,0.11405863159859303,0.22213810392699201
0.0030018358135755923,0.18704875475279786,0.1142707148963978,0.24577259869304294
0.003331294787934677,0.20667364435815294,0.1155087972026018,0.2768557423474876
0.0036969127071950323,0.2339459861514702,0.12173341491351822,0.31871902410271247
0.00410265810582719,0.27240013346242187,0.13847334410843753,0.3762950013588484
0.004552935074866948,0.3247018098892503,0.16921362625821645,0.4559684288674615
0.00505263106533568,0.39099077027962403,0.21365025818819797,0.5631108177479293
0.005607169938205458,0.46881692336610037,0.27026417315870327,0.6947473708707498
0.006222570836730231,0.5512863383781794,0.33545942291779196,0.8313218554808638
0.006905513520162331,0.6258089960592692,0.39814942762453037,0.9469856002848881
0.007663410868007463,0.6747972538033348,0.4336578618047355,1.0253322108285081
0.008504489341802686,0.6749478812733071,0.4108404227689615,1.0478102846245
0.009437878277775391,0.6105489221334335,0.3196068553140977,0.9912089351091377
0.010473708979594508,0.4785189499678855,0.17443867128655643,0.8355747606925048
0.011623224686798541,0.3060288479172388,0.014739054366277813,0.6060526453969713
0.01289890261253308,0.15397584091943234,-0.09684060903424437,0.38230250421470885
0.014314589375234785,0.05989734413474617,-0.13016508671712038,0.21944927577587595
0.015885651294280528,0.01591379679529166,-0.11223367776489024,0.11944084366011769
0.01762914118095948,0.00042333822542840087,-0.08035271145876713,0.06412761860539307
0.01956398343517065,-0.0027871136563648573,-0.05290388421600127,0.03533267120967418
0.021711179456945052,-0.002705569894121788,-0.0345918640136406,0.020458407824777192
0.02409403560239527,-0.0024597666220097392,-0.02382317370298683,0.012608442716434711
0.026738416158399492,-0.002285738835471607,-0.01742771599824766,0.008448379535405497
0.029673024081888724,-0.002019011907997012,-0.013301292440194658,0.006284453414100294
0.032929712550971546,-0.0017355332044706397,-0.010580568884494851,0.005134694555483174
0.036543830709572546,-0.0015128830785562327,-0.00881747918062822,0.004457587217722051
0.040554607358408275,-0.00132648002725502,-0.007606960679265237,0.003993687436101892
0.04500557675700498,-0.001135713553826503,-0.0066505559454934976,0.0036352003244010055
0.0499450511585514,-0.0009461997134137936,-0.005828833171481739,0.0033720603711089665
0.05542664520663107,-0.0007741300940642265,-0.005106704814213267,0.003209490663001951
0.06150985788580504,-0.0006162196091353076,-0.004490130291215433,0.0031267439393153416
0.06826071834272393,-0.00045897835167826986,-0.003990893748891338,0.003102111296974688
0.0757525025877192,-0.0002979147069930828,-0.003603792017823444,0.0031636452781979986
0.08406652885618333,-0.00014133306050410934,-0.0033126167375611536,0.003344514019104829
0.09329304026284696,-4.736665607942254e-06,-0.0030940555318690146,0.0035731107695582
0.10353218432956637,9.102020756239036e-05,-0.002926368008798846,0.003683649268425401
0.11489510001873086,0.00014301703797285994,-0.002795157569143002,0.0036133216854676775
0.1275051240713013,0.00017149622759265312,-0.002701910094970913,0.0034711005833181125
0.1414991297434576,0.0001933095458393202,-0.002648452126678828,0.0033654897198158763
0.15702901247293774,0.0002079880498810824,-0.002637100820591962,0.0033214720612414783
0.17426333860096507,0.00020800289239495965,-0.0026605847125373916,0.003312297977894737
0.19338917504552322,0.00019196335861552285,-0.00270259656874864,0.003306628993658073
0.21461411978584058,0.00016329354458927093,-0.0027396114105617056,0.003274636136851152
0.23816855519761607,0.00012918651185515407,-0.0027624399379339165,0.0032104440698256065
0.2643081486974108,9.854082192028971e-05,-0.0027700734233306952,0.003124120194964088
0.29331662783900486,7.520104713447551e-05,-0.002765728588866539,0.003033493347570224
0.32550885998350565,5.825016387591468e-05,-0.0027539109051524647,0.0029607529086692675
0.36123426997094304,4.528614976058137e-05,-0.002728696005446877,0.0029037601966113965
0.40088063288984643,3.422898141129498e-05,-0.0026791390857244836,0.0028371609680659165
0.4448782831127585,2.420021254058866e-05,-0.002599569754930997,0.002744329687313605
0.4937047852839004,1.6105520470390255e-05,-0.002514643879330519,0.0026566264249232247
0.5478901179593945,1.0832779758969397e-05,-0.0024512081362517025,0.002609120336215426
0.6080224261649427,7.075804652008723e-06,-0.0024218152042977475,0.002603367179202937
0.67475440531107,2.7839120241184014e-06,-0.0024260869293101146,0.002616751894577719
0.748810385759003,-2.14137821881937e-06,-0.002462921480058663,0.0026364298820881304
0.8309941949353403,-7.221502025146162e-06,-0.002527919955875433,0.002659357890720078
0.9221978823334341,-1.648170626192456e-05,-0.0026053252439067693,0.002683929415914337
1.0234114021054528,-3.7940034435700655e-05,-0.002668005515737173,0.0027074560921000563
1.135733358343105,-7.236065535806185e-05,-0.0026984768175295506,0.0027213507298916814
1.2603829296797273,-0.00010693703623335362,-0.0027060834665703936,0.0027169651088985755
1.3987131026472386,-0.00012955367299923604,-0.00269875755461745,0.0026817388124844325
1.552225357427048,-0.0001407679163921124,-0.0026786518087023006,0.0026156129882941473
1.7225859653987874,-0.00014672667271223674,-0.0026432599883698294,0.002530175422160118
1.9116440753857036,-0.0001522177560419792,-0.002608258226054531,0.0024687619390534525
2.121451784910632,-0.0001588354214991597,-0.0025936805273887864,0.0024739439069220164
2.35428641432242,-0.00016432593561621642,-0.0026009844611849246,0.0025200887016987973
2.612675225563332,-0.0001635679282951394,-0.002611370305543187,0.0025296440297044413
2.8994228538828812,-0.00015345591194271843,-0.002602725054616792,0.002485497161606079
3.2176417502507353,-0.00013503172001098107,-0.002561920818928386,0.0024600065908939664
3.5707859649004625,-0.00011183764625940307,-0.0024935225667320456,0.0025000294229598086
3.9626886387014784,-9.025302338213125e-05,-0.002436577044603657,0.0025715183407564904
4.397603609302721,-7.335929144653787e-05,-0.002417710375494938,0.002619151801815602
4.880251583654434,-5.576433209340203e-05,-0.00242110517447519,0.002634620039138764
5.415871378079476,-3.0514291984107766e-05,-0.002413177981726906,0.0026310543082500083
6.010276782070388,-2.1896836765180198e-08,-0.0023951859536756903,0.0026228909617379333
6.669919663030129,2.734877084639417e-05,-0.0023895791647845156,0.0026210448271915543
7.401959996915652,5.0091051229360643e-05,-0.0024033240866105083,0.002643835255957491
8.214343584919439,7.328162714137019e-05,-0.002423146520771331,0.0027102622509630717
9.115888299750837,9.820287454484294e-05,-0.0024354775827503256,0.0027985298505015933
