tau,gamma,gamma_lo,gamma_hi
1e-07,2.0564352672093042e-05,1.199761943816017e-06,6.542755835505358e-05
1.1097524964120721e-07,0.00010514059509515225,6.135441301663469e-06,0.0003340717334550406
1.2315506032928263e-07,0.0003626527933185424,2.1173629961012505e-05,0.001148613409251271
1.3667163564620074e-07,0.0008618618530398266,5.038150048376288e-05,0.00270961539414341
1.5167168884709241e-07,0.001476033188841294,8.650949739416806e-05,0.004567876872203671
1.6831803533309585e-07,0.001972832247038872,0.00011621720795514125,0.005933260961687221
1.867913599020781e-07,0.0022803269137394236,0.00013577728933256093,0.006587742302241234
2.0729217795953698e-07,0.0024781332363275135,0.00015228690548193616,0.006858190054011432
2.300430119772917e-07,0.002636667718970301,0.00017799826874173512,0.0070275734162771894
2.5529080682395163e-07,0.002765315361927796,0.0002256581424774466,0.00715706014171402
2.833096101839324e-07,0.002850418252971299,0.00029339974451568257,0.007218509682293037
3.1440354715915e-07,0.0028930347606335905,0.0003539854872216931,0.007217572760322842
3.489101213406774e-07,0.002898005338228391,0.0003784694090736166,0.0071696620018826185
3.872038781812557e-07,0.002883569843883938,0.00036268045016114506,0.007115434336960937
4.2970047043208437e-07,0.0028669673972126232,0.0003200588823202692,0.0070855049955497905
4.768611697714474e-07,0.0028645437316048472,0.00027833699751399123,0.007094614768495313
5.291978735958437e-07,0.0028871583159113087,0.0002674026095647417,0.007135011504144222
5.872786613189477e-07,0.0029373894441068115,0.0002874418590236846,0.007190687859690212
6.517339604882421e-07,0.0030110567000302428,0.00031224127170407666,0.007245679528392886
7.232633896483533e-07,0.0031033194217318203,0.000330921878343693,0.007300723672819736
8.026433522257174e-07,0.003213481120417521,0.00036076521439813876,0.0073890284085462105
8.907354638610439e-07,0.0033323100088668766,0.00041273981332729534,0.007513143839381185
9.884959046625586e-07,0.003445028139938445,0.0004683678027128598,0.007635804545839092
1.096985797892384e-06,0.0035355536713666353,0.000503737013566053,0.007716901432255731
1.217382727739662e-06,0.003615086065864024,0.0005204163679971037,0.007803219675805822
1.3509935211980278e-06,0.0036979878402826913,0.0005363341160101369,0.007948786103535138
1.499268432786047e-06,0.0037855420540370234,0.00057201051709622,0.008119362520947679
1.6638168860761274e-06,0.003862162059704734,0.0006412436986824182,0.008213134338497505
