freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(1.0007571646696116+0j),(0.0015042817505316196+0j),(0.9937005084144461+0.004304049416957259j),(1.008266362296275+0.0006555448983775573j),0.002951043919974379,0.0017596297178625448
(794328.2347242822+0j),(1.0009213207347052+0j),(0.0006539430923776464+0j),(0.9929879104010617+0.004713160500253763j),(1.0094033115722965-0.00201702744478369j),0.003454052695622424,0.0017638573117329816
(630957.344480193+0j),(1.0011147110396144+0j),(-9.290459286505392e-05+0j),(0.992168414618927+0.00507665563669558j),(1.0107243365562448-0.004321506982904186j),0.0029512147643580514,0.00175879933791081
(501187.2336272725+0j),(1.0013323134702747+0j),(-0.0007644983807373163+0j),(0.9912623183481842+0.00537550596298845j),(1.0121950406761366-0.006310106608555849j),0.0029535350709835495,0.0017592543394133497
(398107.17055349686+0j),(1.0015680783583716+0j),(-0.0013888264478059708+0j),(0.9902893651531+0.00559946013269351j),(1.0137767618831715-0.008040435086054233j),0.003226240227196261,0.001758988977990399
(316227.7660168379+0j),(1.0018167665654636+0j),(-0.0019951690122351033+0j),(0.9892649801051413+0.005743159696370671j),(1.015434851678052-0.009576899401956973j),0.003422166741430492,0.0017600230315351242
(251188.6431509582+0j),(1.0020754163881953+0j),(-0.0026146767319820993+0j),(0.9881995188327304+0.00580172260884806j),(1.0171437376789918-0.010988845599388621j),0.0029525588594402387,0.0017594809252148335
(199526.2314968879+0j),(1.0023441650701213+0j),(-0.0032805137731222195+0j),(0.9870994527526574+0.00576732517216591j),(1.0188889214663515-0.012347982267629492j),0.002967111837503611,0.0017595644986305838
(158489.3192461114+0j),(1.0026265849719547+0j),(-0.004028113917215567+0j),(0.9859693462021547+0.005626956438440479j),(1.0206670858250229-0.01372654131979653j),0.0038060933575430134,0.0017584027326879685
(125892.5411794166+0j),(1.002929883154603+0j),(-0.004895709913938934+0j),(0.9848141634244636+0.005361076640274139j),(1.0224852829918976-0.01519614177347308j),0.002976413867319208,0.001760765461183231
(100000+0j),(1.0032651871212552+0j),(-0.005925019193994662+0j),(0.9836417757438646+0.004943199260936599j),(1.0243595515982276-0.016827458767119833j),0.004327099727954644,0.001759245304740686
(79432.82347242821+0j),(1.0036479079190408+0j),(-0.007161989432857128+0j),(0.9824653819935959+0.004340495868601569j),(1.0263130553320743-0.01869084518376635j),0.0029461795640030363,0.0017597290883065296
(63095.7344480193+0j),(1.0040980557257448+0j),(-0.008657564222032562+0j),(0.9813051620254086+0.00351548186611887j),(1.0283741213789894-0.020858034099471817j),0.003097423144121245,0.0017606803096905258
(50118.72336272724+0j),(1.0046404389507433+0j),(-0.010468661248487509+0j),(0.98018826823453+0.0024284403944337656j),(1.0305749156364452-0.02340548716251907j),0.00295294120714475,0.0017590437679797393
(39810.71705534969+0j),(1.0053048230355717+0j),(-0.012659582595620309+0j),(0.9791468138445005+0.0010387917933201841j),(1.0329514535493405-0.02641858481951266j),0.0031450628052564662,0.0017590790210090816
(31622.776601683792+0j),(1.0061262358691212+0j),(-0.0153039687493851+0j),(0.9782147570438793-0.0006956916662201405j),(1.0355451704128882-0.0299959849844487j),0.002956388083692835,0.0017609483672680567
(25118.864315095827+0j),(1.0071456488316768+0j),(-0.018487380272321094+0j),(0.9774254835259256-0.002822355719945945j),(1.0384056746361703-0.03425353809419536j),0.0029855377197506626,0.0017592018866155017
