tau,gamma,gamma_lo,gamma_hi
1.591549430918952e-08,-7012.527267870771,-34116.484288360945,12057.201167465215
1.7867812560421824e-08,-8618.858131417686,-40068.13699888796,14312.141404032982
2.005961734471732e-08,-9354.240788148843,-41277.99091003654,14621.205052797117
2.252028594187269e-08,-9704.153011542649,-41140.48076636605,13937.32665446289
2.5282799277189088e-08,-9818.18370510332,-40788.49424312322,12972.04293882252
2.838418397264268e-08,-9621.405053160832,-40166.062772053425,12248.485048174494
3.186600862348808e-08,-9097.509902934517,-39677.43210763121,12386.83527923724
3.577494095200775e-08,-8277.070316981095,-39300.29146508409,13701.321451466043
4.016337330607136e-08,-7295.168123532082,-37871.64552276294,15731.641844135043
4.509012488621078e-08,-6265.671441808926,-34562.99490272395,17833.88588310044
5.062123011332678e-08,-5242.463481581154,-30626.99866041989,19701.87768825297
5.6830823703707125e-08,-4189.9670129945125,-27629.49856585604,21264.264000830393
6.380213431422645e-08,-3013.111352284148,-26108.334989887633,22700.13830240467
7.162860007579049e-08,-1674.0010350395244,-25667.864941835574,24207.20032277169
8.04151209667842e-08,-327.98258500058944,-25205.175230109115,25941.22930224586
9.027946481238236e-08,879.1452091594698,-23971.77510408102,27805.970387903544
1.0135384575466514e-07,1950.4699777914752,-22488.601898285997,29398.327878298292
1.1378669635014834e-07,2905.5743902572945,-21328.7884005829,30324.023371277577
1.2774465704657205e-07,3681.296015632421,-20341.051854649228,30604.6937394799
1.4341480970437752e-07,4207.8448272424985,-19218.214561782614,30266.677548166255
1.6100718509929052e-07,4496.099463444243,-18126.01906831695,29289.136260141877
1.8075757801466393e-07,4532.3366586214515,-17410.495940711742,27742.77880664592
2.0293070765492995e-07,4256.878963028539,-17400.48000773413,26145.112445057282
2.27823765739934e-07,3680.4332564418937,-18018.5845288694,24860.904428166974
2.557703998361009e-07,3027.9210934738153,-18575.110411129222,23836.768707626085
2.871451853139659e-07,2488.112125055459,-18530.131643401426,22850.972542516738
3.223686458707801e-07,2068.4391436355436,-18114.445097416436,21834.114853330797
3.6191288990944465e-07,1694.1640904669011,-17700.732001027063,20812.295288236757
4.063079383195004e-07,1292.9907379868655,-17489.137049931418,19980.042646258862
4.561488284729225e-07,827.7067950841313,-17510.85871790726,19476.14577674124
5.121035896512619e-07,332.01404265584074,-17728.9553793028,19333.84063389926
5.749221968006775e-07,-119.57782936337271,-18022.59867786494,19461.824279856097
6.454466226241624e-07,-426.429155642042,-18238.29709260969,19682.463232960436
7.246221227415427e-07,-566.4702163581283,-18282.85446754496,19740.367191920286
8.135099051749273e-07,-654.4256185157866,-18259.506668670707,19444.186613414695
9.133013539717286e-07,-752.946915323438,-18238.743243575907,18945.967208682116
1.0253339976078522e-06,-777.9486379744861,-18239.38432606917,18944.384614966442
1.1511094361993492e-06,-687.8139594576552,-18359.49005073661,19640.772308477866
1.2923134678052113e-06,-599.9282573530298,-18876.519404691404,20238.720298773922
1.450838683578915e-06,-600.9050001092216,-19707.519166070888,20139.970906073017
1.6288098346169e-06,-634.3641769784618,-20178.660379775047,19699.75894284355
1.8286123105018756e-06,-601.5518958761644,-19809.714867482708,19332.599991752297
2.0529241112456008e-06,-434.87862383665106,-18857.58382420641,19100.242850168568
2.3047517411587692e-06,-153.20175939239408,-17741.850625024523,18913.728434582008
2.5874705057418813e-06,108.40014116105394,-16843.0693415383,18776.002496694768
2.9048697517061426e-06,260.70858238040177,-16314.83607762299,18770.72653294895
3.261203656486838e-06,331.95749113904964,-16121.31321041105,19077.79577390967
3.6612482479934104e-06,357.78459756596055,-16260.596152298753,19666.68242392294
4.1103654188451205e-06,325.1436120690646,-16882.049252728382,20222.045586761193
4.614574793090704e-06,206.27442293243806,-17953.594583780032,20548.816192366347
5.1806344086582525e-06,-7.473536896696026,-19115.21590098793,20807.27767271318
5.816131296941883e-06,-288.5864799708463,-20032.978189683676,21090.65460631594
6.529583173584291e-06,-562.6669693854559,-20588.62154111288,21246.299322813742
7.330552603441563e-06,-791.4981802950239,-20720.81064707993,20917.540709829074
8.22977516990962e-06,-988.3758318830775,-20453.363753222486,19777.542149817677
9.23930336649703e-06,-1114.9883946749105,-19992.9073229397,18124.0605177956
1.0372668139256164e-05,-1056.7695715151092,-19799.24618628077,17106.50486426636
1.1645060245265295e-05,-807.7885184805962,-19928.25751303762,17105.078786457605
1.307353385795125e-05,-532.1354566950916,-19902.29617716116,17254.323640386192
1.4677235148224398e-05,-261.7197592473071,-19553.25232906513,17158.34396911243
1.6477658905151708e-05,195.94552127562767,-19343.91920896061,17583.796345078506
1.8498936635717334e-05,953.9492225960751,-19372.44420536843,19064.280518965315
2.076816000513836e-05,1920.4558258027637,-19106.3258248075,21291.800259769294
2.3315743952885054e-05,3053.915818588803,-18342.496354144412,23704.560769317333
2.6175834351333628e-05,4420.84742425836,-17561.17076443521,25844.771198279177
2.9386765670999655e-05,6024.679218225692,-16880.067647921045,27883.91361967778
3.2991574786545125e-05,7705.611749948801,-15824.882248200223,30577.757029178323
3.7038577810226186e-05,9336.354107119563,-14313.412991096811,33838.42876083018
4.158201768421357e-05,10892.65640882727,-13004.207944273829,36511.34547494994
4.6682791211623425e-05,12511.95702248444,-12161.254656912568,38602.779370764365
5.240926527082333e-05,14455.827695539998,-11380.437797905977,41787.20777019267
5.883819315293296e-05,16829.86550164538,-10450.25965833429,46643.700988139324
6.605574330440231e-05,19489.01224870985,-9744.536937776524,51965.025570408354
7.415865426315532e-05,22343.331299655474,-9811.246556892731,57418.312131218474
8.325553126817462e-05,25503.20465067937,-11022.085106734456,64406.89769865479
9.346830192130171e-05,29446.690845177367,-12796.763066080348,74549.87338146199
0.00010493385041182419,34968.19895895277,-14114.460076824076,89160.24849604041
0.00011780585220775943,42643.669204370955,-17007.414725906143,109776.96625501607
0.00013225683380462924,52925.590063192714,-27416.52198996766,139375.65998376004
0.0001484804851390328,67655.86296948281,-50454.93063511416,185723.9121374403
0.00016669425566084357,91553.96591528939,-88257.90448137876,262255.33247155766
0.0001871422688598016,134745.32170198765,-138601.5149647436,384248.2658887167
0.0002100985943105955,217831.1072209888,-187628.8888635108,571730.0854791454
0.00023587092109242795,377641.8155326872,-198387.55107621473,862420.9276256701
0.0002648046818187809,658269.9141589021,-109047.92627837198,1302297.985583664
0.0002972876825527302,1063704.5614220372,123853.91715957705,1897328.7361677599
0.0003337553006636631,1539839.4920187872,503167.5607441766,2583373.6958586224
0.0003746963202935068,2026453.6979397296,979155.8402364035,3263463.3242859775
0.000420659483646606,2456874.2844297304,1441373.7485268891,3815884.5302232034
0.00047226084591174366,2779722.290189903,1797435.8540032785,4201161.5930103725
