freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(1.0049019453394894+0j),(0.002110293891863422+0j),(0.9959876715796693+0.001690302006451251j),(1.0137896844639254+0.005271791013820373j),0.0014987678117104337,0.0008936757476941891
(794328.2347242822+0j),(1.0052429581097435+0j),(0.0007271091678355446+0j),(0.9956873254904113+0.0017707095069126367j),(1.0149416606460293+0.0015876161740346574j),0.001754234481266375,0.000895822846072193
(630957.344480193+0j),(1.0056594441666156+0j),(-0.00047932960764159515+0j),(0.9953484511051987+0.0018169429110265665j),(1.01630273104258-0.0015334346528989209j),0.001498854579671197,0.0008932540166807244
(501187.2336272725+0j),(1.006148136886472+0j),(-0.001541627737271484+0j),(0.9949840487939012+0.001817328515824446j),(1.0178439499659306-0.004173524524997149j),0.0015000330104156725,0.0008934851015526473
(398107.17055349686+0j),(1.0067018673480073+0j),(-0.002488276080086398+0j),(0.9946078797739373+0.0017651349843378664j),(1.0195279883101118-0.006409291927639379j),0.0016385337312801137,0.0008933503305461923
(316227.7660168379+0j),(1.0073115309177043+0j),(-0.003346759619296362+0j),(0.9942322636546584+0.0016573596609034344j),(1.0213171587629917-0.008317059657347746j),0.0017380403333361893,0.0008938755027260875
(251188.6431509582+0j),(1.0079682034126998+0j),(-0.00414539010482989+0j),(0.9938668723741404+0.0014928766241071227j),(1.0231795312545218-0.009974033290857175j),0.0014995372148673138,0.0008936001793065079
(199526.2314968879+0j),(1.0086650471974952+0j),(-0.004914177952700125+0j),(0.9935185315993385+0.0012703079187465752j),(1.02509275114534-0.01145754191162724j),0.0015069283400682223,0.0008936426243357376
(158489.3192461114+0j),(1.009398875771342+0j),(-0.005685042873811686+0j),(0.993191899599639+0.0009861885307703505j),(1.0270459978598365-0.012843482015271024j),0.0019330278936342924,0.0008930525899456197
(125892.5411794166+0j),(1.0101713644262136+0j),(-0.006491565806709903+0j),(0.9928908172721634+0.0006337443550868589j),(1.029040471015741-0.014204614123356638j),0.0015116526285740026,0.0008942525657889278
(100000+0j),(1.010989913561204+0j),(-0.007368437073326294+0j),(0.9926200333815733+0.00020217652018395563j),(1.03108869998196-0.015608981691346635j),0.0021976351305458375,0.0008934805130487333
(79432.82347242821+0j),(1.011868164953649+0j),(-0.008350703560969674+0j),(0.9923869304074168-0.0003228939110040967j),(1.0332132099542295-0.017119313451809844j),0.0014962973164036023,0.0008937262156732904
(63095.7344480193+0j),(1.0128261963275424+0j),(-0.009472943661951996+0j),(0.9922028709185572-0.0009585568636641228j),(1.0354452550517532-0.018793003530591795j),0.0015731104766804535,0.0008942093192904525
(50118.72336272724+0j),(1.0138904465361802+0j),(-0.010768453359279086+0j),(0.9920839249148024-0.0017233408386531151j),(1.03782402295658-0.020682194506195222j),0.0014997314005344685,0.0008933781571304974
(39810.71705534969+0j),(1.0150933968727578+0j),(-0.012268474167539383+0j),(0.9920509901266794-0.002635847843960836j),(1.0403961215049142-0.022834100434593583j),0.001597305572587695,0.000893396061339
(31622.776601683792+0j),(1.0164729665318697+0j),(-0.014001388539768176+0j),(0.9921295018119154-0.0037137456632172056j),(1.0432148012911393-0.025290216574394935j),0.0015014819904142877,0.0008943454596122447
(25118.864315095827+0j),(1.0180715390956825+0j),(-0.015991984104447396+0j),(0.9923488904077431-0.004972652037695462j),(1.0463384416319468-0.02808561555805278j),0.00151628642485555,0.000893458461974525
(19952.623149688792+0j),(1.0199345626012841+0j),(-0.018260885744691577+0j),(0.9927417423981515-0.006425181530437238j),(1.0498281510080782-0.031248731763444677j),0.0015070273243529234,0.0008936614859741564
(15848.93192461114+0j),(1.0221087291331064+0j),(-0.020824481550358088+0j),(0.9933424662600738-0.00808007842462255j),(1.0537447327193996-0.03480208929846371j),0.00473276070115906,0.000907361812610392
(12589.254117941662+0j),(1.0246397936106109+0j),(-0.02369554093262814+0j),(0.9941852944567271-0.009941854486856173j),(1.058145627599411-0.038764612706370924j),0.0015004142892409691,0.0008944390935588209
(10000+0j),(1.027570165275337+0j),(-0.026884767861844863+0j),(0.9953016516327857-0.01201126397672576j),(1.0630825550676075-0.043155319161089147j),0.0014969410085873965,0.0008953379187386818
(7943.282347242814+0j),(1.0309365972291542+0j),(-0.03040368208452371+0j),(0.9967172736458235-0.01428729983361224j),(1.0686002527015512-0.047997987405110465j),0.0014972944549024242,0.0008972949731120888
(6309.57344480193+0j),(1.034768626346074+0j),(-0.034269094138320105+0j),(0.9984499676011211-0.016771099879161883j),(1.074736255259785-0.05332655104553386j),0.0014988535217158644,0.0008940114417122159
(5011.8723362727205+0j),(1.0390886995306678+0j),(-0.03850906044169482+0j),(1.000509263071467-0.019471473680258023j),(1.0815218121638193-0.0591915666238111j),0.0014986463840418966,0.0008999082117931478
(3981.0717055349687+0j),(1.04391490506373+0j),(-0.04316961160185283+0j),(1.00289885801399-0.022410852908746663j),(1.0889849896988733-0.06566809360759285j),0.0015056655316605147,0.0008981115689251246
(3162.2776601683795+0j),(1.049266835324174+0j),(-0.04832103236574738+0j),(1.0056217313577391-0.02563013689963766j),(1.097157644029333-0.07286412080079382j),0.001502606515616125,0.0008959735796768029
(2511.8864315095802+0j),(1.0551745052058463+0j),(-0.05406222469611063+0j),(1.0086870149784437-0.029191546277198756j),(1.1060872160514805-0.08092713245334285j),0.003128436227043628,0.00092510039588167
(1995.2623149688789+0j),(1.0616896038798347+0j),(-0.060521695718257315+0j),(1.0121179202980848-0.03317936711374936j),(1.11585251588482-0.09004582079497993j),0.0021586444295292623,0.0009004192941297093
(1584.8931924611124+0j),(1.068897679578143+0j),(-0.06785395838445815+0j),(1.0159606902890068-0.03769834259728583j),(1.1265808534940807-0.10044463902943758j),0.004941934254631507,0.0009028612316465544
(1258.9254117941662+0j),(1.0769292039283294+0j),(-0.07623074288102288+0j),(1.0202944137611292-0.04286849285823799j),(1.1384626505017994-0.11237053354701683j),0.0020264782675891244,0.0009084580546849934
(1000+0j),(1.0859671109127254+0j),(-0.08582747079324093+0j),(1.0252400315327888-0.048814678922517514j),(1.1517594829971687-0.12607354727662112j),0.0016304879813370838,0.0009169617730857801
