freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(0.9914068103621231+0j),(0.0057720674483367+0j),(0.9695994553864402+0.006699445543286198j),(1.0134457161716086+0.0073157634763172455j),0.003035124208476548,0.001809764578049972
(794328.2347242822+0j),(0.9915989229241582+0j),(0.0042516088768323815+0j),(0.9685720811325828+0.007457942417184284j),(1.014958466550471+0.0028382720831173196j),0.003552464564447524,0.0018141126233003056
(630957.344480193+0j),(0.9918161450792016+0j),(0.0030440388676619126+0j),(0.9673750033201783+0.008189720607994746j),(1.0167091702609854-0.00084587492612637j),0.003035299920508909,0.0018089105391531988
(501187.2336272725+0j),(0.9920451494798207+0j),(0.002096686484845745+0j),(0.9660319459396017+0.008871247526710471j),(1.0186410249156324-0.003838242196318318j),0.003037686336638629,0.001809378504426743
(398107.17055349686+0j),(0.9922688507170889+0j),(0.0013628319643710885+0j),(0.964566604753673+0.009491675962228295j),(1.0206868456565035-0.006238909301926523j),0.003318161329164245,0.0018091055824030003
(316227.7660168379+0j),(0.992469087425266+0j),(0.0007977038997555361+0j),(0.9629972113886937+0.010047915550152914j),(1.022781513388188-0.008151905999658994j),0.0035196701248855584,0.0018101690979017745
(251188.6431509582+0j),(0.9926295250544455+0j),(0.00035631817159112586+0j),(0.9613357442785518+0.010538553629320605j),(1.0248706125141491-0.009684515854191948j),0.003036682311158817,0.0018096115460452446
(199526.2314968879+0j),(0.9927381340334527+0j),(-7.2117842857462875e-06+0j),(0.9595904533351644+0.010959834194413449j),(1.0269147802872485-0.0109446437296603j),0.0030516499284574286,0.0018096975006105468
(158489.3192461114+0j),(0.9927888686045917+0j),(-0.0003393537696438895+0j),(0.9577691713302129+0.011304575042643188j),(1.0288909643512298-0.012038050712082651j),0.00391453546692754,0.0018085026339692378
(125892.5411794166+0j),(0.9927824757825842+0j),(-0.0006863808497930096+0j),(0.9558816013175699+0.011562898398731756j),(1.0307918989318658-0.013066219138356943j),0.0030612169890118965,0.0018109326806403463
(100000+0j),(0.9927265111413138+0j),(-0.0010934565668632393+0j),(0.9539403571040446+0.011723533326628512j),(1.0326245029237944-0.014125008920839524j),0.004450386199918518,0.001809369212340803
(79432.82347242821+0j),(0.9926346061662824+0j),(-0.0016038404980140968+0j),(0.9519614476393442+0.011774896252592424j),(1.0344073155593414-0.015303782470622685j),0.0030301212586839885,0.001809866779727861
