tau,gamma,gamma_lo,gamma_hi,ftp,ftp_lo,ftp_hi
1e-07,3.0258078701758266e-05,1.9591298686152245e-06,9.28928947754901e-05,9.161065419950857e-05,7.419283783052176e-06,0.0003366062392372426
1.1097524964120721e-07,0.00015480154868535725,1.0030631557951461e-05,0.0004747050233312469,0.0004689899726439633,3.78847904361399e-05,0.0017213404881677523
1.2315506032928263e-07,0.0005347584247046002,3.471629576771267e-05,0.0016353964604889574,0.0016226536115916666,0.00013028863320815848,0.0059401273094886855
1.3667163564620074e-07,0.0012752375749952448,8.318068947822488e-05,0.003875469673839787,0.0038834988790562497,0.0003077353163752832,0.01413154856867146
1.5167168884709241e-07,0.0021988073665216044,0.00014513340779011137,0.006593709101015328,0.006746969252469102,0.0005219842487799713,0.02424490198193048
1.6831803533309585e-07,0.0029686530770966883,0.0002016883246465491,0.008690936349666913,0.009233263238821706,0.0006964005508082907,0.032452306423861745
1.867913599020781e-07,0.00345818924555089,0.00025008323487249326,0.009782879647527852,0.01096686018580302,0.0008432675170384036,0.037383043803870586
2.0729217795953698e-07,0.003742237392900646,0.0003002227425721533,0.010180153066928405,0.012153375155942371,0.0010539069087418397,0.04004596149436806
2.300430119772917e-07,0.003905226032771071,0.00035170000408920156,0.010227616434670439,0.013048538095107656,0.0013812574988438056,0.04159145319157207
2.5529080682395163e-07,0.003980587645192767,0.00038705872823946327,0.01010824489587008,0.013774799315679763,0.0017891566211581359,0.042595332721843564
2.833096101839324e-07,0.0039807565159176335,0.0003947103961143754,0.009907503936552015,0.014367531960538566,0.0021853465726210195,0.04323619157559475
3.1440354715915e-07,0.003943735548709325,0.00038458869940694707,0.009729430325322572,0.014875401888906802,0.0024385563776548997,0.043667757729134234
3.489101213406774e-07,0.0039007896370357844,0.0003711761275767563,0.00962598573269328,0.015311388798244412,0.0024768125630317784,0.04389543665621028
3.872038781812557e-07,0.0038691327222600044,0.00036262004605640686,0.009565401874994736,0.01568855908723818,0.002415624224109768,0.04388498897968757
4.2970047043208437e-07,0.0038469780779932555,0.0003651209889513001,0.009470912881314698,0.01598234514695151,0.002415465003911753,0.04352718885180821
4.768611697714474e-07,0.003828382334420729,0.00039099846687075775,0.00933884547766734,0.01619450111109211,0.0024840242713295266,0.042925317315537094
5.291978735958437e-07,0.00380252971910215,0.0004500902275047421,0.009210902370287712,0.016324214824172283,0.0025143581108814546,0.042310677582806266
5.872786613189477e-07,0.0037647634024157266,0.00052344607751264,0.009114427356944246,0.016390377267309787,0.0024530081740815296,0.04194202957197663
6.517339604882421e-07,0.003719155946771804,0.000565526287012756,0.009055788737883205,0.016430235948374332,0.0023317780243344998,0.04205821152153842
7.232633896483533e-07,0.003671417734314011,0.0005562738940427071,0.009028930740469426,0.01646034375936759,0.002207177620564559,0.042605247321691846
8.026433522257174e-07,0.003634538785063433,0.0005184338234193902,0.009032101455444197,0.016502310549331944,0.0021349974392736583,0.04323899791648844
8.907354638610439e-07,0.0036062941353717523,0.00047091463897226573,0.009012015355951244,0.016548632326201063,0.002103898702735619,0.04364133250764764
9.884959046625586e-07,0.0035713467431321413,0.0004057173268089591,0.008869844750280484,0.016615290319990997,0.002007207507832109,0.04390384764730365
1.096985797892384e-06,0.0035091618488261507,0.00031527131240373846,0.008534968671923484,0.016689469908645914,0.0017754801344575825,0.04415620304799966
1.217382727739662e-06,0.0034272684004744845,0.00022897913206229941,0.008127737351473738,0.01677615069422526,0.0015460887476339978,0.04446258295611964
1.3509935211980278e-06,0.0033408439996391527,0.0001871562060569343,0.007829922236386148,0.016861765863204214,0.001526809522069972,0.04473192769096093
1.499268432786047e-06,0.0032581724490023667,0.0001850590725910321,0.007689588469933747,0.01696144420406064,0.001730445908242272,0.04490296977081732
1.6638168860761274e-06,0.0031793513805463748,0.00018371307280696514,0.007635933041362483,0.01708603882618894,0.002010691036019822,0.0449270401899842
1.8464249428955464e-06,0.003106638156972943,0.00016243242679965763,0.007602109681628937,0.017212610262376735,0.002272502712228303,0.04485803183922998
2.049074689815846e-06,0.0030514673839612126,0.00013142300298895588,0.007561515649984196,0.017295651072744615,0.0025024916151789745,0.04489571440380273
2.2739657523579273e-06,0.003021532251465919,0.00011338257542617118,0.007498594397430805,0.017315108623559533,0.002679934192172821,0.04520393637416681
2.523539170434766e-06,0.0030226380328160327,0.00013344891550633907,0.007417891562913491,0.01734935880349524,0.002738561128674104,0.04593641610733309
2.800503894183631e-06,0.0030444226818265247,0.00019607115084618746,0.0073291720485227285,0.0174599690170494,0.0026315657869933574,0.04699874443673484
3.107866187782014e-06,0.0030623584898542343,0.00026432193946937326,0.007280675534935013,0.017693008304073162,0.002418048009753031,0.04804639983787856
3.4489622604057595e-06,0.0030524227002045362,0.00029814202630685924,0.007303801070757385,0.018034043999591038,0.0022071879843944663,0.048663526547131804
3.827494478516315e-06,0.0030316894581796506,0.00030385138203089715,0.007383384823498785,0.018450269977580668,0.0021136626490952984,0.04893627529642234
4.247571552536894e-06,0.0030315080760706576,0.00031249446267946827,0.007461149145186668,0.018861176476215723,0.002203466268161671,0.049179198108409435
4.713753134116729e-06,0.0030583619603754358,0.0003355258411759051,0.007492688831941389,0.019201542665172874,0.002377838774134288,0.049684856122510224
5.2310993080562585e-06,0.0030930248116804162,0.0003620068244855472,0.007453030875641596,0.019411713923809908,0.002434296267261497,0.050561501938278935
5.805225516094895e-06,0.0031209556940239706,0.00038008857644384724,0.007359811212145828,0.019490645151691365,0.002346953205074451,0.051541280932078916
6.44236350872137e-06,0.0031442204441981536,0.0003840347168547378,0.007288797203594466,0.019521600311052274,0.0023143178160834627,0.05206975342016572
