freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(0.9995548042168755+0j),(0.0010069164458249825+0j),(0.9951051114668786+0.0025577319258461894j),(1.0042961381519053+0.0005832127481298181j),0.0013970371720662762,0.0008330164482769919
(794328.2347242822+0j),(0.9996416059524819+0j),(0.0006273709254484271+0j),(0.9946758340042278+0.0028719911474533923j),(1.0049684639911156-0.0007860280848180879j),0.001635163738973476,0.0008350178098105916
(630957.344480193+0j),(0.9997378457249291+0j),(0.0003190068927081719+0j),(0.9941743440324005+0.0031596816605735695j),(1.0057295846855334-0.0019105022959166852j),0.0013971180505489762,0.0008326233427553627
(501187.2336272725+0j),(0.9998386915081413+0j),(6.838613033294298e-05+0j),(0.993613201990891+0.0034079425826108933j),(1.0065510364581665-0.0028189957072102677j),0.0013982164939115001,0.0008328387424680175
(398107.17055349686+0j),(0.9999395336801491+0j),(-0.00013785924790779975+0j),(0.9930069771385587+0.0036099884636019448j),(1.0074047068164598-0.003546154948568865j),0.0015273163143732051,0.0008327131192031839
(316227.7660168379+0j),(1.000037190740147+0j),(-0.0003131407474958075+0j),(0.9923691408634621+0.003764105233485562j),(1.0082691379992976-0.0041307600207057295j),0.001620068788006661,0.0008332026446996058
(251188.6431509582+0j),(1.000130600578268+0j),(-0.0004704434030513017+0j),(0.9917104717007061+0.0038713756129966233j),(1.0091322865654186-0.00461155424602435j),0.0013977543510729695,0.0008329460091830917
(199526.2314968879+0j),(1.000220912199789+0j),(-0.0006216898563461779+0j),(0.9910391733424047+0.003933432009478573j),(1.009990825363347-0.005023241307618956j),0.00140464379490035,0.0008329855732057107
(158489.3192461114+0j),(1.0003111237176459+0j),(-0.0007772550393091429+0j),(0.9903620899150314+0.003951241824501565j),(1.0108474832239083-0.0053944118292438645j),0.0018018213367994515,0.0008324355880983768
(125892.5411794166+0j),(1.000405476588565+0j),(-0.000945763837116805+0j),(0.9896859333859548+0.0039251803003569575j),(1.0117081820616811-0.005747421397645088j),0.001409047416730611,0.0008335541141606424
(100000+0j),(1.0005087640533832+0j),(-0.0011341548925997975+0j),(0.9890176369602098+0.0038558779491356158j),(1.0125799879937984-0.006099422230562802j),0.002048468044231274,0.0008328344654142389
(79432.82347242821+0j),(1.0006256580615245+0j),(-0.001348044751158849+0j),(0.9883637373557527+0.0037448144283253495j),(1.0134699093986637-0.0064637609290392065j),0.0013947343645532699,0.0008330634906822615
(63095.7344480193+0j),(1.0007601510317488+0j),(-0.0015923424026058615+0j),(0.987729390174704+0.003594122946744959j),(1.0143841531081856-0.00685116219454207j),0.001466333740635533,0.0008335138030694517
(50118.72336272724+0j),(1.000915212383119+0j),(-0.0018720859594624445+0j),(0.9871176823005045+0.003405694111080021j),(1.015327621028875-0.0072710402861181096j),0.0013979353561580654,0.0008327390570251348
(39810.71705534969+0j),(1.0010927411940114+0j),(-0.002193463893208637+0j),(0.986529517379316+0.0031798873455411887j),(1.0163036333522864-0.007732877555994321j),0.0014888865657629621,0.0008327557459642881
(31622.776601683792+0j),(1.0012938541114602+0j),(-0.002564840671029219+0j),(0.985964082767621+0.0029142500037399057j),(1.017313857825459-0.008247644367003731j),0.00139956712267723,0.0008336407027057228
(25118.864315095827+0j),(1.0015194939249494+0j),(-0.0029976980029367026+0j),(0.9854198858075243+0.0026024378357792704j),(1.018358520598917-0.008829515283355042j),0.0014133666886034946,0.0008328139110827993
(19952.623149688792+0j),(1.0017712849346825+0j),(-0.003507345862052912+0j),(0.984896234892491+0.0022336248027116125j),(1.0194372619000973-0.00949776160303395j),0.0014047360605095374,0.0008330031545880913
(15848.93192461114+0j),(1.0020524942786846+0j),(-0.004113317279289432+0j),(0.984394762855924+0.0017927739258670084j),(1.0205509242694704-0.010278292930598032j),0.004411518965347974,0.0008457735553337731
(12589.254117941662+0j),(1.0023689083305882+0j),(-0.004839484761637676+0j),(0.9839204877975936+0.0012614455459174197j),(1.0217038227027995-0.011204125321522353j),0.0013985718929851254,0.0008337279811373199
(10000+0j),(1.0027294550906691+0j),(-0.005714012885889014+0j),(0.9834821522067568+0.0006188138700092577j),(1.022905429390426-0.012314725536820292j),0.0013953343653680076,0.0008345657974939586
(7943.282347242814+0j),(1.0031465038545906+0j),(-0.006769371185013291+0j),(0.9830919203692767-0.00015758962191013903j),(1.0241708121881499-0.01365518077786122j),0.00139566382109595,0.0008363900144847707
(6309.57344480193+0j),(1.0036358789355775+0j),(-0.008042597749521336+0j),(0.9827646309441858-0.0010915563256091425j),(1.0255201722802827-0.015276184518778838j),0.0013971170644036144,0.0008333293566661096
