freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(0.9974341648406215+0j),(0.00012402625877241155+0j),(0.9873808908726927+0.0035816017899607186j),(1.007685656514645-0.0025216639167542293j),0.0029595095954401706,0.0017646775770389395
(794328.2347242822+0j),(0.9976104562402426+0j),(-0.0004958672811702068+0j),(0.9867288783944677+0.004000314816612253j),(1.008950135742318-0.004553088328650064j),0.0034639613550513674,0.0017689172986305078
(630957.344480193+0j),(0.9978172543496061+0j),(-0.0010705223394396135+0j),(0.9859671589118203+0.0043593312028183395j),(1.0103708551771422-0.006293281473558602j),0.002959680929926039,0.001763844814971799
(501187.2336272725+0j),(0.9980514221789428+0j),(-0.0016199917427520427+0j),(0.985114314769167+0.004633487539505135j),(1.0118997371432332-0.007784391528765982j),0.0029620078928275554,0.001764301121739581
(398107.17055349686+0j),(0.998310748703564+0j),(-0.0021656877293977222+0j),(0.9841940107426241+0.004804283234637692j),(1.0134940053943564-0.009083035688966916j),0.003235495359779432,0.0017640349990728978
(316227.7660168379+0j),(0.9985954936628754+0j),(-0.0027302338546343636+0j),(0.9832317840544605+0.004859821703171337j),(1.0151246221961383-0.010254407220797752j),0.0034319839294522235,0.0017650720190125536
(251188.6431509582+0j),(0.9989088885446464+0j),(-0.003336681467436188+0j),(0.9822524960181203+0.0047938824285969055j),(1.016778021674429-0.011365015969897219j),0.0029610288808209727,0.0017645283575489644
(199526.2314968879+0j),(0.9992566072579991+0j),(-0.004007963177834427+0j),(0.9812783455190132+0.004604231715175417j),(1.0184534138594492-0.012477840760020887j),0.0029756236070902975,0.0017646121707122191
(158489.3192461114+0j),(0.9996456387977128+0j),(-0.004767083543424732+0j),(0.9803275661916501+0.0042904819304149374j),(1.020158492133226-0.013650684798440805j),0.003817011917900374,0.0017634470720054348
(125892.5411794166+0j),(1.0000830855022205+0j),(-0.005638217704432447+0j),(0.9794139581810248+0.003851770279301497j),(1.0219052351142723-0.014937227604326742j),0.0029849523216885433,0.00176581657847256
