freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(1000000+0j),(0.9976729986006927+0j),(0.0019167440692509962+0j),(0.9883533319997712+0.002258212663725526j),(1.00668687773313+0.004267606793859325j),0.0015735699065650955,0.0009382782655265156
(794328.2347242822+0j),(0.9979719627508539+0j),(0.001001103629671913+0j),(0.9880188196949369+0.002535170049141439j),(1.0079316196895582+0.0011858940716191792j),0.0018417866778372726,0.0009405325235694648
(630957.344480193+0j),(0.9983221820953805+0j),(0.0002662187588559164+0j),(0.9876338315043793+0.0028089005371028934j),(1.009351858713061-0.0013033203215304808j),0.0015736610050333469,0.000937835486313973
(501187.2336272725+0j),(0.9987125016250347+0j),(-0.0003050673752148427+0j),(0.9872071215640392+0.003076689805027724j),(1.01089842911287-0.003266587916378775j),0.001574898250150295,0.0009380781044149752
(398107.17055349686+0j),(0.9991277840239378+0j),(-0.0007280184619467224+0j),(0.9867462105688299+0.0033413537880565168j),(1.012518029811383-0.0047713061125957655j),0.0017203114120069919,0.0009379366071140736
(316227.7660168379+0j),(0.9995511253469554+0j),(-0.0010180356834045483+0j),(0.9862549702159457+0.003609353573102423j),(1.014162174580452-0.00588637181088108j),0.0018247842951824686,0.0009384879901445812
(251188.6431509582+0j),(0.9999658131290399+0j),(-0.0011914329838731493+0j),(0.985732739446463+0.003888199295187245j),(1.0157918621729016-0.006679513924614312j),0.001574377709911433,0.0009381989255915279
(199526.2314968879+0j),(1.0003567325544174+0j),(-0.0012654510855894616+0j),(0.9851748713869987+0.004184015337097799j),(1.0173786771548499-0.007214274405476572j),0.0015821377192343793,0.0009382434890123307
(158489.3192461114+0j),(1.0007112246556031+0j),(-0.001257889900216887+0j),(0.9845742586922914+0.004500030565698908j),(1.0189037987635754-0.007547779426092302j),0.0020295035016147734,0.0009376240065595628
(125892.5411794166+0j),(1.0010195153071448+0j),(-0.0011861179498862738+0j),(0.9839231997548066+0.004836712044956147j),(1.0203560401191711-0.007729617361533008j),0.0015870977925456302,0.0009388838720710056
(100000+0j),(1.0012748230043365+0j),(-0.001069143730732419+0j),(0.9832149656463371+0.00518996924598719j),(1.0217296424453024-0.007804322602692683j),0.0023073170373806413,0.0009380732869031372
(79432.82347242821+0j),(1.001473227384547+0j),(-0.0009229709190185406+0j),(0.9824446814703192+0.005555851041156277j),(1.0230223575037773-0.007807988759052598j),0.0015709761111561164,0.0009383312523150883
(63095.7344480193+0j),(1.0016133977634447+0j),(-0.0007639587039408706+0j),(0.9816095662252682+0.005928287231208723j),(1.0242342057175031-0.007773800141295242j),0.0016516229441714807,0.0009388384671803792
(50118.72336272724+0j),(1.0016962845659667+0j),(-0.0006089442012524004+0j),(0.9807089413771984+0.006299233328158049j),(1.025367057237321-0.007733245636778692j),0.0015745815872029877,0.0009379658224970855
(39810.71705534969+0j),(1.0017247977476271+0j),(-0.00046877100184256916+0j),(0.9797443741213867+0.00666474611788477j),(1.0264248177206141-0.0077109595462242645j),0.0016770255946078028,0.000937984620287831
(31622.776601683792+0j),(1.0017034036880772+0j),(-0.000357980436673026+0j),(0.978719859934961+0.007017658736551743j),(1.0274136878942637-0.0077356987763823725j),0.0015764195473807403,0.0009389814021378614
(25118.864315095827+0j),(1.0016375956461736+0j),(-0.0002888004212335711+0j),(0.977641629179681+0.007354156467291188j),(1.0283419792409068-0.007834526101126683j),0.001591962857250666,0.0009380501352805106
(19952.623149688792+0j),(1.0015333261154409+0j),(-0.0002730641833647258+0j),(0.9765174094124796+0.007672880945962987j),(1.0292193329197097-0.008033965024694466j),0.0015822416437318305,0.000938263292017421
(15848.93192461114+0j),(1.0013965851315552+0j),(-0.00032295085811957867+0j),(0.9753554731035748+0.007975216507273829j),(1.0300556112747679-0.00836125612435323j),0.004968968345949949,0.0009526473890980018
