freq,Zreal,Zimag,Zlo,Zhi,sigma_re,sigma_im
(10000+0j),(1.0269824348559646+0j),(-0.03170707290770644+0j),(0.9794600333771633-0.01148123818352658j),(1.0862524779369411-0.05613729068282569j),0.0015098941364677578,0.0009030853359655655
(7943.282347242814+0j),(1.0312216700829104+0j),(-0.03537047234680099+0j),(0.9808635799468495-0.01373844946752821j),(1.0939319802998486-0.06146835929629488j),0.0015102506411767312,0.0009050593248577159
(6309.57344480193+0j),(1.035966418046708+0j),(-0.03931836870655464+0j),(0.9825989584927428-0.016193002632900657j),(1.1023260160074528-0.06718435797031805j),0.0015118231986966807,0.0009017473808471403
(5011.8723362727205+0j),(1.0412406168046193+0j),(-0.04357025832260608+0j),(0.9846948648982761-0.0188466876126809j),(1.1114549298658236-0.07332232372739551j),0.0015116142686469514,0.0009076951760629983
(3981.0717055349687+0j),(1.04706598448063+0j),(-0.04815518415724995+0j),(0.9871765785229205-0.02170107326033277j),(1.121336127352112-0.07993837587823696j),0.0015186941534063075,0.000905882986727418
(3162.2776601683795+0j),(1.0534635909851138+0j),(-0.05311446792780442+0j),(0.9900653044452794-0.024759413452984644j),(1.1319870221351693-0.08711260457223435j),0.0015156086674971846,0.0009037264973191157
(2511.8864315095802+0j),(1.060455871447292+0j),(-0.05850445499974355+0j),(0.9933777694323053-0.028028866540870057j),(1.1434295225246942-0.09495418378793133j),0.0031555067891312354,0.0009331053497584671
(1995.2623149688789+0j),(1.068069041090604+0j),(-0.06439940162185556+0j),(0.9971261586721653-0.031523262110965906j),(1.1556958099915173-0.10360579307380965j),0.0021773233201358524,0.0009082106808282493
(1584.8931924611124+0j),(1.076336040160675+0j),(-0.07089479824573912+0j),(1.0013187216717407-0.035266540478185206j),(1.168834323332268-0.11324754970595556j),0.004984697133067837,0.0009106737485892056
(1258.9254117941662+0j),(1.0853005598701821+0j),(-0.07811145620298773+0j),(1.0059614746841394-0.03929677928337319j),(1.1829159808227812-0.12410227954988491j),0.00204401351580283,0.000916319001301309
(1000+0j),(1.0950232129052435+0j),(-0.08620032055310668+0j),(1.0110613790200003-0.04367053102981237j),(1.1980434008249037-0.13644357215679037j),0.0016445966998560463,0.0009248963029303405
(794.3282347242813+0j),(1.1055911560595468+0j),(-0.09534723188543204+0j),(1.0166312863121896-0.048467122711975064j),(1.214367375912168-0.15060497487492888j),0.0016561955460593952,0.000937594631817309
(630.957344480193+0j),(1.117132328518872+0j),(-0.10577604955973433+0j),(1.0226970016053514-0.053792652358676626j),(1.2321132739951097-0.16698530457073796j),0.0015720130735929043,0.0009588737630742566
(501.187233627272+0j),(1.1298351358644867+0j),(-0.11774778838300638+0j),(1.0293072343572267-0.05978336381290904j),(1.2516168702794577-0.18604393300643063j),0.001600942745518244,0.000981833440709635
(398.10717055349687+0j),(1.143973937466934+0j),(-0.1315524653112985+0j),(1.036547887998184-0.06660746473220314j),(1.273366819896445-0.208280580658821j),0.001650281228595749,0.0010210366216248708
(316.227766016838+0j),(1.1599396544189222+0j),(-0.14748898679113265+0j),(1.0445625064736974-0.07446294232769347j),(1.2980498463505439-0.2341945486316222j),0.001738825200910928,0.0010894708175030589
(251.18864315095797+0j),(1.1782724913187783+0j),(-0.16582691403111327+0j),(1.0535802147350906-0.08356668486405765j),(1.3265929838738235-0.2642175976613485j),0.002661417564352757,0.0010992693000443751
(199.5262314968879+0j),(1.1996895635951927+0j),(-0.18674325156251229+0j),(1.0639504158533688-0.09412705831974084j),(1.3601931732797754-0.29861403441704876j),0.0019202918171097273,0.002470930638068746
(158.48931924611125+0j),(1.2250939901138962+0j),(-0.21022906240562406+0j),(1.0761776722404857-0.10628882634018005j),(1.4003175754550574-0.337343133383201j),0.002364104689331246,0.00235438490700232
(125.89254117941664+0j),(1.255544581869615+0j),(-0.23596710637000737+0j),(1.0909388755431684-0.12004021333278467j),(1.4486488937247572-0.3798863538954822j),0.0023472258707525,0.0013037253949685292
(100+0j),(1.292159905153329+0j),(-0.26319554536517187+0j),(1.1090514659186712-0.13508365833641756j),(1.5069427669335882-0.42505844596322884j),0.0023471367835865304,0.0011660256819085375
(79.43282347242804+0j),(1.3359344119280196+0j),(-0.290594492703337+0j),(1.131356350422515-0.15069752068632394j),(1.576767925077979-0.47084857154409177j),0.0024399681774921246,0.0011541399864561752
(63.09573444801929+0j),(1.387466460821536+0j),(-0.31625475958930716+0j),(1.158495963780426-0.1656491030958926j),(1.6591248791524114-0.5143670841171205j),0.002505231910601137,0.0011456513689684271
(50.11872336272725+0j),(1.4466406428489762+0j),(-0.337795028131223+0j),(1.1906142624678004-0.1782397620977526j),(1.7539897577341985-0.5519883017009481j),0.002603550321514442,0.001140650180651661
(39.81071705534969+0j),(1.5123561258548526+0j),(-0.35266708002626984+0j),(1.2270688721957352-0.18654418775338338j),(1.859897928725193-0.5797576475059106j),0.0026736087739403593,0.0011439013121798923
(31.622776601683796+0j),(1.5824209194147234+0j),(-0.35862501338906944+0j),(1.2662912214484188-0.18883654844028208j),(1.973738527605405-0.59405368586624j),0.0027734848537601157,0.0012133044672295885
(25.118864315095767+0j),(1.6537120935873681+0j),(-0.3542528628368923+0j),(1.3059187044248382-0.1840951085433883j),(2.0909238263898327-0.5923696945139731j),0.0028861794567986727,0.0011719780455611748
(19.95262314968879+0j),(1.7226247771776428+0j),(-0.3393831684770831+0j),(1.3432327672707094-0.17239284770098648j),(2.2059862774474936-0.5739704192355899j),0.0032640190896369775,0.0011782890131870917
(15.848931924611108+0j),(1.785718174125035+0j),(-0.31523784796768445+0j),(1.375789508959285-0.1549781090874588j),(2.313480076667682-0.5401774834709671j),0.00679292431554098,0.0011645559388888112
(12.589254117941664+0j),(1.8403647032291528+0j),(-0.28420373759264445+0j),(1.4020017847208743-0.133964660617782j),(2.408929292041222-0.49415861327655863j),0.004217248624309241,0.001139009606412523
(10+0j),(1.8851797911657417+0j),(-0.24929788925777688+0j),(1.4214234159784878-0.11174455567465694j),(2.4895373159155936-0.44027053770248514j),0.007581701106193869,0.0010961121364297258
(7.943282347242805+0j),(1.920090616813296+0j),(-0.2135142251610348+0j),(1.4346339273513464-0.09038597299820755j),(2.554450287403139-0.3831628970789226j),0.0036624794309253967,0.0010715015859726889
(6.30957344480193+0j),(1.9460623809392987+0j),(-0.1792876934684295+0j),(1.4428359015106693-0.07126423430282312j),(2.6045313344493426-0.32693685768615116j),0.003576578680502702,0.0010856970375819363
(5.011872336272715+0j),(1.9646435148222885+0j),(-0.1482294717741884+0j),(1.4473975700059143-0.05500931962490928j),(2.6417941186015192-0.27460863348685355j),0.003630066847330171,0.0009810412375346998
(3.981071705534969+0j),(1.9775264849273493+0j),(-0.12113814608921251+0j),(1.4495285036151635-0.04167817893881667j),(2.6687498966086327-0.2279642806905576j),0.0038013059696007634,0.0009809956192251845
(3.1622776601683795+0j),(1.9862485914781842+0j),(-0.0981823247966292+0j),(1.4501427732497223-0.030996282421038683j),(2.6878821785316696-0.187719958927478j),0.005029655601409267,0.0009376754560748857
(2.5118864315095766+0j),(1.9920544058877352+0j),(-0.07913086443222722+0j),(1.4498605861704625-0.0225573756628015j),(2.7013377670025625-0.15382573006967293j),0.007277682481760777,0.000929558847507785
(1.9952623149688788+0j),(1.995876733156782+0j),(-0.06354985386546276+0j),(1.449072464986979-0.01594557040114605j),(2.710813214768719-0.12577545235942847j),0.003717342735504567,0.0009238481910704424
(1.584893192461111+0j),(1.9983791616276632+0j),(-0.050938008962892786+0j),(1.4480123376996297-0.01079205302051912j),(2.7175679276893456-0.10285061385110186j),0.0037256661956135643,0.0009111944524766515
(1.2589254117941662+0j),(2.000017848769625+0j),(-0.040805043810197596+0j),(1.4468163463484873-0.006791891718072504j),(2.722496911519332-0.08428127129525381j),0.0037337041268852467,0.0009172770662959702
(1+0j),(2.001099893216086+0j),(-0.03270929823438907+0j),(1.4455631771023416-0.0037014460895517234j),(2.726217939528164-0.06933662581065914j),0.0037597774787137316,0.0009080093084119848
(0.7943282347242805+0j),(2.00182983830339+0j),(-0.026270588841283297+0j),(1.4442990845796848-0.0013285068770079712j),(2.729149767993998-0.057366598311495924j),0.003774957803858125,0.0009047040502833157
(0.6309573444801929+0j),(2.002343366018122+0j),(-0.021169928980961088+0j),(1.4430521695636729+0.00047872314881485943j),(2.73157311956132-0.04781411871247981j),0.004129473069026017,0.0009034844120801806
(0.5011872336272715+0j),(2.002730272018132+0j),(-0.017143425314353405+0j),(1.4418398550737286+0.0018411751084514518j),(2.7336746240190504-0.04021252643907816j),0.007271018366507148,0.0009029080930262486
(0.3981071705534969+0j),(2.0030495656024847+0j),(-0.013974447016636131+0j),(1.4406724770449337+0.002856187131728237j),(2.7355774291883916-0.03417666230773237j),0.008656079428803769,0.0009052543233569263
(0.31622776601683794+0j),(2.0033392951965365+0j),(-0.011486031682145549+0j),(1.4395549336146232+0.0036025943690765876j),(2.7373624215290757-0.029391800876472002j),0.003735778107982399,0.0009022226744528751
(0.2511886431509577+0j),(2.003623052405334+0j),(-0.00953420599538874+0j),(1.4384875888788984+0.004144093275626171j),(2.739082763940439-0.025602132697220368j),0.006575497155033733,0.0009021219768700745
(0.1995262314968879+0j),(2.003914391498636+0j),(-0.008002283264504733+0j),(1.4374670965791354+0.004531446961482555j),(2.74077337930067-0.02259982190705718j),0.0037529720500630885,0.0009020844480200633
(0.1584893192461111+0j),(2.0042198606275434+0j),(-0.006796040530685048+0j),(1.4364873705941088+0.004804092608828962j),(2.742456688044966-0.020215478447663228j),0.003735520127308269,0.0009024523226516373
(0.12589254117941662+0j),(2.0045410664404293+0j),(-0.005839707006424588+0j),(1.4355406290940766+0.0049914927388511054j),(2.7441459408595072-0.01831049781866756j),0.0037406413321834564,0.000904165302509116
(0.1+0j),(2.004876096504424+0j),(-0.005072705341975719+0j),(1.4346184179188324+0.0051143137108638j),(2.745847310742888-0.01677115909479932j),0.0037351744097192776,0.0009019026212005525
(0.07943282347242805+0j),(2.0052205612661127+0j),(-0.004447047598217671+0j),(1.4337126272333676+0.005185482300922138j),(2.7475614588842667-0.015503987953738842j),0.00410256527977393,0.0009022758049171661
(0.0630957344480193+0j),(2.0055684258933857+0j),(-0.003925237867557991+0j),(1.4328165281644112+0.005211183263899668j),(2.7492847741078026-0.014431820409570471j),0.005825645272362922,0.0009019497151140458
(0.05011872336272714+0j),(2.0059127081593173+0j),(-0.003478549234726949+0j),(1.4319258501665824+0.005191855735783205j),(2.751010055701803-0.01349023297877371j),0.007255366754821129,0.000903731203890772
(0.039810717055349686+0j),(2.0062460680864644+0j),(-0.0030855894672869935+0j),(1.4310399672686334+0.005123346542152297j),(2.7527262419134595-0.012624486452636311j),0.0037671360718022286,0.000902463469961644
(0.031622776601683784+0j),(2.006561315444103+0j),(-0.002731100181175149+0j),(1.430163164338091+0.004998476784324616j),(2.754417069983124-0.011787645214435483j),0.003737080482866109,0.0009017116084650435
(0.02511886431509577+0j),(2.0068518722374757+0j),(-0.002404944850294002+0j),(1.429305645376748+0.004809353100259756j),(2.7560592672421484-0.010940692970262981j),0.003858073698098666,0.0009016427062778154
(0.019952623149688792+0j),(2.007112214068225+0j),(-0.002101216780935988+0j),(1.428483658212787+0.004550430478448376j),(2.7576216493995114-0.010054995407122118j),0.0037360818811262085,0.0009023966033512836
(0.01584893192461111+0j),(2.0073382892618827+0j),(-0.0018173898683147224+0j),(1.4277180757629675+0.004221901931984009j),(2.7590667510615643-0.00911626886853269j),0.0037358056764718026,0.0009026832108793953
(0.01258925411794166+0j),(2.007527897404721+0j),(-0.0015534987093776833+0j),(1.427031107734624+0.0038322862202029473j),(2.7603559303238097-0.008128102275310311j),0.003749210653019935,0.0009024360002232791
(0.01+0j),(2.0076809741492827+0j),(-0.0013112082221424363+0j),(1.4264415568098532+0.003399135312877135j),(2.7614573101792916-0.007112337313088609j),0.0037390854126087745,0.0009025171011357601
