tau,gamma,gamma_lo,gamma_hi
1e-07,2.328583334375631e-05,1.6039650508219875e-06,7.642249127819187e-05
1.1097524964120721e-07,0.00011917568211107579,8.274704881237898e-06,0.0003907168909461412
1.2315506032928263e-07,0.0004120596495385467,2.915167411750586e-05,0.001347542280651973
1.3667163564620074e-07,0.0009846953080210378,7.259297127078728e-05,0.0032015673840800666
1.5167168884709241e-07,0.00170554954854353,0.00013600320380839263,0.005477482596940022
1.6831803533309585e-07,0.002322620954862817,0.0002078256925761823,0.007295212731600353
1.867913599020781e-07,0.002743539737034606,0.0002752348528384627,0.008345001622627682
2.0729217795953698e-07,0.003027637399242875,0.00032553367449482574,0.008870193900963478
2.300430119772917e-07,0.0032380224676671473,0.00035694044313555595,0.009142988585288437
2.5529080682395163e-07,0.003392500659454247,0.00038102558849411374,0.009291963730332989
2.833096101839324e-07,0.0034913325860169496,0.00041092727776144563,0.00932316452450373
3.1440354715915e-07,0.003552988519876955,0.0004548224332310869,0.00920088752353444
3.489101213406774e-07,0.003589710000073616,0.0005068729268702072,0.00890484265722003
3.872038781812557e-07,0.00360712252597958,0.0005396139352132568,0.008554142688343995
4.2970047043208437e-07,0.0036033913160974443,0.0005276528979403419,0.008306432134567715
4.768611697714474e-07,0.003596335068412529,0.0004935199957721157,0.008245367438547984
5.291978735958437e-07,0.0036113349391760923,0.00048749499824131686,0.008376223657313171
5.872786613189477e-07,0.003657210452257587,0.0005241385365426351,0.008645315733865238
6.517339604882421e-07,0.003723649514755493,0.0005766885848993991,0.00895161346486022
7.232633896483533e-07,0.0037941323859794086,0.0006200824418834481,0.009202769384421881
8.026433522257174e-07,0.0038581344673478597,0.0006475473564522748,0.009347788877730787
8.907354638610439e-07,0.003909922355216716,0.0006626912927353245,0.009380303822431572
9.884959046625586e-07,0.003964751194855933,0.0006768684731139496,0.00939107550416376
1.096985797892384e-06,0.0040323274411330975,0.000695494684321582,0.009447788613554392
1.217382727739662e-06,0.004113774496285246,0.0007089221213626745,0.009532268843185178
1.3509935211980278e-06,0.004199881239504122,0.0007029520196622937,0.009588019491133797
