freq,Zreal,Zimag,sigma_re,sigma_im
1000000.0,0.001488467098664467,-0.0012604621710921179,0.00026678828653201655,0.00026678824663019154
794328.2347242822,0.0016633427348531557,-0.0014705514400719449,0.000266788945936158,0.00026678890698110427
630957.344480193,0.0018595786961798063,-0.0016946602529659982,0.0002667897657921694,0.0002667897275919679
501187.2336272725,0.0020797858490474793,-0.0019368702410980307,0.00026679078592778134,0.0002667907481591124
398107.17055349686,0.0023268942382206554,-0.0022012673943746707,0.0002667920575976128,0.00026679201984189426
316227.7660168379,0.0026041924197775386,-0.002492042523069956,0.0002667936459314413,0.0002667936076894389
251188.6431509582,0.002915371822554645,-0.00281358278554123,0.000266795633194719,0.0002667955938847675
199526.2314968879,0.003264576652315854,-0.003170557267473424,0.0002667981229965547,0.0002667980819381435
158489.3192461114,0.0036564598779373924,-0.003567999167961054,0.0002668012456396128,0.0002668012020213069
125892.5411794166,0.004096245946732297,-0.0040113868557022795,0.00026680516487160216,0.0002668051176996631
100000.0,0.0045898010944409075,-0.004506725866942124,0.00026681008637344396,0.0002668100343947038
79432.82347242821,0.005143712530070464,-0.0050606337269390395,0.0002668162684073109,0.0002668162099962163
63095.7344480193,0.00576537835959885,-0.005680429038010497,0.0002668240351482613,0.0002668239681425527
50118.72336272724,0.006463110533176456,-0.006374225419291539,0.00026683379333550207,0.0002668337147964114
39810.71705534969,0.007246252945735889,-0.007151029884090816,0.00026684605300945804,0.0002668459588691738
31622.776601683792,0.008125316173757568,-0.008020844718864918,0.0002668614532625451,0.0002668613378023296
25118.864315095827,0.009112129880132514,-0.00899477210731937,0.0002668807941322601,0.000266880649206433
19952.623149688792,0.010220014160114164,-0.010085121101150809,0.0002669050759962481,0.00026690488987580276
15848.93192461114,0.011463971796116471,-0.011305516616982573,0.00026693554808146345,0.0002669353037308425
12589.254117941662,0.01286090447495936,-0.01267101028274707,0.0002669737679923828,0.000266973440510166
10000.0,0.014429858884119108,-0.014198193143522156,0.0002670216745293738,0.0002670212273717148
7943.282347242814,0.016192314723896893,-0.015905307400231213,0.00026708167642685085,0.0002670810558606629
6309.57344480193,0.01817253225259877,-0.017812343057931876,0.0002671567596322637,0.0002671558865603601
5011.8723362727205,0.020397970857571442,-0.01994108693258098,0.0002672506148806409,0.0002672493726586624
3981.0717055349687,0.02289976640489756,-0.022315082044245035,0.00026736778556032075,0.00026736600167203746
3162.2776601683795,0.02571323046897068,-0.024959472585743932,0.00026751383397719653,0.00026751125254705625
2511.8864315095802,0.02887833970788892,-0.02790074381455141,0.0002676955228872884,0.0002676917640718695
1995.2623149688789,0.03244022475452281,-0.031166377043449427,0.0002679210078350507,0.00026791550899497694
1584.8931924611124,0.03644970365804801,-0.03478439977801841,0.0002682000321282052,0.00026819196390315524
1258.9254117941662,0.04096388561157559,-0.03878275148709477,0.00026854410930639814,0.0002685322569428117
1000.0,0.04604680769499692,-0.04318837316672025,0.00026896667013413355,0.00026894926681542434
794.3282347242813,0.05177003544773524,-0.048025982192675606,0.00026948314483360805,0.00026945763985040965
630.957344480193,0.05821321287118841,-0.053316545548043666,0.0002701109441980546,0.0002700736846290951
501.187233627272,0.06546465268661866,-0.059075424978738106,0.0002708692886743266,0.0002708150878811803
