tau,gamma,ftp
1e-07,3.512696618353111e-06,9.073144422319715e-05
1.1097524964120721e-07,1.798283242264302e-05,0.00046623337720651324
1.2315506032928263e-07,6.221927647322244e-05,0.001627560172415161
1.3667163564620074e-07,0.00014892261041812879,0.003974425981326728
1.5167168884709241e-07,0.00025886362384776524,0.0071915622030593
1.6831803533309585e-07,0.00035509917964596704,0.01052772794204957
1.867913599020781e-07,0.00042526466127380705,0.013624789635762299
2.0729217795953698e-07,0.00048151643397249865,0.016489209247642866
2.300430119772917e-07,0.0005405428391737818,0.01921629726511787
2.5529080682395163e-07,0.0006170150432741302,0.021836939450746332
2.833096101839324e-07,0.0007230774637860844,0.024345495561438096
3.1440354715915e-07,0.000867947427235143,0.026771256394704495
3.489101213406774e-07,0.0010530481471124288,0.029107520280085862
3.872038781812557e-07,0.0012651335522158237,0.031395520600977056
4.2970047043208437e-07,0.001484412834469994,0.03362109387495149
4.768611697714474e-07,0.001706070703449775,0.03581889002226282
5.291978735958437e-07,0.0019297920601473193,0.03797998080990107
5.872786613189477e-07,0.0021514633731302317,0.040120519703493805
6.517339604882421e-07,0.0023557722746206065,0.042243476942637706
7.232633896483533e-07,0.0025282602297198834,0.04433631763119347
8.026433522257174e-07,0.0026615837635386138,0.04641437941792367
8.907354638610439e-07,0.0027546648917716435,0.04843698622880256
9.884959046625586e-07,0.0028266578282130357,0.05043130041611234
1.096985797892384e-06,0.002895453332540111,0.05234334663738141
1.217382727739662e-06,0.0029742111655293394,0.05420294102467812
1.3509935211980278e-06,0.0030571823670998257,0.05596396810078291
1.499268432786047e-06,0.00311735062252549,0.057645818299523297
1.6638168860761274e-06,0.0031250584525010284,0.05923025002268799
1.8464249428955464e-06,0.00311989963120709,0.06071064093762884
2.049074689815846e-06,0.0032066364916350128,0.062097891599714794
2.2739657523579273e-06,0.0034099070187418325,0.06335339347988957
2.523539170434766e-06,0.0036174845000705356,0.06451291915748512
2.800503894183631e-06,0.0037170210604370933,0.06551560811856433
3.107866187782014e-06,0.0037136777383757033,0.0664045339763647
3.4489622604057595e-06,0.003646474929958333,0.06711403961841453
3.827494478516315e-06,0.0035223311649404594,0.06767431481623841
4.247571552536894e-06,0.0033163812012195755,0.06803933918206831
4.713753134116729e-06,0.0030214225814476957,0.06821424533397112
5.2310993080562585e-06,0.002650102305119744,0.0681955838926777
5.805225516094895e-06,0.0022040602476175873,0.06796143682557831
6.44236350872137e-06,0.0016889088380858328,0.06755343639337702
7.149428986597577e-06,0.0011410252262053478,0.06693093105044715
7.934096665797492e-06,0.000665303852987913,0.0661610920172638
8.804883581643465e-06,0.0003495200912666267,0.06520111767695087
9.771241535346501e-06,0.00018938293040746186,0.0641171520082321
1.0843659686896109e-05,0.0001466409960455848,0.06288299036006054
1.2033778407775906e-05,0.00020122608782946404,0.06154023750788289
1.3354515629298974e-05,0.00033640095296829097,0.06009122335774592
1.48202070579886e-05,0.0004917425953427662,0.058548058137448566
1.6446761779946626e-05,0.000635782304194148,0.056949877893269774
1.8251834943190462e-05,0.0010385375380750855,0.05528470200262392
2.0255019392306664e-05,0.0023009952437232435,0.05361161997673912
2.2478058335487252e-05,0.004722730563349306,0.05190461715821097
2.4945081352303165e-05,0.007834583385262881,0.05022253970086035
2.7682866303920665e-05,0.011008233382997923,0.048539441173511
3.072112998861759e-05,0.013984123177317398,0.046894349042989295
3.409285069746814e-05,0.016680926035595015,0.04527078245796898
3.783462617131933e-05,0.019056348838564077,0.04368200943728645
4.1987070844439056e-05,0.020971772943389436,0.04213163061564147
4.659525668664687e-05,0.02231059244059614,0.0406132043909196
5.170920242896755e-05,0.022987283769757207,0.03915440171611949
5.7384416483024044e-05,0.023049394235625714,0.03773950188592756
6.368249944718586e-05,0.022682336133278108,0.036409158994606415
7.067181273927492e-05,0.021609333994565452,0.035141511525691525
7.842822061337681e-05,0.01905889499029611,0.033962180328052184
8.703591361485166e-05,0.015415463876045013,0.03284279817242728
9.658832241158708e-05,0.014441768350699187,0.03179680464837743
0.00010718913192051276,0.020561976747380622,0.03081102014347677
0.00011895340673703195,0.0329499976705641,0.029888096640406432
0.0001320088400831418,0.046641282588353004,0.029032199625054184
