tau,gamma,ftp
1e-07,1.41521487643205e-05,2.7454834691471128e-05
1.1097524964120721e-07,7.281028827843344e-05,0.00014091448864835565
1.2315506032928263e-07,0.00025489498545074615,0.0004905491243671128
1.3667163564620074e-07,0.0006263513589294536,0.0011904455666760566
1.5167168884709241e-07,0.0011470251934728641,0.0021273062126741927
1.6831803533309585e-07,0.0017093672426027578,0.0030508009459584524
1.867913599020781e-07,0.002254082789176084,0.0038444504647544855
2.0729217795953698e-07,0.002766178119125879,0.004517467646836677
2.300430119772917e-07,0.0032501737331131226,0.005103488633058741
2.5529080682395163e-07,0.003710214909435808,0.005614340234084247
2.833096101839324e-07,0.004149085624001172,0.006049217096533787
3.1440354715915e-07,0.004576289259965167,0.0064226684732795695
3.489101213406774e-07,0.004990977075196247,0.0067397126246279875
3.872038781812557e-07,0.005391141608976769,0.007014455700177309
4.2970047043208437e-07,0.005761555943339119,0.0072468466405806245
4.768611697714474e-07,0.0061022993653472545,0.007445789796261126
5.291978735958437e-07,0.0064111712603484045,0.007613156916078549
5.872786613189477e-07,0.0066912692885864,0.007753176590204681
6.517339604882421e-07,0.00694538706532702,0.007870710919756472
7.232633896483533e-07,0.007176207881242724,0.007964718052673918
8.026433522257174e-07,0.007398052688567476,0.008042346232771383
8.907354638610439e-07,0.00761708609848557,0.008099181320007311
9.884959046625586e-07,0.007850989623798705,0.008144103109970442
1.096985797892384e-06,0.008107051167415742,0.008172961500049803
1.217382727739662e-06,0.008406670118166157,0.008194048773334042
1.3509935211980278e-06,0.008760996800395509,0.00820576286213549
1.499268432786047e-06,0.009182322302075068,0.008213003995863744
1.6638168860761274e-06,0.00967215017548689,0.008217024382404065
1.8464249428955464e-06,0.010239775675652459,0.008217133165509444
2.049074689815846e-06,0.01090062066745297,0.008216179065981627
2.2739657523579273e-06,0.011667117902290048,0.008209170804882968
2.523539170434766e-06,0.012556731027825539,0.00820268632868418
2.800503894183631e-06,0.01357226964513512,0.008191278862903016
